,BEARING,mean_ted,std_ted,freq_ted,island
598,210,2.323197208,3.124755255,16086,KIN
599,220,2.390779943,3.285819536,20677,KIN
600,230,2.627577845,3.453590085,28115,KIN
601,240,2.662532979,3.485123745,38156,KIN
602,250,2.203747231,3.17128293,47055,KIN
603,260,1.577468931,2.505690212,47738,KIN
604,270,0.923399123,1.514671303,37943,KIN
605,280,0.890196321,1.276786867,25695,KIN
606,290,1.099841885,1.478568451,20203,KIN
607,300,1.261190833,1.878935019,17672,KIN
608,310,1.011449255,1.737568411,16974,KIN
609,320,0.770770244,1.513577734,16531,KIN
610,330,0.715970272,1.450145754,14777,KIN
611,340,0.692308795,1.430101268,13308,KIN
612,350,0.680454048,1.443673455,12785,KIN
613,0,0.651240683,1.383448194,12959,KIN
614,10,0.618721343,1.324952634,13724,KIN
615,20,0.5659298,1.194772563,15197,KIN
616,30,0.501238799,0.977703975,16526,KIN
617,40,0.36609781,0.673297542,17471,KIN
618,50,0.232814369,0.318381767,18393,KIN
619,60,0.218272426,0.267373956,20314,KIN
620,70,0.224600471,0.283287295,24202,KIN
621,80,0.244723231,0.309012328,31016,KIN
622,90,0.34913391,0.709722859,38613,KIN
623,100,0.988201056,1.900184166,40855,KIN
624,110,1.53786724,2.725797458,33441,KIN
625,120,1.868522209,3.203159159,26565,KIN
626,130,2.176744411,3.453149614,19926,KIN
627,140,2.258290252,3.408308755,15047,KIN
628,150,2.321447062,3.376923708,12469,KIN
629,160,2.329770724,3.313361115,10864,KIN
630,170,2.302599334,3.289103239,10446,KIN
631,180,2.297447671,3.243155767,10818,KIN
632,190,2.302608971,3.139863,11991,KIN
633,200,2.254317805,3.042836938,13759,KIN
634,210,2.323197208,3.124755255,16086,KIN
635,220,2.390779943,3.285819536,20677,KIN
636,230,2.627577845,3.453590085,28115,KIN
637,240,2.662532979,3.485123745,38156,KIN
638,250,2.203747231,3.17128293,47055,KIN
639,260,1.577468931,2.505690212,47738,KIN
640,270,0.923399123,1.514671303,37943,KIN
641,280,0.890196321,1.276786867,25695,KIN
642,290,1.099841885,1.478568451,20203,KIN
643,300,1.261190833,1.878935019,17672,KIN
644,310,1.011449255,1.737568411,16974,KIN
645,320,0.770770244,1.513577734,16531,KIN
646,330,0.715970272,1.450145754,14777,KIN
647,340,0.692308795,1.430101268,13308,KIN
648,350,0.680454048,1.443673455,12785,KIN
649,0,0.363810751,0.925026581,171029,KUR
650,10,0.293715776,0.70009107,159297,KUR
651,20,0.179530485,0.262542517,119527,KUR
652,30,0.141178678,0.196518321,90801,KUR
653,40,0.144581374,0.19757442,76244,KUR
654,50,0.162144116,0.209336409,69789,KUR
655,60,0.161101039,0.196910549,65689,KUR
656,70,0.161223532,0.185051674,62633,KUR
657,80,0.176624629,0.190058501,60585,KUR
658,90,0.210128561,0.209708398,59763,KUR
659,100,0.265643797,0.269252973,64718,KUR
660,110,0.40711735,0.475507577,92744,KUR
661,120,0.843516994,1.364634959,137110,KUR
662,130,1.618344108,2.276151648,157106,KUR
663,140,2.093822063,2.714929596,129352,KUR
664,150,2.241521424,2.726417729,85195,KUR
665,160,2.186138052,2.649181766,58369,KUR
666,170,1.779353307,2.220647505,48458,KUR
667,180,1.539876654,1.859700535,49670,KUR
668,190,1.325711408,1.5788937,62063,KUR
669,200,1.093507292,1.287301604,94449,KUR
670,210,0.879122228,1.053257458,140599,KUR
671,220,0.743281477,0.914373248,167869,KUR
672,230,0.557059048,0.764320942,163677,KUR
673,240,0.351012151,0.543028518,143598,KUR
674,250,0.205112511,0.336895531,128423,KUR
675,260,0.135343543,0.233020689,112728,KUR
676,270,0.13905151,0.255113776,102396,KUR
677,280,0.188875414,0.376107025,98850,KUR
678,290,0.275444292,0.606962232,103028,KUR
679,300,0.310482374,0.716971558,107171,KUR
680,310,0.255163852,0.645161102,107676,KUR
681,320,0.191359856,0.532665346,102555,KUR
682,330,0.142771053,0.387222088,100138,KUR
683,340,0.222376588,0.741942842,108705,KUR
684,350,0.35869793,1.028377274,145738,KUR
685,0,0.363810751,0.925026581,171029,KUR
686,10,0.293715776,0.70009107,159297,KUR
687,20,0.179530485,0.262542517,119527,KUR
688,30,0.141178678,0.196518321,90801,KUR
689,40,0.144581374,0.19757442,76244,KUR
690,50,0.162144116,0.209336409,69789,KUR
691,60,0.161101039,0.196910549,65689,KUR
692,70,0.161223532,0.185051674,62633,KUR
693,80,0.176624629,0.190058501,60585,KUR
694,90,0.210128561,0.209708398,59763,KUR
695,100,0.265643797,0.269252973,64718,KUR
696,110,0.40711735,0.475507577,92744,KUR
697,120,0.843516994,1.364634959,137110,KUR
698,130,1.618344108,2.276151648,157106,KUR
699,140,2.093822063,2.714929596,129352,KUR
700,150,2.241521424,2.726417729,85195,KUR
701,160,2.186138052,2.649181766,58369,KUR
702,170,1.779353307,2.220647505,48458,KUR
703,180,1.539876654,1.859700535,49670,KUR
704,190,1.325711408,1.5788937,62063,KUR
705,200,1.093507292,1.287301604,94449,KUR
706,210,0.879122228,1.053257458,140599,KUR
707,220,0.743281477,0.914373248,167869,KUR
708,230,0.557059048,0.764320942,163677,KUR
709,240,0.351012151,0.543028518,143598,KUR
710,250,0.205112511,0.336895531,128423,KUR
711,260,0.135343543,0.233020689,112728,KUR
712,270,0.13905151,0.255113776,102396,KUR
713,280,0.188875414,0.376107025,98850,KUR
714,290,0.275444292,0.606962232,103028,KUR
715,300,0.310482374,0.716971558,107171,KUR
716,310,0.255163852,0.645161102,107676,KUR
717,320,0.191359856,0.532665346,102555,KUR
718,330,0.142771053,0.387222088,100138,KUR
719,340,0.222376588,0.741942842,108705,KUR
720,350,0.35869793,1.028377274,145738,KUR
721,0,0.363810751,0.925026581,171029,KUR
722,10,0.293715776,0.70009107,159297,KUR
723,20,0.179530485,0.262542517,119527,KUR
724,30,0.141178678,0.196518321,90801,KUR
725,40,0.144581374,0.19757442,76244,KUR
726,50,0.162144116,0.209336409,69789,KUR
727,60,0.161101039,0.196910549,65689,KUR
728,70,0.161223532,0.185051674,62633,KUR
729,80,0.176624629,0.190058501,60585,KUR
730,90,0.210128561,0.209708398,59763,KUR
731,100,0.265643797,0.269252973,64718,KUR
732,110,0.40711735,0.475507577,92744,KUR
733,120,0.843516994,1.364634959,137110,KUR
734,130,1.618344108,2.276151648,157106,KUR
735,140,2.093822063,2.714929596,129352,KUR
736,150,2.241521424,2.726417729,85195,KUR
737,160,2.186138052,2.649181766,58369,KUR
738,170,1.779353307,2.220647505,48458,KUR
739,180,1.539876654,1.859700535,49670,KUR
740,190,1.325711408,1.5788937,62063,KUR
741,200,1.093507292,1.287301604,94449,KUR
742,210,0.879122228,1.053257458,140599,KUR
743,220,0.743281477,0.914373248,167869,KUR
744,230,0.557059048,0.764320942,163677,KUR
745,240,0.351012151,0.543028518,143598,KUR
746,250,0.205112511,0.336895531,128423,KUR
747,260,0.135343543,0.233020689,112728,KUR
748,270,0.13905151,0.255113776,102396,KUR
749,280,0.188875414,0.376107025,98850,KUR
750,290,0.275444292,0.606962232,103028,KUR
751,300,0.310482374,0.716971558,107171,KUR
752,310,0.255163852,0.645161102,107676,KUR
753,320,0.191359856,0.532665346,102555,KUR
754,330,0.142771053,0.387222088,100138,KUR
755,340,0.222376588,0.741942842,108705,KUR
756,350,0.35869793,1.028377274,145738,KUR
757,0,0.002666608,0.007141404,125423,LAN
758,10,0.002891354,0.007657322,129167,LAN
759,20,0.003153944,0.007940055,136628,LAN
760,30,0.003235292,0.008000046,143254,LAN
761,40,0.003120179,0.007586383,144828,LAN
762,50,0.002762427,0.006515829,143710,LAN
763,60,0.002181508,0.004794001,147693,LAN
764,70,0.001707315,0.003756818,155492,LAN
765,80,0.001210768,0.002638978,157756,LAN
766,90,0.000681387,0.001384001,169075,LAN
767,100,0.000787389,0.001487556,196209,LAN
768,110,0.000971242,0.001798559,255976,LAN
769,120,0.001187429,0.002254217,393777,LAN
770,130,0.002090826,0.005502646,647036,LAN
771,140,0.005591426,0.013677426,1019089,LAN
772,150,0.00527744,0.01149366,1189337,LAN
773,160,0.00272087,0.005075339,1296876,LAN
774,170,0.002195512,0.006665958,1454475,LAN
775,180,0.003240631,0.011751448,1457363,LAN
776,190,0.006252121,0.0211593,1339961,LAN
777,200,0.010115135,0.033561937,1128873,LAN
778,210,0.011426958,0.037525128,818353,LAN
779,220,0.007844463,0.024690613,529652,LAN
780,230,0.005573558,0.013991552,370325,LAN
781,240,0.004900492,0.010046333,288809,LAN
782,250,0.003849533,0.006269464,245631,LAN
783,260,0.003039182,0.004554193,243279,LAN
784,270,0.002577578,0.00388126,285627,LAN
785,280,0.002128044,0.003327479,377902,LAN
786,290,0.001844401,0.002854466,434540,LAN
787,300,0.00183172,0.002751711,388218,LAN
788,310,0.002116641,0.003238936,292340,LAN
789,320,0.00224272,0.003549849,217844,LAN
790,330,0.002369919,0.004706985,171347,LAN
791,340,0.0025285,0.005755886,142849,LAN
792,350,0.002435054,0.006403913,129929,LAN
793,0,0.002666608,0.007141404,125423,LAN
794,10,0.002891354,0.007657322,129167,LAN
795,20,0.003153944,0.007940055,136628,LAN
796,30,0.003235292,0.008000046,143254,LAN
797,40,0.003120179,0.007586383,144828,LAN
798,50,0.002762427,0.006515829,143710,LAN
799,60,0.002181508,0.004794001,147693,LAN
800,70,0.001707315,0.003756818,155492,LAN
801,80,0.001210768,0.002638978,157756,LAN
802,90,0.000681387,0.001384001,169075,LAN
803,100,0.000787389,0.001487556,196209,LAN
804,110,0.000971242,0.001798559,255976,LAN
805,120,0.001187429,0.002254217,393777,LAN
806,130,0.002090826,0.005502646,647036,LAN
807,140,0.005591426,0.013677426,1019089,LAN
808,150,0.00527744,0.01149366,1189337,LAN
809,160,0.00272087,0.005075339,1296876,LAN
810,170,0.002195512,0.006665958,1454475,LAN
811,180,0.003240631,0.011751448,1457363,LAN
812,190,0.006252121,0.0211593,1339961,LAN
813,200,0.010115135,0.033561937,1128873,LAN
814,210,0.011426958,0.037525128,818353,LAN
815,220,0.007844463,0.024690613,529652,LAN
816,230,0.005573558,0.013991552,370325,LAN
817,240,0.004900492,0.010046333,288809,LAN
818,250,0.003849533,0.006269464,245631,LAN
819,260,0.003039182,0.004554193,243279,LAN
820,270,0.002577578,0.00388126,285627,LAN
821,280,0.002128044,0.003327479,377902,LAN
822,290,0.001844401,0.002854466,434540,LAN
823,300,0.00183172,0.002751711,388218,LAN
824,310,0.002116641,0.003238936,292340,LAN
825,320,0.00224272,0.003549849,217844,LAN
826,330,0.002369919,0.004706985,171347,LAN
827,340,0.0025285,0.005755886,142849,LAN
828,350,0.002435054,0.006403913,129929,LAN
829,0,0.002666608,0.007141404,125423,LAN
830,10,0.002891354,0.007657322,129167,LAN
831,20,0.003153944,0.007940055,136628,LAN
832,30,0.003235292,0.008000046,143254,LAN
833,40,0.003120179,0.007586383,144828,LAN
834,50,0.002762427,0.006515829,143710,LAN
835,60,0.002181508,0.004794001,147693,LAN
836,70,0.001707315,0.003756818,155492,LAN
837,80,0.001210768,0.002638978,157756,LAN
838,90,0.000681387,0.001384001,169075,LAN
839,100,0.000787389,0.001487556,196209,LAN
840,110,0.000971242,0.001798559,255976,LAN
841,120,0.001187429,0.002254217,393777,LAN
842,130,0.002090826,0.005502646,647036,LAN
843,140,0.005591426,0.013677426,1019089,LAN
844,150,0.00527744,0.01149366,1189337,LAN
845,160,0.00272087,0.005075339,1296876,LAN
846,170,0.002195512,0.006665958,1454475,LAN
847,180,0.003240631,0.011751448,1457363,LAN
848,190,0.006252121,0.0211593,1339961,LAN
849,200,0.010115135,0.033561937,1128873,LAN
850,210,0.011426958,0.037525128,818353,LAN
851,220,0.007844463,0.024690613,529652,LAN
852,230,0.005573558,0.013991552,370325,LAN
853,240,0.004900492,0.010046333,288809,LAN
854,250,0.003849533,0.006269464,245631,LAN
855,260,0.003039182,0.004554193,243279,LAN
856,270,0.002577578,0.00388126,285627,LAN
857,280,0.002128044,0.003327479,377902,LAN
858,290,0.001844401,0.002854466,434540,LAN
859,300,0.00183172,0.002751711,388218,LAN
860,310,0.002116641,0.003238936,292340,LAN
861,320,0.00224272,0.003549849,217844,LAN
862,330,0.002369919,0.004706985,171347,LAN
863,340,0.0025285,0.005755886,142849,LAN
864,350,0.002435054,0.006403913,129929,LAN
865,0,0.053942583,0.063073303,163806,LAY
866,10,0.077309813,0.089848757,159828,LAY
867,20,0.103299443,0.138496475,182803,LAY
868,30,0.154128996,0.281652044,244996,LAY
869,40,0.271441848,0.484073629,251230,LAY
870,50,0.271309602,0.460485022,286415,LAY
871,60,0.082974924,0.158394421,290163,LAY
872,70,0.0958197,0.202535593,243599,LAY
873,80,0.325912543,0.739988387,200514,LAY
874,90,1.372136428,2.605449914,168705,LAY
875,100,1.716898747,2.960374712,141377,LAY
876,110,1.981747058,3.134978893,127150,LAY
877,120,2.159906346,3.329549072,116010,LAY
878,130,1.641290387,2.750209492,105986,LAY
879,140,1.991253497,3.169585808,103255,LAY
880,150,2.404262973,3.434419846,93708,LAY
881,160,1.922519935,2.875197547,90251,LAY
882,170,1.704222586,2.638211874,77883,LAY
883,180,1.5393275,2.213423906,75325,LAY
884,190,1.568714629,2.460189524,87424,LAY
885,200,1.582421313,2.919466878,105707,LAY
886,210,0.857867521,1.651212701,124555,LAY
887,220,0.928570023,2.045241307,125760,LAY
888,230,0.923829771,1.926541387,113979,LAY
889,240,1.425084187,2.615152853,108355,LAY
890,250,1.226294373,2.0166766,114607,LAY
891,260,0.938848315,1.117145361,155846,LAY
892,270,0.476038631,0.615852064,241827,LAY
893,280,0.431907914,0.929892093,374850,LAY
894,290,0.145712542,0.327869575,451998,LAY
895,300,0.217449446,0.479349333,405668,LAY
896,310,0.069346439,0.106202034,356162,LAY
897,320,0.041979554,0.056583207,324284,LAY
898,330,0.025190842,0.029433088,283242,LAY
899,340,0.024566431,0.028830797,231326,LAY
900,350,0.034701574,0.043250353,193857,LAY
901,0,0.053942583,0.063073303,163806,LAY
902,10,0.077309813,0.089848757,159828,LAY
903,20,0.103299443,0.138496475,182803,LAY
904,30,0.154128996,0.281652044,244996,LAY
905,40,0.271441848,0.484073629,251230,LAY
906,50,0.271309602,0.460485022,286415,LAY
907,60,0.082974924,0.158394421,290163,LAY
908,70,0.0958197,0.202535593,243599,LAY
909,80,0.325912543,0.739988387,200514,LAY
910,90,1.372136428,2.605449914,168705,LAY
911,100,1.716898747,2.960374712,141377,LAY
912,110,1.981747058,3.134978893,127150,LAY
913,120,2.159906346,3.329549072,116010,LAY
914,130,1.641290387,2.750209492,105986,LAY
915,140,1.991253497,3.169585808,103255,LAY
916,150,2.404262973,3.434419846,93708,LAY
917,160,1.922519935,2.875197547,90251,LAY
918,170,1.704222586,2.638211874,77883,LAY
919,180,1.5393275,2.213423906,75325,LAY
920,190,1.568714629,2.460189524,87424,LAY
921,200,1.582421313,2.919466878,105707,LAY
922,210,0.857867521,1.651212701,124555,LAY
923,220,0.928570023,2.045241307,125760,LAY
924,230,0.923829771,1.926541387,113979,LAY
925,240,1.425084187,2.615152853,108355,LAY
926,250,1.226294373,2.0166766,114607,LAY
927,260,0.938848315,1.117145361,155846,LAY
928,270,0.476038631,0.615852064,241827,LAY
929,280,0.431907914,0.929892093,374850,LAY
930,290,0.145712542,0.327869575,451998,LAY
931,300,0.217449446,0.479349333,405668,LAY
932,310,0.069346439,0.106202034,356162,LAY
933,320,0.041979554,0.056583207,324284,LAY
934,330,0.025190842,0.029433088,283242,LAY
935,340,0.024566431,0.028830797,231326,LAY
936,350,0.034701574,0.043250353,193857,LAY
937,0,0.053942583,0.063073303,163806,LAY
938,10,0.077309813,0.089848757,159828,LAY
939,20,0.103299443,0.138496475,182803,LAY
940,30,0.154128996,0.281652044,244996,LAY
941,40,0.271441848,0.484073629,251230,LAY
942,50,0.271309602,0.460485022,286415,LAY
943,60,0.082974924,0.158394421,290163,LAY
944,70,0.0958197,0.202535593,243599,LAY
945,80,0.325912543,0.739988387,200514,LAY
946,90,1.372136428,2.605449914,168705,LAY
947,100,1.716898747,2.960374712,141377,LAY
948,110,1.981747058,3.134978893,127150,LAY
949,120,2.159906346,3.329549072,116010,LAY
950,130,1.641290387,2.750209492,105986,LAY
951,140,1.991253497,3.169585808,103255,LAY
952,150,2.404262973,3.434419846,93708,LAY
953,160,1.922519935,2.875197547,90251,LAY
954,170,1.704222586,2.638211874,77883,LAY
955,180,1.5393275,2.213423906,75325,LAY
956,190,1.568714629,2.460189524,87424,LAY
957,200,1.582421313,2.919466878,105707,LAY
958,210,0.857867521,1.651212701,124555,LAY
959,220,0.928570023,2.045241307,125760,LAY
960,230,0.923829771,1.926541387,113979,LAY
961,240,1.425084187,2.615152853,108355,LAY
962,250,1.226294373,2.0166766,114607,LAY
963,260,0.938848315,1.117145361,155846,LAY
964,270,0.476038631,0.615852064,241827,LAY
965,280,0.431907914,0.929892093,374850,LAY
966,290,0.145712542,0.327869575,451998,LAY
967,300,0.217449446,0.479349333,405668,LAY
968,310,0.069346439,0.106202034,356162,LAY
969,320,0.041979554,0.056583207,324284,LAY
970,330,0.025190842,0.029433088,283242,LAY
971,340,0.024566431,0.028830797,231326,LAY
972,350,0.034701574,0.043250353,193857,LAY
973,0,0.021968218,0.040011399,328004,LIS
974,10,0.020062131,0.035900979,264071,LIS
975,20,0.019760217,0.032466978,237388,LIS
976,30,0.021877512,0.031463303,237491,LIS
977,40,0.024534994,0.032777639,247207,LIS
978,50,0.031115273,0.043459501,263309,LIS
979,60,0.053918321,0.080796276,293604,LIS
980,70,0.077508322,0.126850078,340426,LIS
981,80,0.107577933,0.211612692,403400,LIS
982,90,0.440266781,0.824046427,433730,LIS
983,100,0.719610134,1.507844245,376098,LIS
984,110,0.830613421,1.951355131,297685,LIS
985,120,0.88875379,2.048029938,286684,LIS
986,130,1.04575634,2.315394274,282841,LIS
987,140,1.011041965,2.129616854,275040,LIS
988,150,0.672794658,1.522843038,272174,LIS
989,160,0.445956164,1.084489862,234826,LIS
990,170,0.282818975,0.659083501,206216,LIS
991,180,0.238832312,0.513156595,189238,LIS
992,190,0.24073909,0.507012592,177669,LIS
993,200,0.25511168,0.53382558,175087,LIS
994,210,0.289804367,0.611443786,175070,LIS
995,220,0.348422038,0.739864965,178927,LIS
996,230,0.426297789,0.869710549,188722,LIS
997,240,0.512387726,1.003061463,208852,LIS
998,250,0.56848858,1.084854858,238264,LIS
999,260,0.536065832,1.004698564,278301,LIS
1000,270,0.38036494,0.716730116,334101,LIS
1001,280,0.227201214,0.50901399,402933,LIS
1002,290,0.235808475,0.578449333,460728,LIS
1003,300,0.338330678,0.797438007,518755,LIS
1004,310,0.309934264,0.835811974,563323,LIS
1005,320,0.228088672,0.795885534,599699,LIS
1006,330,0.06135041,0.299454656,571964,LIS
1007,340,0.01480625,0.036814143,487961,LIS
1008,350,0.020594163,0.039752414,420007,LIS
1009,0,0.021968218,0.040011399,328004,LIS
1010,10,0.020062131,0.035900979,264071,LIS
1011,20,0.019760217,0.032466978,237388,LIS
1012,30,0.021877512,0.031463303,237491,LIS
1013,40,0.024534994,0.032777639,247207,LIS
1014,50,0.031115273,0.043459501,263309,LIS
1015,60,0.053918321,0.080796276,293604,LIS
1016,70,0.077508322,0.126850078,340426,LIS
1017,80,0.107577933,0.211612692,403400,LIS
1018,90,0.440266781,0.824046427,433730,LIS
1019,100,0.719610134,1.507844245,376098,LIS
1020,110,0.830613421,1.951355131,297685,LIS
1021,120,0.88875379,2.048029938,286684,LIS
1022,130,1.04575634,2.315394274,282841,LIS
1023,140,1.011041965,2.129616854,275040,LIS
1024,150,0.672794658,1.522843038,272174,LIS
1025,160,0.445956164,1.084489862,234826,LIS
1026,170,0.282818975,0.659083501,206216,LIS
1027,180,0.238832312,0.513156595,189238,LIS
1028,190,0.24073909,0.507012592,177669,LIS
1029,200,0.25511168,0.53382558,175087,LIS
1030,210,0.289804367,0.611443786,175070,LIS
1031,220,0.348422038,0.739864965,178927,LIS
1032,230,0.426297789,0.869710549,188722,LIS
1033,240,0.512387726,1.003061463,208852,LIS
1034,250,0.56848858,1.084854858,238264,LIS
1035,260,0.536065832,1.004698564,278301,LIS
1036,270,0.38036494,0.716730116,334101,LIS
1037,280,0.227201214,0.50901399,402933,LIS
1038,290,0.235808475,0.578449333,460728,LIS
1039,300,0.338330678,0.797438007,518755,LIS
1040,310,0.309934264,0.835811974,563323,LIS
1041,320,0.228088672,0.795885534,599699,LIS
1042,330,0.06135041,0.299454656,571964,LIS
1043,340,0.01480625,0.036814143,487961,LIS
1044,350,0.020594163,0.039752414,420007,LIS
1045,0,0.021968218,0.040011399,328004,LIS
1046,10,0.020062131,0.035900979,264071,LIS
1047,20,0.019760217,0.032466978,237388,LIS
1048,30,0.021877512,0.031463303,237491,LIS
1049,40,0.024534994,0.032777639,247207,LIS
1050,50,0.031115273,0.043459501,263309,LIS
1051,60,0.053918321,0.080796276,293604,LIS
1052,70,0.077508322,0.126850078,340426,LIS
1053,80,0.107577933,0.211612692,403400,LIS
1054,90,0.440266781,0.824046427,433730,LIS
1055,100,0.719610134,1.507844245,376098,LIS
1056,110,0.830613421,1.951355131,297685,LIS
1057,120,0.88875379,2.048029938,286684,LIS
1058,130,1.04575634,2.315394274,282841,LIS
1059,140,1.011041965,2.129616854,275040,LIS
1060,150,0.672794658,1.522843038,272174,LIS
1061,160,0.445956164,1.084489862,234826,LIS
1062,170,0.282818975,0.659083501,206216,LIS
1063,180,0.238832312,0.513156595,189238,LIS
1064,190,0.24073909,0.507012592,177669,LIS
1065,200,0.25511168,0.53382558,175087,LIS
1066,210,0.289804367,0.611443786,175070,LIS
1067,220,0.348422038,0.739864965,178927,LIS
1068,230,0.426297789,0.869710549,188722,LIS
1069,240,0.512387726,1.003061463,208852,LIS
1070,250,0.56848858,1.084854858,238264,LIS
1071,260,0.536065832,1.004698564,278301,LIS
1072,270,0.38036494,0.716730116,334101,LIS
1073,280,0.227201214,0.50901399,402933,LIS
1074,290,0.235808475,0.578449333,460728,LIS
1075,300,0.338330678,0.797438007,518755,LIS
1076,310,0.309934264,0.835811974,563323,LIS
1077,320,0.228088672,0.795885534,599699,LIS
1078,330,0.06135041,0.299454656,571964,LIS
1079,340,0.01480625,0.036814143,487961,LIS
1080,350,0.020594163,0.039752414,420007,LIS
1081,0,0.387022418,0.955572416,20501,AGU
1082,10,0.50618808,1.001153051,18773,AGU
1083,20,0.69812869,1.107566835,17534,AGU
1084,30,0.875360249,1.125225215,18146,AGU
1085,40,0.84918813,1.094086509,19206,AGU
1086,50,0.746383753,0.967048772,22195,AGU
1087,60,0.781153395,0.962629513,26653,AGU
1088,70,0.715165744,0.971230673,33822,AGU
1089,80,0.351953476,0.645532348,48421,AGU
1090,90,0.284828473,0.586536845,48890,AGU
1091,100,0.337489941,0.74125784,45808,AGU
1092,110,0.259812682,0.679525025,52469,AGU
1093,120,0.15182359,0.504086249,76174,AGU
1094,130,0.089142039,0.409925297,105053,AGU
1095,140,0.062378999,0.336192332,144543,AGU
1096,150,0.057745951,0.306249511,150926,AGU
1097,160,0.069740588,0.335206554,119108,AGU
1098,170,0.094982756,0.3470028,112935,AGU
1099,180,0.153666847,0.435166286,107405,AGU
1100,190,0.172008149,0.451418864,106074,AGU
1101,200,0.264477231,0.490865579,106504,AGU
1102,210,0.365161692,0.627923789,102629,AGU
1103,220,0.528031052,1.030609833,95063,AGU
1104,230,1.076125289,2.045231577,83518,AGU
1105,240,1.77273414,2.441688904,63107,AGU
1106,250,2.013529319,1.907126116,34579,AGU
1107,260,0.864733916,1.114433827,45252,AGU
1108,270,0.219516908,0.372709297,66076,AGU
1109,280,0.122197381,0.241717804,74394,AGU
1110,290,0.071275306,0.182401777,80345,AGU
1111,300,0.055771259,0.201826055,83461,AGU
1112,310,0.065167526,0.277287791,71582,AGU
1113,320,0.081466942,0.365231681,52980,AGU
1114,330,0.09821774,0.452693759,39890,AGU
1115,340,0.160414908,0.618957543,30614,AGU
1116,350,0.273076637,0.815074297,24975,AGU
1117,0,0.387022418,0.955572416,20501,AGU
1118,10,0.50618808,1.001153051,18773,AGU
1119,20,0.69812869,1.107566835,17534,AGU
1120,30,0.875360249,1.125225215,18146,AGU
1121,40,0.84918813,1.094086509,19206,AGU
1122,50,0.746383753,0.967048772,22195,AGU
1123,60,0.781153395,0.962629513,26653,AGU
1124,70,0.715165744,0.971230673,33822,AGU
1125,80,0.351953476,0.645532348,48421,AGU
1126,90,0.284828473,0.586536845,48890,AGU
1127,100,0.337489941,0.74125784,45808,AGU
1128,110,0.259812682,0.679525025,52469,AGU
1129,120,0.15182359,0.504086249,76174,AGU
1130,130,0.089142039,0.409925297,105053,AGU
1131,140,0.062378999,0.336192332,144543,AGU
1132,150,0.057745951,0.306249511,150926,AGU
1133,160,0.069740588,0.335206554,119108,AGU
1134,170,0.094982756,0.3470028,112935,AGU
1135,180,0.153666847,0.435166286,107405,AGU
1136,190,0.172008149,0.451418864,106074,AGU
1137,200,0.264477231,0.490865579,106504,AGU
1138,210,0.365161692,0.627923789,102629,AGU
1139,220,0.528031052,1.030609833,95063,AGU
1140,230,1.076125289,2.045231577,83518,AGU
1141,240,1.77273414,2.441688904,63107,AGU
1142,250,2.013529319,1.907126116,34579,AGU
1143,260,0.864733916,1.114433827,45252,AGU
1144,270,0.219516908,0.372709297,66076,AGU
1145,280,0.122197381,0.241717804,74394,AGU
1146,290,0.071275306,0.182401777,80345,AGU
1147,300,0.055771259,0.201826055,83461,AGU
1148,310,0.065167526,0.277287791,71582,AGU
1149,320,0.081466942,0.365231681,52980,AGU
1150,330,0.09821774,0.452693759,39890,AGU
1151,340,0.160414908,0.618957543,30614,AGU
1152,350,0.273076637,0.815074297,24975,AGU
1153,0,0.387022418,0.955572416,20501,AGU
1154,10,0.50618808,1.001153051,18773,AGU
1155,20,0.69812869,1.107566835,17534,AGU
1156,30,0.875360249,1.125225215,18146,AGU
1157,40,0.84918813,1.094086509,19206,AGU
1158,50,0.746383753,0.967048772,22195,AGU
1159,60,0.781153395,0.962629513,26653,AGU
1160,70,0.715165744,0.971230673,33822,AGU
1161,80,0.351953476,0.645532348,48421,AGU
1162,90,0.284828473,0.586536845,48890,AGU
1163,100,0.337489941,0.74125784,45808,AGU
1164,110,0.259812682,0.679525025,52469,AGU
1165,120,0.15182359,0.504086249,76174,AGU
1166,130,0.089142039,0.409925297,105053,AGU
1167,140,0.062378999,0.336192332,144543,AGU
1168,150,0.057745951,0.306249511,150926,AGU
1169,160,0.069740588,0.335206554,119108,AGU
1170,170,0.094982756,0.3470028,112935,AGU
1171,180,0.153666847,0.435166286,107405,AGU
1172,190,0.172008149,0.451418864,106074,AGU
1173,200,0.264477231,0.490865579,106504,AGU
1174,210,0.365161692,0.627923789,102629,AGU
1175,220,0.528031052,1.030609833,95063,AGU
1176,230,1.076125289,2.045231577,83518,AGU
1177,240,1.77273414,2.441688904,63107,AGU
1178,250,2.013529319,1.907126116,34579,AGU
1179,260,0.864733916,1.114433827,45252,AGU
1180,270,0.219516908,0.372709297,66076,AGU
1181,280,0.122197381,0.241717804,74394,AGU
1182,290,0.071275306,0.182401777,80345,AGU
1183,300,0.055771259,0.201826055,83461,AGU
1184,310,0.065167526,0.277287791,71582,AGU
1185,320,0.081466942,0.365231681,52980,AGU
1186,330,0.09821774,0.452693759,39890,AGU
1187,340,0.160414908,0.618957543,30614,AGU
1188,350,0.273076637,0.815074297,24975,AGU
1189,0,0.004569629,0.016128918,1147758,MAI
1190,10,0.0042241,0.014380019,983568,MAI
1191,20,0.003812714,0.013068175,837058,MAI
1192,30,0.003503877,0.011655488,736902,MAI
1193,40,0.004939784,0.013418279,677384,MAI
1194,50,0.010941266,0.02207584,629136,MAI
1195,60,0.0328753,0.054687661,586366,MAI
