,BEARING,mean_ted,std_ted,freq_ted,island
1196,70,0.107976203,0.201991934,574076,MAI
1197,80,0.435388542,0.561876076,562716,MAI
1198,90,0.827694767,0.991076111,523785,MAI
1199,100,1.348219486,1.658904521,404297,MAI
1200,110,2.032223305,2.322030921,245902,MAI
1201,120,2.029429715,2.319432799,204546,MAI
1202,130,1.553541155,1.839889711,208798,MAI
1203,140,1.170959132,1.489156936,243909,MAI
1204,150,0.869330253,1.191099277,310964,MAI
1205,160,0.661646259,0.94955205,353691,MAI
1206,170,0.501857348,0.766732957,360751,MAI
1207,180,0.384066353,0.624310585,403461,MAI
1208,190,0.277332986,0.489863548,495535,MAI
1209,200,0.191838443,0.36096706,522736,MAI
1210,210,0.115950814,0.251088598,574102,MAI
1211,220,0.056895754,0.140107335,703094,MAI
1212,230,0.02734705,0.071398297,841307,MAI
1213,240,0.008319176,0.02117153,926382,MAI
1214,250,0.001886885,0.003932654,860166,MAI
1215,260,0.001326767,0.00296055,784761,MAI
1216,270,0.001852297,0.004251239,635791,MAI
1217,280,0.002947671,0.006083067,521109,MAI
1218,290,0.003787763,0.00750373,557516,MAI
1219,300,0.003745679,0.007512826,782337,MAI
1220,310,0.003535104,0.009158889,1120252,MAI
1221,320,0.00342242,0.01058958,1407260,MAI
1222,330,0.003567798,0.012840608,1550162,MAI
1223,340,0.004281354,0.015463416,1501132,MAI
1224,350,0.004694532,0.016910501,1323075,MAI
1225,0,0.004569629,0.016128918,1147758,MAI
1226,10,0.0042241,0.014380019,983568,MAI
1227,20,0.003812714,0.013068175,837058,MAI
1228,30,0.003503877,0.011655488,736902,MAI
1229,40,0.004939784,0.013418279,677384,MAI
1230,50,0.010941266,0.02207584,629136,MAI
1231,60,0.0328753,0.054687661,586366,MAI
1232,70,0.107976203,0.201991934,574076,MAI
1233,80,0.435388542,0.561876076,562716,MAI
1234,90,0.827694767,0.991076111,523785,MAI
1235,100,1.348219486,1.658904521,404297,MAI
1236,110,2.032223305,2.322030921,245902,MAI
1237,120,2.029429715,2.319432799,204546,MAI
1238,130,1.553541155,1.839889711,208798,MAI
1239,140,1.170959132,1.489156936,243909,MAI
1240,150,0.869330253,1.191099277,310964,MAI
1241,160,0.661646259,0.94955205,353691,MAI
1242,170,0.501857348,0.766732957,360751,MAI
1243,180,0.384066353,0.624310585,403461,MAI
1244,190,0.277332986,0.489863548,495535,MAI
1245,200,0.191838443,0.36096706,522736,MAI
1246,210,0.115950814,0.251088598,574102,MAI
1247,220,0.056895754,0.140107335,703094,MAI
1248,230,0.02734705,0.071398297,841307,MAI
1249,240,0.008319176,0.02117153,926382,MAI
1250,250,0.001886885,0.003932654,860166,MAI
1251,260,0.001326767,0.00296055,784761,MAI
1252,270,0.001852297,0.004251239,635791,MAI
1253,280,0.002947671,0.006083067,521109,MAI
1254,290,0.003787763,0.00750373,557516,MAI
1255,300,0.003745679,0.007512826,782337,MAI
1256,310,0.003535104,0.009158889,1120252,MAI
1257,320,0.00342242,0.01058958,1407260,MAI
1258,330,0.003567798,0.012840608,1550162,MAI
1259,340,0.004281354,0.015463416,1501132,MAI
1260,350,0.004694532,0.016910501,1323075,MAI
1261,0,0.004569629,0.016128918,1147758,MAI
1262,10,0.0042241,0.014380019,983568,MAI
1263,20,0.003812714,0.013068175,837058,MAI
1264,30,0.003503877,0.011655488,736902,MAI
1265,40,0.004939784,0.013418279,677384,MAI
1266,50,0.010941266,0.02207584,629136,MAI
1267,60,0.0328753,0.054687661,586366,MAI
1268,70,0.107976203,0.201991934,574076,MAI
1269,80,0.435388542,0.561876076,562716,MAI
1270,90,0.827694767,0.991076111,523785,MAI
1271,100,1.348219486,1.658904521,404297,MAI
1272,110,2.032223305,2.322030921,245902,MAI
1273,120,2.029429715,2.319432799,204546,MAI
1274,130,1.553541155,1.839889711,208798,MAI
1275,140,1.170959132,1.489156936,243909,MAI
1276,150,0.869330253,1.191099277,310964,MAI
1277,160,0.661646259,0.94955205,353691,MAI
1278,170,0.501857348,0.766732957,360751,MAI
1279,180,0.384066353,0.624310585,403461,MAI
1280,190,0.277332986,0.489863548,495535,MAI
1281,200,0.191838443,0.36096706,522736,MAI
1282,210,0.115950814,0.251088598,574102,MAI
1283,220,0.056895754,0.140107335,703094,MAI
1284,230,0.02734705,0.071398297,841307,MAI
1285,240,0.008319176,0.02117153,926382,MAI
1286,250,0.001886885,0.003932654,860166,MAI
1287,260,0.001326767,0.00296055,784761,MAI
1288,270,0.001852297,0.004251239,635791,MAI
1289,280,0.002947671,0.006083067,521109,MAI
1290,290,0.003787763,0.00750373,557516,MAI
1291,300,0.003745679,0.007512826,782337,MAI
1292,310,0.003535104,0.009158889,1120252,MAI
1293,320,0.00342242,0.01058958,1407260,MAI
1294,330,0.003567798,0.012840608,1550162,MAI
1295,340,0.004281354,0.015463416,1501132,MAI
1296,350,0.004694532,0.016910501,1323075,MAI
1297,0,0.235026474,0.791895572,13628,MAU
1298,10,0.238155303,0.766754207,15197,MAU
1299,20,0.267045491,0.746189426,19013,MAU
1300,30,0.330963954,0.781688969,21889,MAU
1301,40,0.436949703,0.86698134,20171,MAU
1302,50,0.525667071,0.969772028,18844,MAU
1303,60,0.576003249,1.078401181,17962,MAU
1304,70,0.635446656,1.163201193,16566,MAU
1305,80,0.594102644,1.064134615,15430,MAU
1306,90,0.62332482,0.984318541,14520,MAU
1307,100,0.71191465,1.179769587,13463,MAU
1308,110,0.793418148,1.163825813,12273,MAU
1309,120,0.812251361,1.131817268,12000,MAU
1310,130,0.786733767,1.046711054,11826,MAU
1311,140,0.678944726,0.934339681,11667,MAU
1312,150,0.551569407,0.79822205,11372,MAU
1313,160,0.492337261,0.642077924,10444,MAU
1314,170,0.579179922,0.603559496,8044,MAU
1315,180,0.679924732,0.551974815,6300,MAU
1316,190,0.732461914,0.484229707,5606,MAU
1317,200,0.765802703,0.543605569,6504,MAU
1318,210,0.799407262,0.560389196,7646,MAU
1319,220,1.001632796,0.638193962,8496,MAU
1320,230,1.250813416,0.749972362,9168,MAU
1321,240,1.329717204,0.891151953,10221,MAU
1322,250,1.454551205,0.905061825,11027,MAU
1323,260,1.353328664,0.861866299,10477,MAU
1324,270,1.172443403,0.923588587,10540,MAU
1325,280,0.934839292,0.690174882,10037,MAU
1326,290,0.680753429,0.688976699,9791,MAU
1327,300,0.524544652,0.727971408,10006,MAU
1328,310,0.412721188,0.730101466,11182,MAU
1329,320,0.366510713,0.786550075,10950,MAU
1330,330,0.30843215,0.803072418,11061,MAU
1331,340,0.271345999,0.803076011,11598,MAU
1332,350,0.241408999,0.803262827,12492,MAU
1333,0,0.235026474,0.791895572,13628,MAU
1334,10,0.238155303,0.766754207,15197,MAU
1335,20,0.267045491,0.746189426,19013,MAU
1336,30,0.330963954,0.781688969,21889,MAU
1337,40,0.436949703,0.86698134,20171,MAU
1338,50,0.525667071,0.969772028,18844,MAU
1339,60,0.576003249,1.078401181,17962,MAU
1340,70,0.635446656,1.163201193,16566,MAU
1341,80,0.594102644,1.064134615,15430,MAU
1342,90,0.62332482,0.984318541,14520,MAU
1343,100,0.71191465,1.179769587,13463,MAU
1344,110,0.793418148,1.163825813,12273,MAU
1345,120,0.812251361,1.131817268,12000,MAU
1346,130,0.786733767,1.046711054,11826,MAU
1347,140,0.678944726,0.934339681,11667,MAU
1348,150,0.551569407,0.79822205,11372,MAU
1349,160,0.492337261,0.642077924,10444,MAU
1350,170,0.579179922,0.603559496,8044,MAU
1351,180,0.679924732,0.551974815,6300,MAU
1352,190,0.732461914,0.484229707,5606,MAU
1353,200,0.765802703,0.543605569,6504,MAU
1354,210,0.799407262,0.560389196,7646,MAU
1355,220,1.001632796,0.638193962,8496,MAU
1356,230,1.250813416,0.749972362,9168,MAU
1357,240,1.329717204,0.891151953,10221,MAU
1358,250,1.454551205,0.905061825,11027,MAU
1359,260,1.353328664,0.861866299,10477,MAU
1360,270,1.172443403,0.923588587,10540,MAU
1361,280,0.934839292,0.690174882,10037,MAU
1362,290,0.680753429,0.688976699,9791,MAU
1363,300,0.524544652,0.727971408,10006,MAU
1364,310,0.412721188,0.730101466,11182,MAU
1365,320,0.366510713,0.786550075,10950,MAU
1366,330,0.30843215,0.803072418,11061,MAU
1367,340,0.271345999,0.803076011,11598,MAU
1368,350,0.241408999,0.803262827,12492,MAU
1369,0,0.235026474,0.791895572,13628,MAU
1370,10,0.238155303,0.766754207,15197,MAU
1371,20,0.267045491,0.746189426,19013,MAU
1372,30,0.330963954,0.781688969,21889,MAU
1373,40,0.436949703,0.86698134,20171,MAU
1374,50,0.525667071,0.969772028,18844,MAU
1375,60,0.576003249,1.078401181,17962,MAU
1376,70,0.635446656,1.163201193,16566,MAU
1377,80,0.594102644,1.064134615,15430,MAU
1378,90,0.62332482,0.984318541,14520,MAU
1379,100,0.71191465,1.179769587,13463,MAU
1380,110,0.793418148,1.163825813,12273,MAU
1381,120,0.812251361,1.131817268,12000,MAU
1382,130,0.786733767,1.046711054,11826,MAU
1383,140,0.678944726,0.934339681,11667,MAU
1384,150,0.551569407,0.79822205,11372,MAU
1385,160,0.492337261,0.642077924,10444,MAU
1386,170,0.579179922,0.603559496,8044,MAU
1387,180,0.679924732,0.551974815,6300,MAU
1388,190,0.732461914,0.484229707,5606,MAU
1389,200,0.765802703,0.543605569,6504,MAU
1390,210,0.799407262,0.560389196,7646,MAU
1391,220,1.001632796,0.638193962,8496,MAU
1392,230,1.250813416,0.749972362,9168,MAU
1393,240,1.329717204,0.891151953,10221,MAU
1394,250,1.454551205,0.905061825,11027,MAU
1395,260,1.353328664,0.861866299,10477,MAU
1396,270,1.172443403,0.923588587,10540,MAU
1397,280,0.934839292,0.690174882,10037,MAU
1398,290,0.680753429,0.688976699,9791,MAU
1399,300,0.524544652,0.727971408,10006,MAU
1400,310,0.412721188,0.730101466,11182,MAU
1401,320,0.366510713,0.786550075,10950,MAU
1402,330,0.30843215,0.803072418,11061,MAU
1403,340,0.271345999,0.803076011,11598,MAU
1404,350,0.241408999,0.803262827,12492,MAU
1405,0,0.065954533,0.104762842,95782,MID
1406,10,0.085723883,0.131583587,85302,MID
1407,20,0.107755527,0.156517368,78816,MID
1408,30,0.134639532,0.192301236,70408,MID
1409,40,0.168853212,0.250253222,62409,MID
1410,50,0.222148226,0.31675681,58451,MID
1411,60,0.296536265,0.39556246,60565,MID
1412,70,0.332007439,0.431127701,68232,MID
1413,80,0.352871051,0.421870945,80146,MID
1414,90,0.479024659,0.57036415,109586,MID
1415,100,1.050891158,1.338085895,161727,MID
1416,110,2.189205189,2.448162824,175277,MID
1417,120,3.030128832,3.352024798,141386,MID
1418,130,3.188935208,3.731719346,85835,MID
1419,140,2.806936903,3.565257031,59897,MID
1420,150,2.305456837,3.193457055,52151,MID
1421,160,1.756730836,2.60529069,52703,MID
1422,170,1.310258285,2.025431206,58627,MID
1423,180,0.972939562,1.497431864,69208,MID
1424,190,0.808607359,1.219626607,87011,MID
1425,200,0.699980775,1.115459206,110361,MID
1426,210,0.612212727,0.998490852,126806,MID
1427,220,0.531768235,0.881137688,128248,MID
1428,230,0.448313796,0.743389371,113850,MID
1429,240,0.375660767,0.597980669,97546,MID
1430,250,0.359450826,0.548168951,86243,MID
1431,260,0.341795025,0.49968008,84706,MID
1432,270,0.338543767,0.51067988,97779,MID
1433,280,0.350478952,0.584327003,132088,MID
1434,290,0.325715349,0.590539012,188592,MID
1435,300,0.273547469,0.520413169,259933,MID
1436,310,0.241938649,0.410904272,299441,MID
1437,320,0.152475252,0.266194288,243480,MID
1438,330,0.078297838,0.135920524,171355,MID
1439,340,0.045644623,0.070707358,125611,MID
1440,350,0.04894691,0.07664893,107245,MID
1441,0,0.065954533,0.104762842,95782,MID
1442,10,0.085723883,0.131583587,85302,MID
1443,20,0.107755527,0.156517368,78816,MID
1444,30,0.134639532,0.192301236,70408,MID
1445,40,0.168853212,0.250253222,62409,MID
1446,50,0.222148226,0.31675681,58451,MID
1447,60,0.296536265,0.39556246,60565,MID
1448,70,0.332007439,0.431127701,68232,MID
1449,80,0.352871051,0.421870945,80146,MID
1450,90,0.479024659,0.57036415,109586,MID
1451,100,1.050891158,1.338085895,161727,MID
1452,110,2.189205189,2.448162824,175277,MID
1453,120,3.030128832,3.352024798,141386,MID
1454,130,3.188935208,3.731719346,85835,MID
1455,140,2.806936903,3.565257031,59897,MID
1456,150,2.305456837,3.193457055,52151,MID
1457,160,1.756730836,2.60529069,52703,MID
1458,170,1.310258285,2.025431206,58627,MID
1459,180,0.972939562,1.497431864,69208,MID
1460,190,0.808607359,1.219626607,87011,MID
1461,200,0.699980775,1.115459206,110361,MID
1462,210,0.612212727,0.998490852,126806,MID
1463,220,0.531768235,0.881137688,128248,MID
1464,230,0.448313796,0.743389371,113850,MID
1465,240,0.375660767,0.597980669,97546,MID
1466,250,0.359450826,0.548168951,86243,MID
1467,260,0.341795025,0.49968008,84706,MID
1468,270,0.338543767,0.51067988,97779,MID
1469,280,0.350478952,0.584327003,132088,MID
1470,290,0.325715349,0.590539012,188592,MID
1471,300,0.273547469,0.520413169,259933,MID
1472,310,0.241938649,0.410904272,299441,MID
1473,320,0.152475252,0.266194288,243480,MID
1474,330,0.078297838,0.135920524,171355,MID
1475,340,0.045644623,0.070707358,125611,MID
1476,350,0.04894691,0.07664893,107245,MID
1477,0,0.065954533,0.104762842,95782,MID
1478,10,0.085723883,0.131583587,85302,MID
1479,20,0.107755527,0.156517368,78816,MID
1480,30,0.134639532,0.192301236,70408,MID
1481,40,0.168853212,0.250253222,62409,MID
1482,50,0.222148226,0.31675681,58451,MID
1483,60,0.296536265,0.39556246,60565,MID
1484,70,0.332007439,0.431127701,68232,MID
1485,80,0.352871051,0.421870945,80146,MID
1486,90,0.479024659,0.57036415,109586,MID
1487,100,1.050891158,1.338085895,161727,MID
1488,110,2.189205189,2.448162824,175277,MID
1489,120,3.030128832,3.352024798,141386,MID
1490,130,3.188935208,3.731719346,85835,MID
1491,140,2.806936903,3.565257031,59897,MID
1492,150,2.305456837,3.193457055,52151,MID
1493,160,1.756730836,2.60529069,52703,MID
1494,170,1.310258285,2.025431206,58627,MID
1495,180,0.972939562,1.497431864,69208,MID
1496,190,0.808607359,1.219626607,87011,MID
1497,200,0.699980775,1.115459206,110361,MID
1498,210,0.612212727,0.998490852,126806,MID
1499,220,0.531768235,0.881137688,128248,MID
1500,230,0.448313796,0.743389371,113850,MID
1501,240,0.375660767,0.597980669,97546,MID
1502,250,0.359450826,0.548168951,86243,MID
1503,260,0.341795025,0.49968008,84706,MID
1504,270,0.338543767,0.51067988,97779,MID
1505,280,0.350478952,0.584327003,132088,MID
1506,290,0.325715349,0.590539012,188592,MID
1507,300,0.273547469,0.520413169,259933,MID
1508,310,0.241938649,0.410904272,299441,MID
1509,320,0.152475252,0.266194288,243480,MID
1510,330,0.078297838,0.135920524,171355,MID
1511,340,0.045644623,0.070707358,125611,MID
1512,350,0.04894691,0.07664893,107245,MID
1513,0,0.004230485,0.0107849,178670,MOL
1514,10,0.002694913,0.006359664,161568,MOL
1515,20,0.001874592,0.003583241,163896,MOL
1516,30,0.002358459,0.004933743,186213,MOL
1517,40,0.003474813,0.00720944,232926,MOL
1518,50,0.004012548,0.008158154,295480,MOL
1519,60,0.004402398,0.00908946,413977,MOL
1520,70,0.006940972,0.013723026,669526,MOL
1521,80,0.015300196,0.0238246,545531,MOL
1522,90,0.07183898,0.134175671,229055,MOL
1523,100,0.105646623,0.206619298,237542,MOL
1524,110,0.07927121,0.158049387,288579,MOL
1525,120,0.043613901,0.092918933,246248,MOL
1526,130,0.025602035,0.056175391,185130,MOL
1527,140,0.019725514,0.042531742,142944,MOL
1528,150,0.017107877,0.04004457,120116,MOL
1529,160,0.015975364,0.039799289,110194,MOL
1530,170,0.016685375,0.042400717,108425,MOL
1531,180,0.018398935,0.046330962,114066,MOL
1532,190,0.02450934,0.060643369,125868,MOL
1533,200,0.030998149,0.076936194,154475,MOL
1534,210,0.033848674,0.078720741,211533,MOL
1535,220,0.034860891,0.079787926,297750,MOL
1536,230,0.031980996,0.076912666,430362,MOL
1537,240,0.025702691,0.065469097,635114,MOL
1538,250,0.025981326,0.071241591,989566,MOL
1539,260,0.013788409,0.021849756,876807,MOL
1540,270,0.020240262,0.024101142,774127,MOL
1541,280,0.014374997,0.019419963,960922,MOL
1542,290,0.011127583,0.020580528,1184371,MOL
1543,300,0.013177607,0.031671018,1167340,MOL
1544,310,0.01340186,0.032560681,826810,MOL
1545,320,0.010972574,0.027014813,541490,MOL
1546,330,0.009819934,0.02399265,395262,MOL
1547,340,0.007887062,0.019283545,290845,MOL
1548,350,0.005801307,0.014417444,219517,MOL
1549,0,0.004230485,0.0107849,178670,MOL
1550,10,0.002694913,0.006359664,161568,MOL
1551,20,0.001874592,0.003583241,163896,MOL
1552,30,0.002358459,0.004933743,186213,MOL
1553,40,0.003474813,0.00720944,232926,MOL
1554,50,0.004012548,0.008158154,295480,MOL
1555,60,0.004402398,0.00908946,413977,MOL
1556,70,0.006940972,0.013723026,669526,MOL
1557,80,0.015300196,0.0238246,545531,MOL
1558,90,0.07183898,0.134175671,229055,MOL
1559,100,0.105646623,0.206619298,237542,MOL
1560,110,0.07927121,0.158049387,288579,MOL
1561,120,0.043613901,0.092918933,246248,MOL
1562,130,0.025602035,0.056175391,185130,MOL
1563,140,0.019725514,0.042531742,142944,MOL
1564,150,0.017107877,0.04004457,120116,MOL
1565,160,0.015975364,0.039799289,110194,MOL
1566,170,0.016685375,0.042400717,108425,MOL
1567,180,0.018398935,0.046330962,114066,MOL
1568,190,0.02450934,0.060643369,125868,MOL
1569,200,0.030998149,0.076936194,154475,MOL
1570,210,0.033848674,0.078720741,211533,MOL
1571,220,0.034860891,0.079787926,297750,MOL
1572,230,0.031980996,0.076912666,430362,MOL
1573,240,0.025702691,0.065469097,635114,MOL
1574,250,0.025981326,0.071241591,989566,MOL
1575,260,0.013788409,0.021849756,876807,MOL
1576,270,0.020240262,0.024101142,774127,MOL
1577,280,0.014374997,0.019419963,960922,MOL
1578,290,0.011127583,0.020580528,1184371,MOL
1579,300,0.013177607,0.031671018,1167340,MOL
1580,310,0.01340186,0.032560681,826810,MOL
1581,320,0.010972574,0.027014813,541490,MOL
1582,330,0.009819934,0.02399265,395262,MOL
1583,340,0.007887062,0.019283545,290845,MOL
1584,350,0.005801307,0.014417444,219517,MOL
1585,0,0.004230485,0.0107849,178670,MOL
1586,10,0.002694913,0.006359664,161568,MOL
1587,20,0.001874592,0.003583241,163896,MOL
1588,30,0.002358459,0.004933743,186213,MOL
1589,40,0.003474813,0.00720944,232926,MOL
1590,50,0.004012548,0.008158154,295480,MOL
1591,60,0.004402398,0.00908946,413977,MOL
1592,70,0.006940972,0.013723026,669526,MOL
1593,80,0.015300196,0.0238246,545531,MOL
1594,90,0.07183898,0.134175671,229055,MOL
1595,100,0.105646623,0.206619298,237542,MOL
1596,110,0.07927121,0.158049387,288579,MOL
1597,120,0.043613901,0.092918933,246248,MOL
1598,130,0.025602035,0.056175391,185130,MOL
1599,140,0.019725514,0.042531742,142944,MOL
1600,150,0.017107877,0.04004457,120116,MOL
1601,160,0.015975364,0.039799289,110194,MOL
1602,170,0.016685375,0.042400717,108425,MOL
1603,180,0.018398935,0.046330962,114066,MOL
1604,190,0.02450934,0.060643369,125868,MOL
1605,200,0.030998149,0.076936194,154475,MOL
1606,210,0.033848674,0.078720741,211533,MOL
1607,220,0.034860891,0.079787926,297750,MOL
1608,230,0.031980996,0.076912666,430362,MOL
1609,240,0.025702691,0.065469097,635114,MOL
1610,250,0.025981326,0.071241591,989566,MOL
1611,260,0.013788409,0.021849756,876807,MOL
1612,270,0.020240262,0.024101142,774127,MOL
1613,280,0.014374997,0.019419963,960922,MOL
1614,290,0.011127583,0.020580528,1184371,MOL
1615,300,0.013177607,0.031671018,1167340,MOL
1616,310,0.01340186,0.032560681,826810,MOL
1617,320,0.010972574,0.027014813,541490,MOL
1618,330,0.009819934,0.02399265,395262,MOL
1619,340,0.007887062,0.019283545,290845,MOL
1620,350,0.005801307,0.014417444,219517,MOL
1621,0,0.022626685,0.044811022,349979,NII
1622,10,0.02365928,0.05062507,363725,NII
1623,20,0.042761739,0.069476766,307969,NII
1624,30,0.08145926,0.109776802,220556,NII
1625,40,0.112425758,0.170578887,140083,NII
1626,50,0.10486689,0.231761539,127278,NII
1627,60,0.088334103,0.229889397,137680,NII
1628,70,0.110463807,0.271806909,144983,NII
1629,80,0.126928621,0.262286351,147497,NII
1630,90,0.14323193,0.277980373,150689,NII
1631,100,0.153873564,0.309076375,151784,NII
1632,110,0.133638756,0.285396368,152573,NII
1633,120,0.119712801,0.269385473,155527,NII
1634,130,0.111377826,0.253608079,161587,NII
1635,140,0.10979872,0.24259417,170731,NII
1636,150,0.112912904,0.247489083,181578,NII
1637,160,0.129521433,0.256568553,191344,NII
1638,170,0.161585285,0.311169243,208343,NII
1639,180,0.243654512,0.553226012,232815,NII
1640,190,0.491752321,1.092553924,239663,NII
1641,200,0.738666342,1.57147345,224734,NII
1642,210,1.050894143,2.060999163,172051,NII
1643,220,0.629320995,1.537876722,158448,NII
1644,230,0.278146258,0.534951778,141437,NII
1645,240,0.175931357,0.26511622,124922,NII
1646,250,0.136576874,0.17457967,114340,NII
1647,260,0.114996365,0.13415948,106459,NII
1648,270,0.096945828,0.112240302,97872,NII
1649,280,0.083283609,0.093838174,92737,NII
1650,290,0.071152844,0.084598911,92728,NII
1651,300,0.064206149,0.079276655,99458,NII
1652,310,0.059183297,0.075363858,114169,NII
1653,320,0.054037844,0.071247308,138437,NII
1654,330,0.045316341,0.064244285,171347,NII
1655,340,0.037105164,0.056755581,212895,NII
1656,350,0.030866042,0.049018649,273561,NII
1657,0,0.022626685,0.044811022,349979,NII
1658,10,0.02365928,0.05062507,363725,NII
1659,20,0.042761739,0.069476766,307969,NII
1660,30,0.08145926,0.109776802,220556,NII
1661,40,0.112425758,0.170578887,140083,NII
1662,50,0.10486689,0.231761539,127278,NII
1663,60,0.088334103,0.229889397,137680,NII
1664,70,0.110463807,0.271806909,144983,NII
1665,80,0.126928621,0.262286351,147497,NII
1666,90,0.14323193,0.277980373,150689,NII
1667,100,0.153873564,0.309076375,151784,NII
1668,110,0.133638756,0.285396368,152573,NII
1669,120,0.119712801,0.269385473,155527,NII
1670,130,0.111377826,0.253608079,161587,NII
1671,140,0.10979872,0.24259417,170731,NII
1672,150,0.112912904,0.247489083,181578,NII
1673,160,0.129521433,0.256568553,191344,NII
1674,170,0.161585285,0.311169243,208343,NII
1675,180,0.243654512,0.553226012,232815,NII
1676,190,0.491752321,1.092553924,239663,NII
1677,200,0.738666342,1.57147345,224734,NII
1678,210,1.050894143,2.060999163,172051,NII
1679,220,0.629320995,1.537876722,158448,NII
1680,230,0.278146258,0.534951778,141437,NII
1681,240,0.175931357,0.26511622,124922,NII
1682,250,0.136576874,0.17457967,114340,NII
1683,260,0.114996365,0.13415948,106459,NII
1684,270,0.096945828,0.112240302,97872,NII
1685,280,0.083283609,0.093838174,92737,NII
1686,290,0.071152844,0.084598911,92728,NII
1687,300,0.064206149,0.079276655,99458,NII
1688,310,0.059183297,0.075363858,114169,NII
1689,320,0.054037844,0.071247308,138437,NII
1690,330,0.045316341,0.064244285,171347,NII
1691,340,0.037105164,0.056755581,212895,NII
1692,350,0.030866042,0.049018649,273561,NII
1693,0,0.022626685,0.044811022,349979,NII
1694,10,0.02365928,0.05062507,363725,NII
1695,20,0.042761739,0.069476766,307969,NII
1696,30,0.08145926,0.109776802,220556,NII
1697,40,0.112425758,0.170578887,140083,NII
1698,50,0.10486689,0.231761539,127278,NII
1699,60,0.088334103,0.229889397,137680,NII
1700,70,0.110463807,0.271806909,144983,NII
1701,80,0.126928621,0.262286351,147497,NII
1702,90,0.14323193,0.277980373,150689,NII
1703,100,0.153873564,0.309076375,151784,NII
1704,110,0.133638756,0.285396368,152573,NII
1705,120,0.119712801,0.269385473,155527,NII
1706,130,0.111377826,0.253608079,161587,NII
1707,140,0.10979872,0.24259417,170731,NII
1708,150,0.112912904,0.247489083,181578,NII
1709,160,0.129521433,0.256568553,191344,NII
1710,170,0.161585285,0.311169243,208343,NII
1711,180,0.243654512,0.553226012,232815,NII
1712,190,0.491752321,1.092553924,239663,NII
1713,200,0.738666342,1.57147345,224734,NII
1714,210,1.050894143,2.060999163,172051,NII
1715,220,0.629320995,1.537876722,158448,NII
1716,230,0.278146258,0.534951778,141437,NII
1717,240,0.175931357,0.26511622,124922,NII
1718,250,0.136576874,0.17457967,114340,NII
1719,260,0.114996365,0.13415948,106459,NII
1720,270,0.096945828,0.112240302,97872,NII
1721,280,0.083283609,0.093838174,92737,NII
1722,290,0.071152844,0.084598911,92728,NII
1723,300,0.064206149,0.079276655,99458,NII
1724,310,0.059183297,0.075363858,114169,NII
1725,320,0.054037844,0.071247308,138437,NII
1726,330,0.045316341,0.064244285,171347,NII
1727,340,0.037105164,0.056755581,212895,NII
1728,350,0.030866042,0.049018649,273561,NII
1729,0,0.02103727,0.069722926,576277,OAH
1730,10,0.013809099,0.043223528,527193,OAH
1731,20,0.008546354,0.023165515,487689,OAH
1732,30,0.006248182,0.014197852,443633,OAH
1733,40,0.006039371,0.013203127,413922,OAH
1734,50,0.007466268,0.017061861,422308,OAH
1735,60,0.009801286,0.02340091,468800,OAH
1736,70,0.016179094,0.039441149,613162,OAH
1737,80,0.025637585,0.061295903,818725,OAH
1738,90,0.059672226,0.133985158,1031412,OAH
1739,100,0.147041694,0.320425626,1096288,OAH
1740,110,0.252405723,0.564356222,930726,OAH
1741,120,0.33821439,0.794248403,683945,OAH
1742,130,0.35656486,0.878067956,458230,OAH
1743,140,0.340255709,0.881096982,291167,OAH
1744,150,0.304769357,0.860768743,256210,OAH
1745,160,0.26691098,0.823672657,267368,OAH
1746,170,0.216951353,0.709717198,270464,OAH
1747,180,0.19202848,0.639486356,267425,OAH
1748,190,0.193371644,0.654760092,263093,OAH
1749,200,0.201993456,0.640155423,249544,OAH
1750,210,0.200909487,0.6070085,238642,OAH
1751,220,0.203504131,0.58855565,239341,OAH
1752,230,0.210303105,0.56094901,247516,OAH
1753,240,0.238472636,0.604968043,265855,OAH
1754,250,0.312882151,0.733488315,285446,OAH
1755,260,0.422839907,0.851000255,290939,OAH
1756,270,0.486012369,0.954615606,319229,OAH
1757,280,0.512973092,1.10908899,385457,OAH
1758,290,0.468624176,1.087826447,462993,OAH
1759,300,0.264805714,0.666433598,533664,OAH
1760,310,0.132316951,0.399575215,541557,OAH
1761,320,0.056348629,0.194104559,567901,OAH
1762,330,0.040215969,0.137758267,652869,OAH
1763,340,0.034434152,0.119455128,677400,OAH
1764,350,0.029416914,0.102051041,636212,OAH
1765,0,0.02103727,0.069722926,576277,OAH
1766,10,0.013809099,0.043223528,527193,OAH
1767,20,0.008546354,0.023165515,487689,OAH
1768,30,0.006248182,0.014197852,443633,OAH
1769,40,0.006039371,0.013203127,413922,OAH
1770,50,0.007466268,0.017061861,422308,OAH
1771,60,0.009801286,0.02340091,468800,OAH
1772,70,0.016179094,0.039441149,613162,OAH
1773,80,0.025637585,0.061295903,818725,OAH
1774,90,0.059672226,0.133985158,1031412,OAH
1775,100,0.147041694,0.320425626,1096288,OAH
1776,110,0.252405723,0.564356222,930726,OAH
1777,120,0.33821439,0.794248403,683945,OAH
1778,130,0.35656486,0.878067956,458230,OAH
1779,140,0.340255709,0.881096982,291167,OAH
1780,150,0.304769357,0.860768743,256210,OAH
1781,160,0.26691098,0.823672657,267368,OAH
1782,170,0.216951353,0.709717198,270464,OAH
1783,180,0.19202848,0.639486356,267425,OAH
1784,190,0.193371644,0.654760092,263093,OAH
1785,200,0.201993456,0.640155423,249544,OAH
