39,island214,123.8,24.33,1,573.7,1168.8,0,NaN,NaN
40,Tongatapu & Kanatea & Nukunukumotu,184.82,-21.18,1,659.5,4268.7,1,184.82,-21.18
41,Niue,190.13,-19.05,1,297.9,297.9,1,190.13,-19.05
42,island222,241.72,29.03,1,264.2,307,0,NaN,NaN
43,island226,128.95,27.78,1,253.4,376.1,0,NaN,NaN
44,Lihir,152.59,-3.13,1,225.8,232.7,1,152.59,-3.13
45,Ni’ihau,199.84,21.89,1,229.3,293.2,1,199.84,21.89
46,Banie (Vanikoro)/Vanikolo,166.88,-11.66,1,223.1,394.4,1,166.88,-11.66
47,Floreana (Charles  Santa Maria),269.57,-1.31,1,201.8,215.3,1,269.57,-1.31
48,Raiatea,208.56,-16.8,1,335.7,512,1,208.56,-16.8
49,Socorro Island (Isla Socorro),249.03,18.79,1,146,188.2,1,249.03,18.79
50,Easter Island (Isla de Pascua),250.63,-27.12,1,213.6,213.6,1,250.63,-27.12
51,island283,125.32,24.79,1,212.8,819.7,0,NaN,NaN
52,Anatom (Aneityum),169.82,-20.19,1,179.5,291.3,1,169.82,-20.19
53,island291,253.42,21.62,1,234,257.1,0,NaN,NaN
54,Tutuila,189.27,-14.3,1,153.2,184.9,1,189.27,-14.3
55,Ouvea,166.58,-20.61,1,180,1134.5,1,166.58,-20.61
56,Pavuvu,159.11,-9.08,1,236.4,418.1,1,159.11,-9.08
57,Marchena (Bindloe),269.53,0.32,1,136.4,154.5,1,269.53,0.32
58,Tatau,151.95,-2.79,1,294.9,324.5,1,151.95,-2.79
59,Saipan,145.75,15.19,1,253.4,330.4,1,145.75,15.19
60,Ua Pou (Ua Pu),219.92,-9.4,1,121.1,135.9,1,219.92,-9.4
61,Kosrae,162.97,5.31,1,115.2,171.4,1,162.97,5.31
62,Koro,179.41,-17.31,1,117.4,190.8,1,179.41,-17.31
63,Yap & Gagil-Tomil,138.09,9.51,1,95.8,177.4,1,138.09,9.51
64,island377,128.61,27.39,1,95.9,141,0,NaN,NaN
65,Ambitle,153.61,-4.08,1,113.7,177.9,1,153.61,-4.08
66,island401,121.83,20.76,1,94.8,139.4,0,NaN,NaN
67,Fatu Hiva,221.38,-10.48,1,90.2,94.4,1,221.38,-10.48
68,Rota,145.21,14.16,1,94,97.8,1,145.21,14.16
69,Ua Huka,220.45,-8.91,1,87.3,115.4,1,220.45,-8.91
70,Uvea (Wallis),183.79,-13.29,1,89.1,301.3,1,183.79,-13.29
71,island440,121.94,19.53,1,76.2,94.3,0,NaN,NaN
72,island441,121.97,20.43,1,119.9,182.9,0,NaN,NaN
73,Utupua,166.54,-11.26,1,75.9,130.8,1,166.52,-11.27
74,Rarotonga,200.22,-21.23,1,81.9,100.1,1,200.22,-21.23
75,Mono,155.56,-7.36,1,75.3,92.6,1,155.56,-7.36
76,Futuna (1),181.88,-14.29,1,101.2,101.2,1,181.88,-14.29
77,Espanola (Hood),270.33,-1.38,1,62.5,90.8,1,270.33,-1.38
78,Moala,179.87,-18.6,1,70.7,226.1,1,179.87,-18.6
79,Pinta (Abingdon),269.24,0.59,1,60.1,71.4,1,269.24,0.59
80,Lakeba,181.21,-18.21,1,200.5,1784.3,1,181.21,-18.21
81,Niau (Greig),213.67,-16.17,1,60.2,112.6,1,213.67,-16.17
82,Tofua,184.93,-19.75,1,75.4,87.9,1,184.93,-19.75
83,Vanua Balavu,181.05,-17.22,1,163.1,1720.4,1,181.05,-17.22
84,Niuafo’ou,184.36,-15.6,1,56.6,56.6,1,184.36,-15.6
85,Mangaia,202.08,-21.93,1,59.8,65.5,1,202.08,-21.93
86,Huahine  Fare,208.98,-16.74,1,118.2,118.2,1,208.98,-16.74
87,Hiu (Hiw),166.57,-13.13,1,125.6,325.6,1,166.57,-13.13
88,Pagan,145.77,18.11,1,62.7,62.8,1,145.77,18.11
89,Ta’u,190.56,-14.23,1,65,84.9,1,190.56,-14.23
90,Rotuma,177.08,-12.5,1,50.7,175,1,177.08,-12.5
91,Minto Reef,154.28,8.15,1,47.5,102.2,1,154.28,8.11
92,Tubuai,210.55,-23.36,1,55.3,163.1,1,210.55,-23.36
93,Agrihan,145.67,18.77,1,52.4,52.4,1,145.67,18.77
94,Eiao  french Polynesia,219.33,-7.98,1,52.1,55.2,1,219.33,-7.98
95,Rapa Iti/Rapa,215.65,-27.59,1,54.8,76.3,1,215.65,-27.59
96,island610,167.94,-29.04,1,42.8,153.5,0,NaN,NaN
97,Henderson Island,231.67,-24.37,1,45.3,61,1,231.67,-24.37
98,Cicia,180.69,-17.75,1,38.8,70.9,1,180.69,-17.75
99,Malden,205.06,-4.02,1,38.3,38.3,1,205.06,-4.02
100,island657,129.87,29.85,1,73.4,120.4,0,NaN,NaN
101,Malendok,153.21,-3.46,1,69.7,94.5,1,153.21,-3.46
102,Unea (Ball),149.14,-4.89,1,35,63,1,149.14,-4.89
103,Rurutu,208.66,-22.48,1,40.4,43.9,1,208.66,-22.48
104,Tol & Pata & Polle & Wonei,151.62,7.37,1,102.6,1739.6,1,151.62,7.37
105,Totoya,180.16,-18.93,1,38.1,188.2,1,180.16,-18.93
106,Anatahan,145.68,16.35,1,35.8,35.8,1,145.68,16.35
107,Vatulele,177.63,-18.53,1,36.6,84.2,1,177.63,-18.53
108,Matuku (1),179.77,-19.16,1,36.1,98.2,1,179.77,-19.16
109,Nissan,154.23,-4.5,1,41.8,145.2,1,154.23,-4.5
110,island693,182.08,-29.27,1,32.2,68.1,0,NaN,NaN
111,island699,131.25,25.84,1,43.6,48.2,0,NaN,NaN
112,island718,122.99,24.45,1,30.2,40.9,0,NaN,NaN
113,Fenualoa,166.3,-10.26,1,33.9,454.5,1,166.31,-10.23
114,Atiu,201.88,-19.99,1,34.9,55.2,1,201.88,-19.99
115,Clarion Island (Isla Clarion),245.28,18.36,1,20.9,21.8,1,245.28,18.36
116,Makatea (Aurora),211.75,-15.85,1,31.2,33.7,1,211.75,-15.85
117,island769,141.31,24.77,1,27.4,37.1,0,NaN,NaN
118,island795,142.21,27.06,1,40.6,87,0,NaN,NaN
119,Cocos Island (Isla del Coco) (part of Costa Rica territory),272.93,5.52,1,23.4,83.3,1,272.93,5.52
120,Nauru,166.93,-0.52,1,22.6,30.5,1,166.93,-0.52
121,island852,142.16,26.66,1,28.1,67.9,0,NaN,NaN
122,island859,128.43,27.04,1,22.2,42.2,0,NaN,NaN
123,Starbuck,204.12,-5.62,1,22.3,32.5,1,204.12,-5.64
124,Abaiang,173.01,1.84,1,61.9,736.1,1,173,1.85
125,Late,185.35,-18.81,1,23.4,23.4,1,185.35,-18.81
126,Nikunau,176.46,-1.35,1,20.9,42.2,1,176.46,-1.36
127,island885,124.7,24.65,1,23.7,114.9,0,NaN,NaN
128,Mauke,202.66,-20.16,1,22.6,30.7,1,202.66,-20.16
129,Aniwa,169.59,-19.28,1,21.9,25,1,169.6,-19.25
130,Nayau,180.95,-17.98,1,21,39.5,1,180.95,-17.98
131,Maiana,173.03,0.93,1,21,293.6,1,173.03,0.91
132,Marakei,173.29,2.01,1,18.4,87.7,1,173.29,2.01
133,Abemama,173.91,0.43,1,49.6,237.3,1,173.91,0.43
134,Nonouti,174.46,-0.66,1,31.6,560.9,1,174.45,-0.68
135,Niuatoputapu,186.22,-15.96,1,23.8,125,1,186.22,-15.96
136,Aitutaki,200.22,-18.85,1,24.5,116.8,1,200.22,-18.85
137,island975,127.13,4.76,1,33.1,188.9,0,NaN,NaN
138,island983,270.04,0.32,1,16.6,21.9,0,NaN,NaN
139,Mangareva,225.03,-23.11,1,37.4,399.4,1,225.03,-23.11
140,Beru,176,-1.34,1,16.3,33.8,1,176.01,-1.33
141,Kanton,188.32,-2.84,1,16.2,71.1,1,188.28,-2.81
142,Cikobia (Thikombia),180.09,-15.74,1,17.5,99.6,1,180.05,-15.74
143,Raivavae (Raevavae),212.34,-23.86,1,22.7,142.9,1,212.34,-23.86
144,Wuvulu (Maty),142.85,-1.73,1,15.6,15.6,1,142.85,-1.73
145,Gawa,151.98,-8.97,1,23.1,88.8,1,151.98,-8.97
146,Onotoa,175.6,-1.89,1,20.4,133.3,1,175.6,-1.89
147,Alamagan,145.83,17.6,1,13.4,17,1,145.83,17.6
148,Tinakula,165.79,-10.4,1,13,28,1,165.81,-10.39
149,Butaritari,172.83,3.08,1,29.3,519.2,1,172.85,3.1
150,Teraina (Washington),199.6,4.71,1,12.3,57.5,1,199.62,4.68
151,Pukaruha (Serle),222.99,-18.3,1,22.4,143,1,222.99,-18.3
152,Kuria,173.39,0.21,1,36.7,215.4,1,173.42,0.22
153,Manra,188.75,-4.45,1,11.8,22.1,1,188.75,-4.45
154,Tabuaeran (Fanning),200.7,3.89,1,51.8,169.1,1,200.65,3.86
155,Tiga,167.82,-21.13,1,13.1,18.3,1,167.82,-21.1
156,Taiaro (king),215.36,-15.74,1,11.5,13,1,215.44,-15.76
157,Mere Lava,168.04,-14.46,1,11.5,22.9,1,168.04,-14.46
158,Taumako,167.18,-9.88,1,16.7,168.1,1,167.18,-9.88
159,Futuna (2),170.22,-19.53,1,11,27.2,1,170.22,-19.53
160,Rakahanga,198.91,-10.04,1,9.9,9.9,1,198.91,-10.04
161,Clipperton Island (Ile Clipperton) (Colony of France  administered from French Polynesia),250.78,10.3,1,10,10,1,250.78,10.3
162,Rimatara,207.19,-22.65,1,8.8,32.8,1,207.16,-22.64
163,Aratika (Karlshoff),214.5,-15.48,1,14.1,154.2,1,214.52,-15.49
164,island1456,127.23,26.59,1,8.5,13.7,0,NaN,NaN
165,Banaba (Ocean),169.54,-0.89,1,8.1,8.1,1,169.54,-0.86
166,Palmyra Atoll,197.93,5.88,1,8.5,50.3,1,197.93,5.88
167,Asuncion,145.41,19.69,1,8.8,10.3,1,145.41,19.69
168,Anaa (Chain),214.53,-17.4,1,37.5,197.2,1,214.53,-17.4
169,Vaitupu,178.69,-7.47,1,7.7,18.1,1,178.68,-7.48
170,Arorae,176.83,-2.64,1,7.6,11.4,1,176.83,-2.64
171,San Benedicto Island (Isla San Benedicto),249.18,19.31,1,7.6,19.3,1,249.19,19.31
172,Wake Island,166.65,19.29,1,9.6,24.2,1,166.65,19.29
173,Wiakau,151.89,-9.27,1,8.2,278.9,1,151.89,-9.27
174,Enderbury,188.91,-3.12,1,7.2,39.5,1,188.91,-3.12
175,Ningau,149.35,-4.62,1,67.7,141.5,1,149.35,-4.62
176,Luf & Pemei,145.06,-1.53,1,11,223.1,1,145.06,-1.53
177,island1630,129.21,29.14,1,8.7,47.9,0,NaN,NaN
178,Arno,171.67,7,1,23.9,434.2,1,171.65,7.06
179,Mborokua,158.74,-9.02,1,6.7,6.7,1,158.74,-9.02
180,Paopao (Nugarba),154.75,-3.45,1,11.6,321.3,1,154.75,-3.45
181,Mitiaro,202.3,-19.86,1,6.2,25.7,1,202.3,-19.88
182,Tikopia,168.82,-12.3,1,6.4,6.4,1,168.82,-12.3
183,Aua (Durour),143.06,-1.46,1,6.1,6.5,1,143.06,-1.46
184,island1736,131.26,1.06,1,8.3,43.5,0,NaN,NaN
185,island1796,141.28,25.43,1,5.7,12.6,0,NaN,NaN
186,island1854,280.13,-26.35,1,11.1,75.2,0,NaN,NaN
187,Midway Atoll,182.62,28.21,1,8.3,109.7,1,182.62,28.21
188,Funafuti,179.21,-8.5,1,10.1,258.1,1,179.2,-8.52
189,island1988,229.91,-25.07,1,4.8,6.4,0,NaN,NaN
190,island1991,129.54,29.9,1,5.3,6.9,0,NaN,NaN
191,island2043,123.53,25.77,1,8,42.8,0,NaN,NaN
192,Laysan,188.27,25.77,1,5.5,227.3,1,188.27,25.77
193,Sarigan,145.78,16.7,1,6.6,6.6,1,145.78,16.7
194,Jarvis Island,199.98,-0.38,1,4.4,6.9,1,200,-0.37
195,Ebon (Epoon),168.73,4.58,1,8.3,150.4,1,168.72,4.62
196,Vanua Vatu,180.73,-18.37,1,4.8,12.7,1,180.73,-18.37
197,Tamana,175.98,-2.5,1,4.3,7.5,1,175.98,-2.5
198,Guguan,145.84,17.31,1,5.2,5.2,1,145.84,17.31
199,Namorik (Namdik),168.13,5.6,1,5.3,72.6,1,168.12,5.61
200,Maupiti,207.74,-16.44,1,13.3,30.5,1,207.74,-16.44
201,Ono-i-Lau,181.27,-20.66,1,5.7,87.6,1,181.26,-20.66
202,Swains Island (Olohega),188.92,-11.05,1,4.3,4.4,1,188.92,-11.05
203,Nukutavake (Queen Charlotte),221.22,-19.28,1,6.5,21.7,1,221.22,-19.28
204,Hiti (Ohiti  Clute),215.91,-16.71,1,46.1,1083.2,1,215.94,-16.74
205,Ke Lla,159.36,-5.43,1,20.5,944.7,1,159.38,-5.46
206,Fonualei,185.68,-18.02,1,4.1,13.3,1,185.68,-18.02
207,Apataki (Hegemeister),213.65,-15.31,1,49.5,825.1,1,213.65,-15.3
208,Ma’iao,209.37,-17.66,1,7.9,26,1,209.37,-17.66
209,island2353,128.99,28.8,1,4.4,4.5,0,NaN,NaN
210,Mal,144.18,-1.41,1,25.2,385,1,144.18,-1.41
211,island2430,141.46,24.22,1,3.4,5.7,0,NaN,NaN
212,Manuae,201.06,-19.25,1,13.5,16.2,1,201.06,-19.25
213,Mopelia (Maupihaa  Mopihaa),206.06,-16.8,1,4.2,24.9,1,206.04,-16.81
214,Nanumanga,176.34,-6.3,1,3.3,28,1,176.32,-6.29
215,Fais,140.52,9.76,1,3.3,10.6,1,140.52,9.76
216,Tikei (Romanzoff),215.45,-14.97,1,3.2,4.4,1,215.45,-14.95
217,Reao (Clermont-Tonnere),223.66,-18.56,1,25.3,200.5,1,223.67,-18.55
218,Manuhangi (Cumberland),218.76,-19.19,1,3.3,54.4,1,218.75,-19.2
219,Houk (Pulusuk),149.31,6.69,1,7.5,664.5,1,149.3,6.69
220,Fakahina (Enterprise),219.86,-16,1,13.8,102,1,219.86,-15.99
221,Wenman (Wolf),268.18,1.38,1,2.4,3.2,1,268.18,1.38
222,Atafu,187.51,-8.56,1,6.1,16.3,1,187.51,-8.56
223,Johnston Atoll,190.47,16.73,1,3.7,180.9,1,190.47,16.73
224,Tingwon,149.71,-2.61,1,4.4,27.2,1,149.71,-2.61
225,Nukumanu Atoll,159.49,-4.58,1,6.8,174.4,1,159.49,-4.58
226,East,152.1,-10.4,1,3,6.6,1,152.1,-10.4
227,Ata (Pylstaart),183.79,-22.33,1,3.5,3.5,1,183.79,-22.33
228,Haraiki (Croker  San Quentin,216.56,-17.46,1,3.4,43.7,1,216.55,-17.46
229,Onoun/Ulul,149.67,8.59,1,5.3,366.9,1,149.69,8.58
230,Niutao,177.3,-6.11,1,2.8,9.8,1,177.34,-6.11
231,Iwa,151.68,-8.7,1,2.9,21.3,1,151.68,-8.7
232,Tenarunga,223.47,-21.35,1,9.8,282.5,1,223.46,-21.35
233,Culpepper (Darwin (of Ecuador),268,1.65,1,0.7,3.7,1,268,1.65
234,island2816,128.24,27.86,1,2.7,6.8,0,NaN,NaN
235,Nauna,148.2,-2.21,1,2.6,2.8,1,148.2,-2.21
236,Flint,208.2,-11.43,1,2.6,24.2,1,208.18,-11.43
237,Ahunui (Byam Martin),219.61,-19.63,1,3.6,48.4,1,219.6,-19.64
238,island2893,142.14,27.68,1,6.9,16.8,0,NaN,NaN
239,Tabiteuea,174.85,-1.34,1,57.7,702.7,1,174.84,-1.33
240,Liot,144.51,-1.41,1,2.4,2.4,1,144.51,-1.41
241,Howland Island,183.36,0.8,1,2.3,3.4,1,183.39,0.81
242,Rekareka (Tehuata  Good Hope),218.07,-16.84,1,2.4,6.8,1,218.08,-16.83
243,Motu One (Bellingshausen,205.48,-15.81,1,3.2,20.1,1,205.48,-15.82
244,Kingman Reef,197.62,6.42,1,3.2,48.5,1,197.61,6.43
245,Farallon de Pajaros,144.9,20.55,1,2.2,3.2,1,144.9,20.54
246,Ta,153.68,5.29,1,11.2,511,1,153.68,5.29
247,Meheti’a,211.93,-17.88,1,2.2,2.3,1,211.93,-17.88
248,Vahitahi (Cook’s lagoon),221.2,-18.76,1,3.3,20.4,1,221.18,-18.76
249,Baker Island,183.52,0.19,1,1.9,4.9,1,183.52,0.19
250,Hunter (Fern Island),172.05,-22.4,1,1.9,1.9,1,172.09,-22.4
251,island3478,126.6,5.56,1,1.8,9.2,0,NaN,NaN
252,Lisianski,186.03,26.07,1,2.2,470.2,1,186.03,26.07
253,island3523,153.98,24.29,1,1.8,1.8,0,NaN,NaN
254,Woleai,143.91,7.37,1,9.7,60.6,1,143.91,7.37
255,Vairaatea (Egmont),220.75,-19.35,1,5.1,45.7,1,220.76,-19.34
256,Pukapuka,194.16,-10.85,1,6.2,50.1,1,194.16,-10.85
257,Sonsorol,132.22,5.33,1,2.4,15.2,1,132.22,5.33
258,Moriapepe (Lakina),176.07,-5.65,1,5.2,50.7,1,176.07,-5.65
259,Satawal,147.04,7.39,1,1.6,25.6,1,147.03,7.38
260,Hale (Sikaiana),162.92,-8.38,1,3.6,3.6,1,162.94,-8.41
261,Walpole,168.95,-22.59,1,1.6,1.6,1,168.95,-22.6
262,Sala y Gomez Island (Isla Sala y Gomez),254.64,-26.46,1,1.8,1.8,1,254.64,-26.47
263,Nui (Fenua Tapu),177.17,-7.24,1,2.4,5.3,1,177.15,-7.25
264,Niulakita,179.48,-10.79,1,1.5,210.4,1,179.46,-10.73
265,Pingelap,160.7,6.22,1,2.2,31.7,1,160.71,6.21
266,island4037,216.91,-16.98,1,2.6,274.8,0,NaN,NaN
267,Merir,132.31,4.32,1,1.4,16.1,1,132.31,4.31
268,Sapwuahfik (Ngatik),157.18,5.82,1,2.3,147.9,1,157.16,5.79
269,island4201,131.19,24.47,1,1.3,3.7,0,NaN,NaN
270,Kure,181.7,28.39,1,1.3,86.1,1,181.71,28.39
271,Nassau,194.58,-11.56,1,1.3,8.6,1,194.58,-11.56
272,Ahe (Peacock),213.67,-14.52,1,18.5,144.8,1,213.68,-14.52
273,Matthew,171.31,-22.33,1,1.2,1.2,1,171.36,-22.34
274,Rangiroa (Deans),212.42,-15.02,1,59.3,1262.6,1,212.34,-15.08
275,Nama,152.58,7,1,2.8,156.6,1,152.57,6.99
276,Suf,145.52,-0.91,1,2.5,43.2,1,145.56,-0.88
277,Vanavana (Barrow),220.86,-20.77,1,2.2,4,1,220.86,-20.78
278,Tepoto North (Otooho),218.56,-14.1,1,1.1,1.1,1,218.57,-14.1
279,Lib (Ellep),167.4,8.31,1,1.1,16,1,167.38,8.31
280,Jemo,169.53,10.09,1,1.1,3.4,1,169.53,10.08
281,Sae,145.28,-0.73,1,1.8,1.8,1,145.31,-0.76
282,island4773,157.03,-4.77,1,1.8,103.3,0,NaN,NaN
283,Fatu Huku,221.07,-9.43,1,1,22.7,1,221.08,-9.44
284,Falalop (Ulithi),139.79,10.02,1,5.9,385.5,1,139.79,10.02
285,Hunga Tonga,184.61,-20.54,1,1.8,5.4,1,184.62,-20.54
286,Awin,144.03,-1.65,1,1.1,1.3,1,144.03,-1.65
287,Palmerston,196.87,-18.04,1,2.4,14.3,1,196.85,-18.04
288,Maug,145.23,20.01,1,2.6,3.6,1,145.23,20.01
289,island4975,149.62,-15.71,1,1,66.4,0,NaN,NaN
290,Nihoa,198.08,23.06,1,1,13.5,1,198.08,23.06
291,Manuae (Fenuaura  Scily),205.35,-16.53,1,5,78,1,205.31,-16.55
292,Akiaki (Lancier  Thrum Cap),220.79,-18.56,1,1,25.7,1,220.79,-18.56
293,island5067,199.46,21.66,1,0.9,2.4,0,NaN,NaN
294,Napuka (Isle of Disappointment),218.75,-14.15,1,8.3,17.2,1,218.77,-14.17
295,island5196,278.4,3.99,1,1,2.4,0,NaN,NaN
296,Tobi,131.12,3.01,1,0.9,0.9,1,131.12,3.01
297,McKean,185.88,-3.6,1,0.9,29,1,185.88,-3.6
298,Pakin,157.77,7.08,1,1.8,64.2,1,157.77,7.08
299,Jabat (Jebat),168.98,7.74,1,22.6,525.9,1,168.98,7.75
300,Lamotrek,146.39,7.46,1,2.2,99.6,1,146.38,7.46
301,island5399,122.14,19.96,1,1.2,7.1,0,NaN,NaN
302,Savave/Nukufetau,178.31,-8.03,1,5.6,149.1,1,178.31,-8.03
303,Pollap/Pulap,149.42,7.64,1,1.7,101.3,1,149.43,7.64
304,Kili (K)le),169.12,5.64,1,0.8,0.9,1,169.12,5.64
305,Rawaki (Phoenix),189.28,-3.72,1,0.8,12,1,189.27,-3.71
306,Ifalik,144.46,7.25,1,2.7,232.1,1,144.46,7.25
307,Ile Fabre,162.97,-18.32,1,3.6,825.6,1,163.01,-18.3
308,Farallon de Medinilla,146.06,16.02,1,1.3,5.2,1,146.06,16.02
309,Iles Maria/Maria/Hull Island,205.3,-21.8,1,1.7,32.8,1,205.3,-21.8
310,Alim,147.06,-2.89,1,0.7,38.5,1,147.06,-2.89
311,Hereheretue (St. Paul),215.06,-19.87,1,5.3,88.4,1,215.06,-19.87
312,Bikini (Pikinni),165.41,11.5,1,9.4,392.8,1,165.39,11.56
313,Ruo,152.24,8.6,1,5.3,587.9,1,152.24,8.61
314,Han (Carteret/Tulun),155.47,-4.78,1,1.3,253.4,1,155.47,-4.78
315,Nukulaelae (Fangaua),179.85,-9.37,1,3.1,37.8,1,179.81,-9.37
316,Birnie,188.48,-3.58,1,0.6,19.1,1,188.48,-3.58
317,Necker,195.3,23.58,1,0.6,681.2,1,195.3,23.58
318,Anuta,169.84,-11.58,1,0.6,46.6,1,169.85,-11.61
319,Nupani,165.65,-10.07,1,0.7,1.5,1,165.72,-10.05
320,Pulo Anna,131.96,4.66,1,0.5,23.6,1,131.96,4.66
321,Namoluk,153.12,5.92,1,3,59.5,1,153.12,5.92
322,Merig,167.79,-14.29,1,0.5,0.5,1,167.8,-14.31
323,Tavunasici,180.91,-18.73,1,0.5,2,1,180.91,-18.73
324,Fayu/Fayo,151.36,8.57,1,0.5,34.3,1,151.34,8.55
325,Nudha,160.8,-9.53,1,0.4,0.4,1,160.8,-9.53
326,Tench (Enus),150.67,-1.65,1,0.4,0.4,1,150.67,-1.65
327,Manu (Allison),143.58,-1.31,1,0.4,0.4,1,143.58,-1.31
328,Takapoto (Spiridof),214.82,-14.64,1,51.7,258.6,1,214.8,-14.62
329,Ailinginae (Ailiginae),166.42,11.12,1,15.6,893.5,1,166.41,11.14
330,Fangataufa (Cockburn),221.24,-22.25,1,9.9,73.1,1,221.25,-22.23
331,Vostok,207.62,-10.1,1,0.4,0.4,1,207.62,-10.1
332,Mejit (Mpjej),170.87,10.28,1,2.8,4.4,1,170.87,10.29
333,Olimarao,145.88,7.7,1,0.4,28.8,1,145.88,7.7
334,island8989,140.88,27.24,1,0.6,2.5,0,NaN,NaN
335,island8995,155.54,-23.25,1,0.3,39.3,0,NaN,NaN
336,Motu Iti,219.39,-8.68,1,0.4,29.3,1,219.39,-8.68
337,Mole Island/Unknown,146.46,-2.87,1,1.4,27.7,1,146.46,-2.87
338,island9137,170.1,-11.96,1,0.3,0.3,0,NaN,NaN
339,a) Mili-Nadikdik (Knox Atoll),172.16,5.89,1,20.3,890.8,1,172.17,5.89
340,island9238,154.39,-21.03,1,0.4,39.2,0,NaN,NaN
341,Faraulep,144.55,8.6,1,0.8,16.8,1,144.53,8.59
342,Mataiva (Matahiva  Lazareff),211.31,-14.9,1,15,36.6,1,211.31,-14.88
343,Mwoakilloa (Mokil)/Manton,159.78,6.68,1,1.9,19.7,1,159.77,6.69
344,Tauere (St. Simeon),218.49,-17.37,1,2.2,45.6,1,218.49,-17.37
345,island9365,140.36,29.81,1,0.3,2.4,0,NaN,NaN
346,Maria Est,223.8,-22.02,1,5.2,55.6,1,223.81,-22.01
347,island9510,150,-16.13,1,0.6,59.7,0,NaN,NaN
348,Maloelap,171.1,8.84,1,22.1,782,1,171.03,8.77
349,Fakarava (Wittgenstein),214.37,-16.26,1,62.7,1134.7,1,214.39,-16.26
