"LONGITUDE","LATITUDE","ISLAND","SITE","SITEVISITID","OBS_YEAR"
-162.125265,5.8714002,"Palmyra","PAL-00255",4974,2012
-162.1222557,5.86587888,"Palmyra","PAL-00300",4975,2012
-162.1093181,5.86659804,"Palmyra","PAL-00229",4976,2012
-162.1019176,5.86694296,"Palmyra","PAL-00277",4978,2012
-162.1401146,5.88339068,"Palmyra","PAL-00314",4979,2012
-162.1314664,5.88333008,"Palmyra","PAL-00261",4980,2012
-162.1403433,5.88786838,"Palmyra","PAL-00309",4981,2012
-162.1183316,5.86721931,"Palmyra","PAL-00251",4982,2012
-162.1203407,5.86990227,"Palmyra","PAL-00273",4983,2012
-162.1306609,5.86992776,"Palmyra","PAL-00298",4984,2012
-162.0174801,5.86122675,"Palmyra","PAL-00307",4997,2012
-162.0152887,5.86494731,"Palmyra","PAL-00209",4999,2012
-162.0271568,5.86259108,"Palmyra","PAL-00305",5000,2012
-162.0355638,5.87191938,"Palmyra","PAL-00213",5001,2012
-162.0883339,5.86958552,"Palmyra","PAL-00272",5002,2012
-162.1494544,5.87047878,"Palmyra","PAL-00301",5003,2012
-162.1279604,5.86155088,"Palmyra","PAL-00254",5004,2012
-162.0874387,5.86941068,"Palmyra","PAL-00295",5005,2012
-162.0809348,5.87000571,"Palmyra","PAL-00215",5006,2012
-162.0575248,5.86672143,"Palmyra","PAL-00282",5007,2012
-162.1411261,5.89784955,"Palmyra","PAL-00321",5019,2012
-162.1434356,5.89417384,"Palmyra","PAL-00245",5020,2012
-162.0903302,5.89773438,"Palmyra","PAL-00323",5021,2012
-162.0709437,5.89842514,"Palmyra","PAL-00233",5022,2012
-162.049814,5.89106356,"Palmyra","PAL-00319",5023,2012
-162.0362425,5.8836061,"Palmyra","PAL-00223",5024,2012
-162.1093488,5.86723465,"Palmyra","PAL-00278",5027,2012
-162.0428051,5.88733077,"Palmyra","PAL-00317",5035,2012
-162.0206589,5.87697048,"Palmyra","PAL-00249",5036,2012
-162.0031968,5.8719317,"Palmyra","PAL-00303",5037,2012
-162.009663,5.86579673,"Palmyra","PAL-00302",5038,2012
-162.0105036,5.86730179,"Palmyra","PAL-00247",5039,2012
-162.0331529,5.86396152,"Palmyra","PAL-00306",5040,2012
-162.1152159,5.87502446,"Palmyra","PAL-00275",5041,2012
-162.1131901,5.86680935,"Palmyra","PAL-00253",5042,2012
-162.1093085,5.89743532,"Palmyra","PAL-00322",5048,2012
-162.1168146,5.89622179,"Palmyra","PAL-00239",5049,2012
-162.1317041,5.89695403,"Palmyra","PAL-00203",5050,2012
-162.1471803,5.88106068,"Palmyra","PAL-00313",5051,2012
-162.1556653,5.87938246,"Palmyra","PAL-00311",5052,2012
-162.1183838,5.88572295,"Palmyra","PAL-00263",5053,2012
-162.1146192,5.87662012,"Palmyra","PAL-00274",5054,2012
-158.1704389,21.39301185,"Oahu","OAH-00297",5082,2012
-158.1938461,21.43884125,"Oahu","OAH-00302",5083,2012
-158.1941595,21.41171607,"Oahu","OAH-00348",5084,2012
-158.2328563,21.49311021,"Oahu","OAH-00299",5085,2012
-158.2159368,21.45862279,"Oahu","OAH-00304",5086,2012
-158.2265359,21.59064673,"Oahu","OAH-00307",5088,2012
-158.2286423,21.58391623,"Oahu","OAH-00311",5089,2012
-158.1673069,21.58349395,"Oahu","OAH-00372",5090,2012
-158.1383699,21.58856995,"Oahu","OAH-00430",5091,2012
-158.1713499,21.58794391,"Oahu","OAH-00367",5092,2012
-158.0633833,21.65296199,"Oahu","OAH-00310",5093,2012
-158.0492991,21.6681562,"Oahu","OAH-00375",5094,2012
-158.0267385,21.69453808,"Oahu","OAH-00319",5095,2012
-158.1078031,21.61497588,"Oahu","OAH-00365",5097,2012
-158.2639148,21.58329036,"Oahu","OAH-00306",5098,2012
-158.2206108,21.59457407,"Oahu","OAH-00364",5099,2012
-158.1283289,21.593354,"Oahu","OAH-00312",5100,2012
-158.0595847,21.65986742,"Oahu","OAH-00369",5102,2012
-158.0233891,21.70447876,"Oahu","OAH-00315",5103,2012
-156.6978211,20.92325873,"Maui","MAI-00322",5104,2012
-156.6849706,20.8762676,"Maui","MAI-00327",5105,2012
-156.6586918,20.84695416,"Maui","MAI-00402",5106,2012
-156.5997647,20.80272009,"Maui","MAI-00291",5107,2012
-156.4638776,20.72466622,"Maui","MAI-00285",5108,2012
-156.6591834,20.84357986,"Maui","MAI-00324",5109,2012
-156.6551363,20.84568179,"Maui","MAI-00404",5110,2012
-156.6301501,20.81896196,"Maui","MAI-00403",5111,2012
-156.5612185,20.78916429,"Maui","MAI-00299",5112,2012
-156.4976365,20.79586177,"Maui","MAI-00373",5113,2012
-156.6847223,20.87150677,"Maui","MAI-00323",5114,2012
-156.6312549,20.81926781,"Maui","MAI-00398",5115,2012
-156.564613,20.78993828,"Maui","MAI-00371",5116,2012
-156.4781807,20.76039961,"Maui","MAI-00364",5118,2012
-156.4515363,20.70014211,"Maui","MAI-00361",5119,2012
-156.4455034,20.64986276,"Maui","MAI-00366",5120,2012
-156.9180317,20.73717436,"Lanai","LAN-00173",5121,2012
-156.9706601,20.74234214,"Lanai","LAN-00172",5122,2012
-156.990998,20.79500078,"Lanai","LAN-00234",5123,2012
-156.9878971,20.80893712,"Lanai","LAN-00197",5124,2012
-156.9969382,20.83457795,"Lanai","LAN-00193",5125,2012
-156.8753089,20.74177066,"Lanai","LAN-00178",5127,2012
-156.887695,20.7340511,"Lanai","LAN-00199",5128,2012
-156.9676673,20.73700513,"Lanai","LAN-00201",5129,2012
-156.9885845,20.81730184,"Lanai","LAN-00235",5132,2012
-156.9913586,20.79437683,"Lanai","LAN-00205",5133,2012
-156.8272706,20.76771802,"Lanai","LAN-00171",5134,2012
-156.892778,20.73068166,"Lanai","LAN-00231",5135,2012
-156.9909638,20.79129195,"Lanai","LAN-00196",5136,2012
-157.0589348,20.88139599,"Lanai","LAN-00194",5137,2012
-157.0583993,20.88422656,"Lanai","LAN-00200",5138,2012
-157.0615841,20.90005201,"Lanai","LAN-00192",5139,2012
-156.4537533,20.63658616,"Maui","MAI-00369",5141,2012
-156.4932424,20.63127539,"Maui","MAI-00360",5142,2012
-156.457215,20.72269924,"Maui","MAI-00367",5143,2012
-156.4472127,20.61876959,"Maui","MAI-00294",5144,2012
-156.4480538,20.62010935,"Maui","MAI-00365",5145,2012
-156.4493465,20.63993926,"Maui","MAI-00298",5146,2012
-156.4433629,20.62447859,"Maui","MAI-00297",5147,2012
-156.4580537,20.71582641,"Maui","MAI-00362",5148,2012
-156.4506148,20.70393987,"Maui","MAI-00290",5149,2012
-156.4550511,20.71804267,"Maui","MAI-00293",5150,2012
-157.2502475,21.18616693,"Molokai","MOL-00349",5151,2012
-157.2549909,21.18242575,"Molokai","MOL-00344",5152,2012
-157.2568479,21.17287751,"Molokai","MOL-00348",5153,2012
-157.2817954,21.16783529,"Molokai","MOL-00337",5154,2012
-157.2535399,21.17639632,"Molokai","MOL-00392",5155,2012
-157.2550131,21.19357997,"Molokai","MOL-00346",5156,2012
-157.2539248,21.17985947,"Molokai","MOL-00345",5157,2012
-157.282993,21.15869541,"Molokai","MOL-00342",5158,2012
-157.3029655,21.11505202,"Molokai","MOL-00347",5159,2012
-157.3101006,21.13264672,"Molokai","MOL-00335",5160,2012
-157.2920089,21.1426439,"Molokai","MOL-00394",5161,2012
-157.2599227,21.21354592,"Molokai","MOL-00343",5162,2012
-157.2798926,21.16681672,"Molokai","MOL-00339",5163,2012
-157.2923449,21.14505521,"Molokai","MOL-00341",5164,2012
-157.2999522,21.14830051,"Molokai","MOL-00336",5165,2012
-157.3089883,21.13831104,"Molokai","MOL-00340",5166,2012
-157.3078998,21.12725456,"Molokai","MOL-00338",5167,2012
-157.3077419,21.10672074,"Molokai","MOL-00393",5168,2012
-156.8543447,21.16696642,"Molokai","MOL-00225",5170,2012
-156.8092223,21.17483829,"Molokai","MOL-00179",5171,2012
-156.8019791,21.18048425,"Molokai","MOL-00170",5172,2012
-156.8739282,21.16588541,"Molokai","MOL-00226",5173,2012
-156.8449286,21.16954386,"Molokai","MOL-00176",5174,2012
-156.7534401,21.17580506,"Molokai","MOL-00227",5175,2012
-156.8069219,21.17841694,"Molokai","MOL-00216",5176,2012
-156.8759834,21.167987,"Molokai","MOL-00219",5177,2012
-156.7352138,21.16966112,"Molokai","MOL-00183",5178,2012
-156.9073026,21.16858103,"Molokai","MOL-00180",5179,2012
-156.7278998,21.16375909,"Molokai","MOL-00171",5180,2012
-156.8209477,21.17599499,"Molokai","MOL-00178",5182,2012
-156.9020813,21.16536213,"Molokai","MOL-00172",5183,2012
-156.9132464,21.17104816,"Molokai","MOL-00218",5184,2012
-156.9479494,21.1887737,"Molokai","MOL-00177",5185,2012
-156.0159867,20.79850123,"Maui","MAI-00283",5186,2012
-156.0968887,20.83184419,"Maui","MAI-00275",5187,2012
-156.1836375,20.88338024,"Maui","MAI-00279",5189,2012
-156.0564945,20.81259079,"Maui","MAI-00273",5190,2012
-156.1151772,20.83168954,"Maui","MAI-00358",5191,2012
-156.1277371,20.85596571,"Maui","MAI-00354",5192,2012
-156.1487901,20.86596231,"Maui","MAI-00352",5193,2012
-155.9928473,20.78279664,"Maui","MAI-00277",5195,2012
-156.0223548,20.80351671,"Maui","MAI-00280",5196,2012
-156.0863067,20.82983446,"Maui","MAI-00347",5197,2012
-156.1873165,20.88770035,"Maui","MAI-00272",5198,2012
-156.2005817,20.90017816,"Maui","MAI-00274",5199,2012
-156.6146652,21.0254369,"Maui","MAI-00321",5200,2012
-156.6696254,20.99239694,"Maui","MAI-00329",5201,2012
-156.680463,20.97942612,"Maui","MAI-00325",5202,2012
-156.5638091,21.01638788,"Maui","MAI-00390",5203,2012
-156.5859514,21.02423359,"Maui","MAI-00320",5204,2012
-156.6748842,21.00305881,"Maui","MAI-00392",5205,2012
-156.6797596,20.98545556,"Maui","MAI-00399",5206,2012
-156.6030698,21.03291926,"Maui","MAI-00397",5207,2012
-156.6364621,21.02886769,"Maui","MAI-00315",5208,2012
-156.6483026,21.01285231,"Maui","MAI-00396",5209,2012
-156.6493536,21.00883184,"Maui","MAI-00401",5211,2012
-156.8621916,21.03299922,"Molokai","MOL-00200",5212,2012
-156.872401,21.03276629,"Molokai","MOL-00207",5213,2012
-156.8863096,21.03416481,"Molokai","MOL-00206",5214,2012
-156.9315406,21.04457488,"Molokai","MOL-00201",5215,2012
-156.9475229,21.04869433,"Molokai","MOL-00202",5216,2012
-156.9695829,21.05826169,"Molokai","MOL-00208",5217,2012
-157.0127789,21.07055375,"Molokai","MOL-00205",5218,2012
-157.0402523,21.08050407,"Molokai","MOL-00209",5219,2012
-157.0436068,21.07768532,"Molokai","MOL-00203",5220,2012
-157.07441,21.0839394,"Molokai","MOL-00210",5221,2012
-156.9131085,21.04197758,"Molokai","MOL-00204",5223,2012
-156.9208832,21.04534509,"Molokai","MOL-00212",5224,2012
-156.9517439,21.05840611,"Molokai","MOL-00211",5225,2012
-156.9837209,21.06146366,"Molokai","MOL-00246",5227,2012
-156.9921741,21.06706629,"Molokai","MOL-00214",5229,2012
-157.0160745,21.07132908,"Molokai","MOL-00258",5230,2012
-157.0364815,21.07847532,"Molokai","MOL-00249",5231,2012
-156.80974,20.7965,"Lanai","LAN-00227",5232,2012
-156.80818,20.80065,"Lanai","LAN-00191",5233,2012
-156.80247,20.81785,"Lanai","LAN-00225",5234,2012
-156.82587,20.7701,"Lanai","LAN-00198",5235,2012
-156.8175924,20.85134242,"Lanai","LAN-00207",5236,2012
-156.829299,20.76645202,"Lanai","LAN-00182",5237,2012
-156.8452382,20.75698625,"Lanai","LAN-00212",5238,2012
-156.886894,20.73665125,"Lanai","LAN-00168",5239,2012
-156.8070399,20.8343347,"Lanai","LAN-00202",5240,2012
-156.8604393,20.89798386,"Lanai","LAN-00152",5241,2012
-156.8397037,20.87822972,"Lanai","LAN-00177",5242,2012
-156.8218812,20.85625128,"Lanai","LAN-00218",5243,2012
-156.8148742,20.84348104,"Lanai","LAN-00221",5244,2012
-158.1435173,21.37233587,"Oahu","OAH-00353",5245,2012
-158.1447834,21.37500543,"Oahu","OAH-00357",5246,2012
-158.189743,21.41148733,"Oahu","OAH-00293",5247,2012
-158.2004,21.45011172,"Oahu","OAH-00300",5248,2012
-158.2318105,21.53313615,"Oahu","OAH-00298",5249,2012
-158.2666313,21.55689809,"Oahu","OAH-00292",5250,2012
-158.1542264,21.37621795,"Oahu","OAH-00347",5251,2012
-158.1851884,21.3949391,"Oahu","OAH-00349",5252,2012
-158.1892755,21.41249701,"Oahu","OAH-00352",5253,2012
-158.2174664,21.46023999,"Oahu","OAH-00356",5254,2012
-158.2324244,21.49505046,"Oahu","OAH-00303",5255,2012
-158.2912733,21.57182224,"Oahu","OAH-00362",5256,2012
-158.2542735,21.55167432,"Oahu","OAH-00294",5257,2012
-158.1138,21.28657702,"Oahu","OAH-00460",5258,2012
-158.0893042,21.28963893,"Oahu","OAH-00469",5259,2012
-158.100479,21.28592566,"Oahu","OAH-00461",5261,2012
-166.1098899,23.6267287,"French Frigate","FFS-00181",5370,2012
-166.0635147,23.67762663,"French Frigate","FFS-00518",5380,2012
-175.9224606,27.90504134,"Pearl & Hermes","PHR-00748",5392,2012
-175.9492419,27.89181797,"Pearl & Hermes","PHR-00750",5393,2012
-175.9965788,27.79556547,"Pearl & Hermes","PHR-00383",5402,2012
-175.750545,27.96495083,"Pearl & Hermes","PHR-00104",5415,2012
-175.7579843,27.96410434,"Pearl & Hermes","PHR-00378",5416,2012
-175.773565,27.96526632,"Pearl & Hermes","PHR-00102",5417,2012
-175.7865777,27.96540471,"Pearl & Hermes","PHR-00101",5418,2012
-175.794797,27.96905369,"Pearl & Hermes","PHR-00376",5419,2012
-175.8202119,27.95935708,"Pearl & Hermes","PHR-00363",5420,2012
-175.725439,27.88804435,"Pearl & Hermes","PHR-00381",5441,2012
-175.7277201,27.87336437,"Pearl & Hermes","PHR-00382",5442,2012
-175.7393935,27.85200393,"Pearl & Hermes","PHR-00369",5443,2012
-175.7496917,27.8357505,"Pearl & Hermes","PHR-00371",5444,2012
-175.7517784,27.82835229,"Pearl & Hermes","PHR-00372",5445,2012
-175.7546867,27.81871411,"Pearl & Hermes","PHR-00373",5446,2012
-178.2840479,28.38644656,"Kure","KUR-00180",5451,2012
-178.2875648,28.38481084,"Kure","KUR-00137",5452,2012
-178.3344098,28.38469064,"Kure","KUR-00177",5453,2012
-178.3350553,28.38643676,"Kure","KUR-00152",5454,2012
-178.3810528,28.40612023,"Kure","KUR-00178",5461,2012
-178.3623122,28.3857139,"Kure","KUR-00179",5462,2012
-178.3361342,28.45604737,"Kure","KUR-00173",5463,2012
-178.3480413,28.45213579,"Kure","KUR-00131",5464,2012
-178.2945923,28.44236006,"Kure","KUR-00108",5465,2012
-178.2977591,28.44768181,"Kure","KUR-00132",5466,2012
-178.311541,28.45518705,"Kure","KUR-00112",5467,2012
-178.3240895,28.45708849,"Kure","KUR-00172",5468,2012
-178.3749092,28.43397506,"Kure","KUR-00570",5474,2012
-178.3759471,28.39817184,"Kure","KUR-00566",5476,2012
-173.9514515,25.94154742,"Lisianski","LIS-00263",5480,2012
-173.9190218,25.92496047,"Lisianski","LIS-00264",5481,2012
-173.8859632,25.98250902,"Lisianski","LIS-00253",5482,2012
-173.8689653,25.96433488,"Lisianski","LIS-00254",5483,2012
-173.8922227,25.95911982,"Lisianski","LIS-00255",5484,2012
-173.8884739,25.94278635,"Lisianski","LIS-00256",5485,2012
-173.925495,26.0794314,"Lisianski","LIS-00259",5490,2012
-173.9353749,26.08646943,"Lisianski","LIS-00257",5491,2012
-173.9493175,26.08692918,"Lisianski","LIS-00236",5492,2012
-173.9528635,26.05253228,"Lisianski","LIS-00227",5493,2012
-173.9556847,26.07504884,"Lisianski","LIS-00238",5494,2012
-173.9674015,26.08836902,"Lisianski","LIS-00235",5495,2012
-174.0728667,26.09135,"Lisianski","LIS-00261",5496,2012
-173.96301,26.07145,"Lisianski","LIS-00226",5497,2012
-173.9702318,26.07385325,"Lisianski","LIS-00225",5498,2012
-173.8908591,26.03651145,"Lisianski","LIS-00243",5502,2012
-173.8746447,26.02250386,"Lisianski","LIS-00244",5503,2012
-173.8748608,26.01242688,"Lisianski","LIS-00248",5504,2012
-173.868953,26.00602982,"Lisianski","LIS-00249",5505,2012
-173.8662265,25.99991589,"Lisianski","LIS-00250",5506,2012
-173.9285567,26.0048649,"Lisianski","LIS-00100",5507,2012
-174.0207721,25.97857917,"Lisianski","LIS-00262",5508,2012
-174.0150255,25.98906702,"Lisianski","LIS-00251",5509,2012
-174.0082318,25.98828943,"Lisianski","LIS-00252",5510,2012
-174.0126326,26.01535887,"Lisianski","LIS-00247",5511,2012
-156.4810897,20.76041579,"Maui","MAI-00430",5909,2013
-156.4647772,20.75611412,"Maui","MAI-00447",5910,2013
-156.4578477,20.71946718,"Maui","MAI-00587",5911,2013
-156.4486358,20.67285877,"Maui","MAI-00438",5913,2013
-156.4157036,20.58949663,"Maui","MAI-00439",5914,2013
-156.4557787,20.7086873,"Maui","MAI-00432",5915,2013
-156.4586021,20.73140896,"Maui","MAI-00449",5916,2013
-156.4470006,20.64671637,"Maui","MAI-00435",5917,2013
-156.4528682,20.63803112,"Maui","MAI-00441",5918,2013
-156.4435723,20.64979387,"Maui","MAI-00433",5919,2013
-155.7370606,20.22456148,"Hawaii","HAW-00416",5923,2013
-155.7588726,20.24326519,"Hawaii","HAW-00402",5924,2013
-155.7739823,20.24433305,"Hawaii","HAW-00469",5925,2013
-155.7970292,20.24934433,"Hawaii","HAW-00468",5926,2013
-155.8246959,20.26168551,"Hawaii","HAW-00433",5927,2013
-155.8421885,20.27029943,"Hawaii","HAW-00398",5928,2013
-155.7091345,20.19749522,"Hawaii","HAW-00397",5929,2013
-155.7117529,20.19613224,"Hawaii","HAW-00431",5930,2013
-155.7924614,20.25059533,"Hawaii","HAW-00448",5931,2013
-155.8038442,20.25749448,"Hawaii","HAW-00395",5932,2013
-155.8473238,20.26759828,"Hawaii","HAW-00407",5933,2013
-155.8899036,20.24361681,"Hawaii","HAW-00460",5934,2013
-155.9201934,19.12053332,"Hawaii","HAW-00765",5949,2013
-155.9190188,19.13674979,"Hawaii","HAW-00506",5950,2013
-155.9155067,19.15302216,"Hawaii","HAW-00487",5951,2013
-155.0803804,19.8325335,"Hawaii","HAW-00631",5958,2013
-155.0538582,19.74481596,"Hawaii","HAW-00643",5959,2013
-155.0156763,19.7366633,"Hawaii","HAW-00748",5960,2013
-155.0255332,19.74557402,"Hawaii","HAW-00629",5961,2013
-155.0579811,19.74691001,"Hawaii","HAW-00640",5962,2013
-154.9748457,19.66451297,"Hawaii","HAW-00649",5963,2013
-155.0468021,19.74418798,"Hawaii","HAW-00632",5964,2013
-155.0877632,19.77316163,"Hawaii","HAW-00664",5965,2013
-154.8347954,19.46009243,"Hawaii","HAW-00642",5970,2013
-154.8574018,19.44146164,"Hawaii","HAW-00625",5971,2013
-154.9009287,19.40856803,"Hawaii","HAW-00648",5972,2013
-154.935782,19.38144528,"Hawaii","HAW-00754",5973,2013
-154.9258347,19.39415543,"Hawaii","HAW-00662",5974,2013
-154.8146333,19.49032243,"Hawaii","HAW-00759",5975,2013
-154.8556298,19.4433614,"Hawaii","HAW-00750",5976,2013
-154.8753698,19.42717879,"Hawaii","HAW-00751",5977,2013
-154.8839146,19.4231828,"Hawaii","HAW-00663",5978,2013
-154.9548368,19.36723553,"Hawaii","HAW-00757",5979,2013
-154.9464032,19.37339933,"Hawaii","HAW-00755",5980,2013
-155.5452286,19.08245567,"Hawaii","HAW-00679",5990,2013
-155.5520371,19.04885941,"Hawaii","HAW-00697",5991,2013
-155.5566665,19.03911771,"Hawaii","HAW-00735",5992,2013
-155.5838151,19.00462098,"Hawaii","HAW-00687",5993,2013
-155.6137924,18.96727181,"Hawaii","HAW-00733",5994,2013
-155.5023977,19.13276888,"Hawaii","HAW-00705",5996,2013
-155.5312334,19.10352711,"Hawaii","HAW-00719",5997,2013
-155.5481138,19.08267595,"Hawaii","HAW-00700",5998,2013
-155.5691274,19.02496713,"Hawaii","HAW-00721",5999,2013
-155.6063743,18.9636033,"Hawaii","HAW-00675",6000,2013
-155.684961,18.91922507,"Hawaii","HAW-00732",6001,2013
-155.836791,20.03786271,"Hawaii","HAW-00532",6002,2013
-155.8381286,19.98997229,"Hawaii","HAW-00486",6003,2013
-155.8714931,19.94641087,"Hawaii","HAW-00591",6004,2013
-155.8931737,19.91792388,"Hawaii","HAW-00549",6005,2013
-155.8969777,19.91123286,"Hawaii","HAW-00583",6006,2013
-155.9091576,19.89859303,"Hawaii","HAW-00526",6007,2013
-155.8532633,20.0630039,"Hawaii","HAW-00488",6008,2013
-155.8333024,20.0034452,"Hawaii","HAW-00540",6009,2013
-155.8339528,19.97723591,"Hawaii","HAW-00582",6010,2013
-155.8828862,19.939099,"Hawaii","HAW-00492",6011,2013
-155.9063213,19.89316491,"Hawaii","HAW-00617",6012,2013
-155.916095,19.87847437,"Hawaii","HAW-00535",6013,2013
-155.9281347,19.86209798,"Hawaii","HAW-00623",6014,2013
-156.0631349,20.81488634,"Maui","MAI-00493",6022,2013
-156.1239459,20.85533674,"Maui","MAI-00486",6023,2013
-156.1407698,20.86477267,"Maui","MAI-00488",6024,2013
-156.1404866,20.85941219,"Maui","MAI-00572",6025,2013
-156.1786217,20.88076718,"Maui","MAI-00568",6026,2013
-156.2173797,20.91567035,"Maui","MAI-00500",6027,2013
-156.0658485,20.81943302,"Maui","MAI-00471",6028,2013
-156.1005784,20.82797066,"Maui","MAI-00484",6029,2013
-156.1212544,20.84505248,"Maui","MAI-00492",6030,2013
-156.1961997,20.89574925,"Maui","MAI-00571",6031,2013
-156.2124664,20.90755113,"Maui","MAI-00497",6032,2013
-156.2352792,20.93378867,"Maui","MAI-00477",6033,2013
-156.6987211,20.9179773,"Maui","MAI-00472",6041,2013
-156.6854686,20.87630533,"Maui","MAI-00480",6042,2013
-156.6621683,20.84880263,"Maui","MAI-00576",6043,2013
-156.6326647,20.82308603,"Maui","MAI-00470",6044,2013
-156.6410847,20.83160623,"Maui","MAI-00474",6045,2013
-156.6644093,20.85259795,"Maui","MAI-00478",6046,2013
-156.6971676,20.92632098,"Maui","MAI-00468",6047,2013
-156.6758545,20.86185752,"Maui","MAI-00464",6048,2013
-156.6578298,20.84659894,"Maui","MAI-00482",6049,2013
-156.6509369,20.83434929,"Maui","MAI-00481",6050,2013
-156.6665936,20.85585273,"Maui","MAI-00583",6051,2013
-156.6740951,20.85979993,"Maui","MAI-00565",6052,2013
-156.926597,21.04762774,"Molokai","MOL-00482",6054,2013
-156.9806692,21.06391378,"Molokai","MOL-00471",6055,2013
-156.9977032,21.07069365,"Molokai","MOL-00493",6056,2013
-157.0145216,21.06972235,"Molokai","MOL-00451",6057,2013
-157.1066957,21.08717347,"Molokai","MOL-00448",6058,2013
-157.0798982,21.08684021,"Molokai","MOL-00456",6059,2013
-156.9397865,21.046809,"Molokai","MOL-00465",6063,2013
-156.9599352,21.05540933,"Molokai","MOL-00467",6064,2013
-156.9611153,21.05930465,"Molokai","MOL-00490",6065,2013
-157.1205013,21.08371032,"Molokai","MOL-00445",6066,2013
-157.1220078,21.08929988,"Molokai","MOL-00489",6067,2013
-157.1327975,21.08336952,"Molokai","MOL-00461",6068,2013
-159.2887518,22.14425225,"Kauai","KAU-00253",6075,2013
-159.2958814,22.08073905,"Kauai","KAU-00228",6076,2013
-159.3101831,22.04769499,"Kauai","KAU-00248",6077,2013
-159.3363855,21.99459395,"Kauai","KAU-00298",6078,2013
-159.3308719,21.95562531,"Kauai","KAU-00262",6079,2013
-159.3526562,21.93601426,"Kauai","KAU-00294",6080,2013
-159.3799259,21.91129737,"Kauai","KAU-00227",6081,2013
-159.3951474,21.89740453,"Kauai","KAU-00286",6082,2013
-159.3287875,21.99784596,"Kauai","KAU-00231",6084,2013
-159.3277717,21.96228272,"Kauai","KAU-00246",6085,2013
-159.337461,21.95617072,"Kauai","KAU-00276",6086,2013
-160.0693584,21.95722969,"Niihau","NII-00207",6092,2013
-160.0709883,21.90111302,"Niihau","NII-00197",6093,2013
-160.0838469,21.88904199,"Niihau","NII-00215",6094,2013
-160.1146676,21.87859604,"Niihau","NII-00209",6095,2013
-160.1499807,21.86897244,"Niihau","NII-00205",6096,2013
-160.1631438,21.83896171,"Niihau","NII-00190",6097,2013
-160.1836979,21.8239255,"Niihau","NII-00204",6098,2013
-160.0712682,21.94092689,"Niihau","NII-00199",6099,2013
-160.0789952,21.91620522,"Niihau","NII-00206",6100,2013
-160.0903981,21.87900902,"Niihau","NII-00195",6101,2013
-160.1635883,21.85086804,"Niihau","NII-00303",6102,2013
-160.1824339,21.81437985,"Niihau","NII-00194",6103,2013
-160.1902339,21.80733888,"Niihau","NII-00210",6104,2013
-160.2147137,21.78182026,"Niihau","NII-00272",6105,2013
-159.7005375,22.16838886,"Kauai","KAU-00363",6111,2013
-159.697471,22.16368829,"Kauai","KAU-00346",6112,2013
-159.7662223,22.14169904,"Kauai","KAU-00330",6113,2013
-159.7385471,22.11829995,"Kauai","KAU-00352",6114,2013
-159.77669,22.08782444,"Kauai","KAU-00333",6115,2013
-159.7229065,22.16818887,"Kauai","KAU-00341",6123,2013
-159.6868105,22.16778226,"Kauai","KAU-00357",6124,2013
-159.7109315,22.15610895,"Kauai","KAU-00348",6125,2013
-159.7222055,22.15460666,"Kauai","KAU-00361",6126,2013
-159.7364741,22.12305802,"Kauai","KAU-00347",6127,2013
-159.7602721,22.10335753,"Kauai","KAU-00320",6128,2013
-160.0999473,22.01223535,"Niihau","NII-00220",6133,2013
-160.1252351,21.98708343,"Niihau","NII-00259",6134,2013
-160.1719497,21.95996446,"Niihau","NII-00249",6135,2013
-160.1777423,21.94105186,"Niihau","NII-00300",6136,2013
-160.184842,21.92810493,"Niihau","NII-00285",6137,2013
-160.2164865,21.90993489,"Niihau","NII-00297",6138,2013
-160.1409939,21.96617763,"Niihau","NII-00251",6139,2013
-160.1468034,21.95336974,"Niihau","NII-00296",6140,2013
-160.1650751,21.93801812,"Niihau","NII-00286",6141,2013
-160.2024118,21.93567722,"Niihau","NII-00293",6142,2013
-160.2020645,21.90959073,"Niihau","NII-00287",6143,2013
-160.2349154,21.88420421,"Niihau","NII-00268",6144,2013
-159.490995,21.88104297,"Kauai","KAU-00266",6160,2013
-159.5118714,21.86980627,"Kauai","KAU-00223",6161,2013
-159.5674538,21.88916084,"Kauai","KAU-00252",6162,2013
-159.6083982,21.892898,"Kauai","KAU-00292",6163,2013
-159.6113573,21.89967737,"Kauai","KAU-00297",6164,2013
-159.6579956,21.91751867,"Kauai","KAU-00283",6165,2013
-159.7063525,21.9539346,"Kauai","KAU-00274",6166,2013
-159.7006642,21.95538844,"Kauai","KAU-00281",6167,2013
-159.4719202,21.87836646,"Kauai","KAU-00267",6168,2013
-159.4768364,21.87811475,"Kauai","KAU-00271",6169,2013
-159.4998247,21.88106644,"Kauai","KAU-00226",6170,2013
-159.5721324,21.88800003,"Kauai","KAU-00217",6171,2013
-159.6521731,21.91212667,"Kauai","KAU-00263",6172,2013
-159.6792072,21.95108014,"Kauai","KAU-00251",6173,2013
-159.7025979,21.95186905,"Kauai","KAU-00291",6174,2013
-158.0291538,21.69970376,"Oahu","OAH-00524",6182,2013
-158.048895,21.68698414,"Oahu","OAH-00508",6183,2013
-158.0415207,21.67846134,"Oahu","OAH-00554",6184,2013
-158.1006461,21.62143389,"Oahu","OAH-00504",6185,2013
-158.1175853,21.60149083,"Oahu","OAH-00532",6186,2013
-158.1621239,21.58317234,"Oahu","OAH-00523",6187,2013
-158.0621359,21.66921283,"Oahu","OAH-00522",6188,2013
