"island","month","cChl","Chl_max","Chl_IME","Chl_REF","Chl_increase_nearby","area_IME","has_IME","is_primaryIME","keep_IME","data","island_messie","region","region2","REGION","region.col","region.num"
"Malaita","1",0.166999995708466,0.168561235070229,0.16793005168438,0.124006815254688,0.35929012298584,42.5157737731934,1,0,1,"GlobColour","Malaita", , , , , 
"Malaita","2", ,0.159625217318535, , , , ,0,0, ,"GlobColour","Malaita", , , , , 
"Malaita","3", ,0.152625992894173, , , , ,0,0, ,"GlobColour","Malaita", , , , , 
"Malaita","4", ,0.158407270908356, , , , ,0,0, ,"GlobColour","Malaita", , , , , 
"Malaita","5",0.151999995112419,0.156486868858337,0.154716938734055,0.106848992407322,0.464560985565186,127.429275512695,1,0,1,"GlobColour","Malaita", , , , , 
"Malaita","6",0.141000002622604,0.148180797696114,0.143166482448578,0.104155875742435,0.422683119773865,1039.66296386719,1,0,1,"GlobColour","Malaita", , , , , 
"Malaita","7",0.144999995827675,0.15760426223278,0.147665664553642,0.115898951888084,0.35984194278717,467.006408691406,1,0,1,"GlobColour","Malaita", , , , , 
"Malaita","8",0.136000007390976,0.151566028594971,0.140449389815331,0.103153832256794,0.469320476055145,1124.69287109375,1,1,1,"GlobColour","Malaita", , , , , 
"Malaita","9",0.141000002622604,0.148360028862953,0.142537340521812,0.101640023291111,0.459661513566971,275.986083984375,1,0,1,"GlobColour","Malaita", , , , , 
"Malaita","10",0.125,0.131390511989594,0.12751841545105,0.0851613208651543,0.54284256696701,445.899047851562,1,0,1,"GlobColour","Malaita", , , , , 
"Malaita","11", ,0.157784163951874, , , , ,0,0, ,"GlobColour","Malaita", , , , , 
"Malaita","12", ,0.174553319811821, , , , ,0,0, ,"GlobColour","Malaita", , , , , 
"San Cristobal (Makira) & Oroa (Philip)","1",0.135000005364418,0.18742148578167,0.145936384797096,0.106288731098175,0.763324081897736,1546.49682617188,1,0,1,"GlobColour","San Cristobal (Makira) & Oroa (Philip)", , , , , 
"San Cristobal (Makira) & Oroa (Philip)","2",0.127000004053116,0.172023624181747,0.136185482144356,0.106792330741882,0.610823810100555,1694.56018066406,1,1,1,"GlobColour","San Cristobal (Makira) & Oroa (Philip)", , , , , 
"San Cristobal (Makira) & Oroa (Philip)","3",0.126000002026558,0.171647563576698,0.136900499463081,0.0984963774681091,0.742678999900818,1291.89624023438,1,0,1,"GlobColour","San Cristobal (Makira) & Oroa (Philip)", , , , , 
"San Cristobal (Makira) & Oroa (Philip)","4",0.129999995231628,0.180626273155212,0.139596104621887,0.108394049108028,0.666385471820831,4491,1,0,1,"GlobColour","San Cristobal (Makira) & Oroa (Philip)", , , , , 
"San Cristobal (Makira) & Oroa (Philip)","5",0.137999996542931,0.185271844267845,0.148582980036736,0.116391740739346,0.591795444488525,4508.31787109375,1,0,1,"GlobColour","San Cristobal (Makira) & Oroa (Philip)", , , , , 
"San Cristobal (Makira) & Oroa (Philip)","6",0.146999999880791,0.200721621513367,0.15693686902523,0.114045485854149,0.7600137591362,9511.7890625,1,0,1,"GlobColour","San Cristobal (Makira) & Oroa (Philip)", , , , , 
"San Cristobal (Makira) & Oroa (Philip)","7",0.155000001192093,0.207715466618538,0.166758999228477,0.123803332448006,0.677785754203796,6743.0361328125,1,0,1,"GlobColour","San Cristobal (Makira) & Oroa (Philip)", , , , , 
"San Cristobal (Makira) & Oroa (Philip)","8",0.143999993801117,0.183958113193512,0.1531912535429,0.120422340929508,0.527607858181,5030.80126953125,1,1,1,"GlobColour","San Cristobal (Makira) & Oroa (Philip)", , , , , 
"San Cristobal (Makira) & Oroa (Philip)","9",0.130999997258186,0.165998354554176,0.138960599899292,0.105497546494007,0.573480784893036,4228.73876953125,1,0,1,"GlobColour","San Cristobal (Makira) & Oroa (Philip)", , , , , 
"San Cristobal (Makira) & Oroa (Philip)","10",0.115000002086163,0.147574990987778,0.121303357183933,0.0940218269824982,0.569582402706146,1248.43200683594,1,0,1,"GlobColour","San Cristobal (Makira) & Oroa (Philip)", , , , , 
"San Cristobal (Makira) & Oroa (Philip)","11",0.13400000333786,0.162974968552589,0.142197087407112,0.105061210691929,0.551238179206848,592.969665527344,1,0,1,"GlobColour","San Cristobal (Makira) & Oroa (Philip)", , , , , 
"San Cristobal (Makira) & Oroa (Philip)","12",0.140000000596046,0.192554831504822,0.151032656431198,0.116272300481796,0.656067967414856,2054.71020507812,1,0,1,"GlobColour","San Cristobal (Makira) & Oroa (Philip)", , , , , 
"island71","1",0.217999994754791,0.23298753798008,0.225597873330116,0.149395599961281,0.559534192085266,43.0376319885254,1,1,1,"GlobColour","island71", , , , , 
"island71","2",0.222000002861023,0.226691827178001,0.224424123764038,0.161622941493988,0.402596801519394,107.59595489502,1,1,1,"GlobColour","island71", , , , , 
"island71","3", ,0.250370293855667, , , , ,0,0, ,"GlobColour","island71", , , , , 
"island71","4", ,0.279730498790741, , , , ,0,0, ,"GlobColour","island71", , , , , 
"island71","5", ,0.386012196540833, , , , ,0,0, ,"GlobColour","island71", , , , , 
"island71","6", ,0.38624382019043, , , , ,0,0, ,"GlobColour","island71", , , , , 
"island71","7", ,0.303224682807922, , , , ,0,0, ,"GlobColour","island71", , , , , 
"island71","8", ,0.258938491344452, , , , ,0,0, ,"GlobColour","island71", , , , , 
"island71","9", ,0.26716360449791, , , , ,0,0, ,"GlobColour","island71", , , , , 
"island71","10", ,0.282665878534317, , , , ,0,0, ,"GlobColour","island71", , , , , 
"island71","11", ,0.266350626945496, , , , ,0,0, ,"GlobColour","island71", , , , , 
"island71","12", ,0.229274451732635, , , , ,0,0, ,"GlobColour","island71", , , , , 
"New Georgia & Mbalusu & Mbanga & Tambiko","1",0.157000005245209,0.172205120325089,0.159303680062294,0.12227838486433,0.408303886651993,1490.97106933594,1,0,1,"GlobColour","New Georgia & Mbalusu & Mbanga & Tambiko", , , , , 
"New Georgia & Mbalusu & Mbanga & Tambiko","2",0.145999997854233,0.161564588546753,0.149263650178909,0.123544335365295,0.307745784521103,1022.19598388672,1,0,1,"GlobColour","New Georgia & Mbalusu & Mbanga & Tambiko", , , , , 
"New Georgia & Mbalusu & Mbanga & Tambiko","3",0.129999995231628,0.150368884205818,0.135519608855247,0.115466125309467,0.302277028560638,2235.85375976562,1,0,1,"GlobColour","New Georgia & Mbalusu & Mbanga & Tambiko", , , , , 
"New Georgia & Mbalusu & Mbanga & Tambiko","4",0.141000002622604,0.161341488361359,0.146846696734428,0.11569382250309,0.394555777311325,2725.76318359375,1,0,1,"GlobColour","New Georgia & Mbalusu & Mbanga & Tambiko", , , , , 
"New Georgia & Mbalusu & Mbanga & Tambiko","5",0.158000007271767,0.180080905556679,0.163975983858109,0.118856221437454,0.51511561870575,2065.85009765625,1,0,1,"GlobColour","New Georgia & Mbalusu & Mbanga & Tambiko", , , , , 
"New Georgia & Mbalusu & Mbanga & Tambiko","6",0.195999994874001,0.261327862739563,0.207290321588516,0.101414196193218,1.57683706283569,2085.66381835938,1,0,1,"GlobColour","New Georgia & Mbalusu & Mbanga & Tambiko", , , , , 
"New Georgia & Mbalusu & Mbanga & Tambiko","7",0.204999998211861,0.347915261983871,0.230264723300934,0.0952008962631226,2.65453743934631,4063.05297851562,1,0,1,"GlobColour","New Georgia & Mbalusu & Mbanga & Tambiko", , , , , 
"New Georgia & Mbalusu & Mbanga & Tambiko","8",0.162000000476837,0.319428324699402,0.193219795823097,0.128962054848671,1.47691738605499,82397.921875,1,1,1,"GlobColour","New Georgia & Mbalusu & Mbanga & Tambiko", , , , , 
"New Georgia & Mbalusu & Mbanga & Tambiko","9",0.157000005245209,0.226683035492897,0.171293929219246,0.114409446716309,0.981331408023834,3255.76489257812,1,0,1,"GlobColour","New Georgia & Mbalusu & Mbanga & Tambiko", , , , , 
"New Georgia & Mbalusu & Mbanga & Tambiko","10",0.145999997854233,0.174909710884094,0.154077187180519,0.10126868635416,0.727184593677521,3812.25317382812,1,0,1,"GlobColour","New Georgia & Mbalusu & Mbanga & Tambiko", , , , , 
"New Georgia & Mbalusu & Mbanga & Tambiko","11",0.17399999499321,0.215066358447075,0.184344112873077,0.107562214136124,0.999460220336914,4794.86669921875,1,0,1,"GlobColour","New Georgia & Mbalusu & Mbanga & Tambiko", , , , , 
"New Georgia & Mbalusu & Mbanga & Tambiko","12",0.175999999046326,0.193411841988564,0.17704601585865,0.120577983558178,0.604039490222931,1278.02062988281,1,0,1,"GlobColour","New Georgia & Mbalusu & Mbanga & Tambiko", , , , , 
"Manus","1",0.24600000679493,0.317843854427338,0.252551078796387,0.20441310107708,0.554909467697144,5011.197265625,1,1,1,"GlobColour","Manus", , , , , 
"Manus","2",0.224000006914139,0.294493168592453,0.227498024702072,0.201520845293999,0.461353451013565,2064.66650390625,1,1,1,"GlobColour","Manus", , , , , 
"Manus","3",0.216000005602837,0.262483805418015,0.214128762483597,0.191058158874512,0.37384232878685,1699.01306152344,1,1,1,"GlobColour","Manus", , , , , 
"Manus","4",0.200000002980232,0.258059650659561,0.206111907958984,0.165092810988426,0.563118517398834,3204.37377929688,1,1,1,"GlobColour","Manus", , , , , 
"Manus","5",0.18299999833107,0.27750426530838,0.19684599339962,0.14180152118206,0.956990718841553,4688.2890625,1,1,1,"GlobColour","Manus", , , , , 
"Manus","6",0.142000004649162,0.250612527132034,0.158143818378448,0.118469141423702,1.11542439460754,8559.06640625,1,1,1,"GlobColour","Manus", , , , , 
"Manus","7",0.135000005364418,0.261670768260956,0.153176039457321,0.118594251573086,1.20643723011017,8214.4443359375,1,1,1,"GlobColour","Manus", , , , , 
"Manus","8",0.118000000715256,0.226524710655212,0.133110612630844,0.107512183487415,1.10696792602539,12492.93359375,1,1,1,"GlobColour","Manus", , , , , 
"Manus","9",0.105999998748302,0.18895049393177,0.117594823241234,0.0984393507242203,0.919461011886597,15287.677734375,1,1,1,"GlobColour","Manus", , , , , 
"Manus","10",0.119000002741814,0.178027361631393,0.12904366850853,0.102798193693161,0.731814086437225,4279.71484375,1,1,1,"GlobColour","Manus", , , , , 
"Manus","11",0.150999993085861,0.201279789209366,0.158026069402695,0.120990812778473,0.663595616817474,2731.14453125,1,1,1,"GlobColour","Manus", , , , , 
"Manus","12",0.206000000238419,0.241447806358337,0.20521554350853,0.185408547520638,0.302247494459152,1742.00061035156,1,1,1,"GlobColour","Manus", , , , , 
"Maui","1",0.0860000029206276,0.124181725084782,0.0912486240267754,0.0787364020943642,0.577183127403259,9297.064453125,1,1,1,"GlobColour","Maui","Hawaii","Hawaiian islands","MHI","#F05826",2
"Maui","2",0.0790000036358833,0.116069458425045,0.0840474218130112,0.0727533549070358,0.595382928848267,8212.94921875,1,1,1,"GlobColour","Maui","Hawaii","Hawaiian islands","MHI","#F05826",2
"Maui","3",0.0710000023245811,0.102373167872429,0.0753197968006134,0.0661570355296135,0.547426879405975,10971.37109375,1,1,1,"GlobColour","Maui","Hawaii","Hawaiian islands","MHI","#F05826",2
"Maui","4",0.0640000030398369,0.0931435972452164,0.0679382383823395,0.0606563985347748,0.535593926906586,11940.0234375,1,1,1,"GlobColour","Maui","Hawaii","Hawaiian islands","MHI","#F05826",2
"Maui","5",0.0579999983310699,0.087990939617157,0.0608346089720726,0.0560011751949787,0.571233749389648,32984.734375,1,1,1,"GlobColour","Maui","Hawaii","Hawaiian islands","MHI","#F05826",2
"Maui","6",0.0570000000298023,0.0865083634853363,0.0601562783122063,0.0554399378597736,0.560397922992706,32223.130859375,1,1,1,"GlobColour","Maui","Hawaii","Hawaiian islands","MHI","#F05826",2
"Maui","7",0.0610000006854534,0.0883631929755211,0.0632182136178017,0.0557662807404995,0.584527254104614,158296.625,1,1,1,"GlobColour","Maui","Hawaii","Hawaiian islands","MHI","#F05826",2
"Maui","8",0.0599999986588955,0.0872694179415703,0.0636797994375229,0.0519254058599472,0.680668890476227,614577.1875,1,1,1,"GlobColour","Maui","Hawaii","Hawaiian islands","MHI","#F05826",2
"Maui","9",0.0610000006854534,0.0916541665792465,0.0632842406630516,0.0532738529145718,0.720434367656708,412591.65625,1,1,1,"GlobColour","Maui","Hawaii","Hawaiian islands","MHI","#F05826",2
"Maui","10",0.068000003695488,0.102372355759144,0.0702186450362206,0.0632758662104607,0.61787360906601,127222.265625,1,1,1,"GlobColour","Maui","Hawaii","Hawaiian islands","MHI","#F05826",2
