"island","island_messie","lon","lat","type","chl_island","cv_chl","chl_ime","chl_no_ime","months_ime","cv_ime","median_ime_percent","median_chl_percent","max_ime_percent","total_ime_chl_tCm","total_increase_chl_tCm","lat_neg","ime_diff"
"Nukumanu","Nukumanu Atoll",159.49,-4.58,"Island",0.106412456681331,15.2980366531321,0.109094137118922,0.098367415368557,9,44.2913715581654,22.5538849830627,18.5593068599701,48.1254309415817,2.71631890317666,0.138491464659643,-4.58,10.9047510399406
"Nukunonu","Nukunonu",188.16,-9.19,"Island",0.076883622755607,18.1752293484994,0.0778638876297257,0.0661007091403008,11,41.6768659769714,6.88276812434196,6.88276812434196,16.1009609699249,0.291421946561817,0.0129660177835526,-9.19,17.7958431042809
"Nukuoro","Nukuoro",154.97,3.83,"Island",0.0811553218712409,10.7690333895297,0.0811553218712409, ,12,35.1555426192015,11.5290548652411,11.5290548652411,20.3357964754105,0.550983974388914,0.024363425957185,-3.83, 
"Nukutavake (Queen Charlotte)","Nukutavake (Queen Charlotte)",221.22,-19.28,"Island",0.0422170193245014,19.670029595235,0.0403758054599166,0.0431376262567937,4,44.77489973213,8.71694199740887,10.5737969279289,11.9890421628952,0.0207705655350818,0.0011925496124901,-19.28,-6.40234764063353
"Nupani","Nupani",165.65,-10.07,"Island",0.288148634135723,18.287152492209,0.288148634135723, ,12,33.1745179595217,193.959510326385,193.959510326385,332.972192764282,16.2323642358902,0.779324081855106,-10.07, 
"Oahu","O’ahu",202,21.44,"Island",0.100991509854794,16.3057543821527, ,0.100991509854794,0, , ,41.9983297586441,67.5922334194183,0,0,-21.44, 
"Oeno","Oeno",229.26,-23.92,"Island",0.0313070585640768,36.7256644545102,0.0303058330383566,0.0343107351412376,9,16.975290937603,5.135852470994,5.135852470994,6.31872862577438,0.703151242282288,0.0198495336353816,-23.92,-11.6724462078563
"Olimarao","Olimarao",145.88,7.7,"Island",0.0711939077203472,21.2239014657586,0.0758862979710102,0.0688477125950158,4,47.5828974133026,6.76220767199993,7.89155885577202,21.3242962956429,0.093712681077292,0.00543053189446621,-7.7,10.2234120941645
"Ono-i-Lau","Ono-i-Lau",181.27,-20.66,"Island",0.110696023950974,13.0972472123689,0.0993400290608406,0.112967222929001,2,39.7528385297956,6.18555992841721,26.7896309494972,116.303038597107,0.137159122143539,0.00320434116183696,-20.66,-12.0629626141424
"Onotoa","Onotoa",175.6,-1.89,"Island",0.167448914299409,4.98353550644754,0.167532064697959,0.166534259915352,11,32.3716837574715,9.07015055418015,9.30805914103985,15.6289741396904,1.28764023104981,0.0385227552956326,-1.89,0.599158865637922
"Onoun/Ulul","Onoun/Ulul",149.67,8.59,"Island",0.109139142557979,12.3003344739047,0.109139142557979, ,12,22.1060128405916,93.6608344316483,93.6608344316483,119.090962409973,6.39829084393704,0.695523655148454,-8.59, 
"Oroluk","Oroluk",155.16,7.62,"Island",0.0663627097383142,17.1674946987134,0.0663627097383142, ,12,29.6211464769902,18.0633641779423,18.0633641779423,26.9179880619049,1.60333898464542,0.0601080145150199,-7.62, 
"Orona (Hull)","Orona (Hull)",187.82,-4.52,"Island",0.135630434999863,4.15046103526346,0.133298087865114,0.140295129269361,8,56.3355163077211,4.27154432982206,4.27154432982206,10.8800508081913,0.843847390063162,0.0166021126377222,-4.52,-4.98737300481275
"Ouvea","Ouvea",166.58,-20.61,"Island",0.13596800280114,17.1684592893158,0.138535805046558,0.134684101678431,4,27.3296640632415,16.0819038748741,38.360920548439,101.93966627121,0.700832134890538,0.0293829447260086,-20.61,2.85980551537077
"Pagan","Pagan",145.77,18.11,"Island",0.0568755480150382,10.0529703193689,0.0571147642201848,0.0561578993995984,9,45.2685995693888,5.88698387145996,6.20823185890913,39.2607361078262,2.25976864503021,0.0463296817244452,-18.11,1.70388285676004
"Pakin","Pakin",157.77,7.08,"Island",0.067952748388052,17.5660806810126,0.0833663120865822,0.0665515153245492,1, ,5.09643815457821,17.9707765579224,33.1021457910538,0.00341757621755653,2.88940571215335e-05,-7.08,25.265836067042
"Palmerston","Palmerston",196.87,-18.04,"Island",0.0364038112262885,16.8927497872677,0.0364038112262885, ,12,54.752093733792,9.07603017985821,9.07603017985821,22.4969446659088,0.573597549636973,0.0135641602123317,-18.04, 
"Palmyra","Palmyra Atoll",197.93,5.88,"Island",0.140135820955038,19.1465713525136,0.145154880980651,0.125078640878201,9,34.9811282048359,14.2597749829292,14.2597749829292,25.1476168632507,1.46377713004693,0.0621866276709322,-5.88,16.0508940307402
"Paopao (Nugarba)","Paopao (Nugarba)",154.75,-3.45,"Island",0.134997827311357,14.3436029608322,0.134997827311357, ,12,22.92819147005,30.7403758168221,30.7403758168221,46.5301781892776,4.42801999245478,0.297311045574431,-3.45, 
"Paraoa (Gloucester)","Paraoa (Gloucester)",219.32,-19.15,"Island",0.0437308341885606,20.9052516632412,0.0444222585194641,0.0416565611958504,9,38.2053509249392,6.05231560766697,6.05231560766697,9.03437212109566,0.0660146342745774,0.00234223897446665,-19.15,6.63928381080386
"Pavuvu","Pavuvu",159.11,-9.08,"Island",0.203011913845936,28.5210675574803, ,0.203011913845936,0, , ,69.4071531295776,192.789506912231,0,0,-9.08, 
"Pearl & Hermes","Pearl and Hermes Atoll",184.19,27.78,"Island",0.104608654355009,28.2358845496223,0.104608654355009, ,12,51.8700849958753,22.2226738929749,22.2226738929749,47.2272932529449,1.99995035871227,0.0660910573744309,-27.78, 
"Penrhyn","Penrhyn",201.99,-9.03,"Island",0.116405211389065,12.0325579819968,0.117832703143358,0.109267752617598,10,22.5247802436412,10.3075157850981,10.7567917555571,15.0013789534569,0.530734291731082,0.0229942183928289,-9.03,7.83849792878531
"Pikelot","Pikelot",147.64,8.09,"Island",0.104692959537109,18.7921286698908,0.107520511746407,0.0905551984906197,10,21.7300546100887,63.0427271127701,66.4395898580551,90.1773631572723,19.0695288124049,1.63263388328545,-8.09,18.7347756269832
"Pingelap","Pingelap",160.7,6.22,"Island",0.0649273175125321,21.7694528777969,0.065976738252423,0.0533836893737316,11,50.5658905968862,9.80984419584274,9.80984419584274,19.178032875061,2.30115764616071,0.111534380340199,-6.22,23.5896938305055
"Pinta (Abingdon)","Pinta (Abingdon)",269.24,0.59,"Island",0.480682576696078,21.2127177560608,0.518829355637232,0.467966983715693,3,74.6594564287388,32.6168954372406,82.7201843261719,145.833218097687,4.5592065188026,0.317287171473916,-0.59,10.8687949559365
"Pohnpei & Temwen","Pohnpei & Temwen",158.22,6.88,"Island",0.078700956578056,14.5704026161297,0.078700956578056, ,12,47.4693592148764,32.5720936059952,32.5720936059952,83.4828794002533,3.93757825926469,0.203156560067345,-6.88, 
"Pollap/Pulap","Pollap/Pulap",149.42,7.64,"Island",0.075189475590984,20.5302619842844,0.0799280367791653,0.0718047890279974,5,40.6996757958253,11.5725383162498,19.4681972265244,32.1605831384659,0.149628529406371,0.0106120351339511,-7.64,11.3129609614207
"Puka-puka (Dog)","Puka-puka (Dog)",221.19,-14.82,"Island",0.0856770779937506,13.215456114156,0.0873505875468254,0.0773095302283764,10,94.3676848663245,5.32022044062614,5.32022044062614,26.9093066453934,0.734578235800128,0.0402219120557601,-14.82,12.9881235712948
"Pukapuka","Pukapuka",194.16,-10.85,"Island",0.0636114161461592,14.7549398402224,0.0635475746609948,0.0643136724829674,11,46.0647755099281,8.24666246771812,8.24666246771812,15.5842319130898,0.212643922402373,0.00804356721480787,-10.85,-1.19118966837957
"Pukaruha (Serle)","Pukaruha (Serle)",222.99,-18.3,"Island",0.0516540165990591,16.7105249766621,0.0491455146111548,0.0566710205748677,8,56.0077664245947,7.69701562821865,7.69701562821865,19.4208741188049,0.0833410187133946,0.00459316510372135,-18.3,-13.2792843456402
"Pulo Anna","Pulo Anna",131.96,4.66,"Island",0.139186006660263,17.0620971646111,0.136195284624894,0.148158172766368,9,28.3197981781352,13.3253082633018,13.3253082633018,18.1930124759674,4.17452260201195,0.222469633853296,-4.66,-8.07440313153533
"Raiatea","Raiatea",208.56,-16.8,"Island",0.0818280149251223,14.2606723411704,0.0786721674459321,0.0862462013959885,7,57.8117658317038,59.5991551876068,50.0753208994865,103.369784355164,6.49676157168534,0.347590455972986,-16.8,-8.7818754072207
"Raivavae (Raevavae)","Raivavae (Raevavae)",212.34,-23.86,"Island",0.0452292185897628,20.7127034091692,0.0452292185897628, ,12,53.7303277153374,16.3895770907402,16.3895770907402,43.9870864152908,2.47094547732605,0.0560366763216937,-23.86, 
"Rakahanga","Rakahanga",198.91,-10.04,"Island",0.0799029826497038,17.3674209148103,0.077765163862043,0.0863164390126864,9,57.5230524845335,8.39888378977776,8.39888378977776,22.6262927055359,0.170989165260426,0.00783956302371226,-10.04,-9.90689056274277
"Rangiroa (Deans)","Rangiroa (Deans)",212.42,-15.02,"Island",0.269840626666943,13.4098417357496,0.269840626666943, ,12,22.0261359245296,331.722497940063,331.722497940063,448.843622207642,7.42208743387235,0.27218763135757,-15.02, 
"Rapa Iti/Rapa","Rapa Iti/Rapa",215.65,-27.59,"Island",0.0684397316848238,25.3252758570027,0.0684397316848238, ,12,44.4035217056059,67.8823858499527,67.8823858499527,128.533923625946,10.1460954767093,0.361134619556725,-27.59, 
"Raroia (Barclay de Tolley)","Raroia (Barclay de Tolley)",217.65,-16.04,"Island",0.0686741120492419,11.8792755909792,0.0671517837792635,0.0762857533991337,10,34.6163929940363,13.7638740241528,13.7638740241528,16.7263925075531,0.605483178602687,0.029729471349633,-16.04,-11.9733622765452
"Rarotonga","Rarotonga",200.22,-21.23,"Island",0.0378456989613672,24.2300538686906,0.0378456989613672, ,12,29.6830356399533,6.83840475976467,6.83840475976467,11.2545296549797,0.587019091824078,0.010568014148834,-21.23, 
"Ravahere (Dawhaida)","Ravahere (Dawhaida)",217.88,-18.25,"Island",0.0548449677104751,15.1545358163957,0.0546452978795225,0.0570413358509541,11,60.3284049324336,10.1369336247444,10.1369336247444,29.328390955925,0.142123647782221,0.00815182019738734,-18.25,-4.20052920515795
"Rawaki (Phoenix)","Rawaki (Phoenix)",189.28,-3.72,"Island",0.144057915856441,4.89506293534203,0.144346105200904,0.143654450774193,7,58.3524881810127,4.462581127882,4.462581127882,12.2302159667015,0.351318688127331,0.00748775453767166,-3.72,0.48147093458187
"Reao (Clermont-Tonnere)","Reao (Clermont-Tonnere)",223.66,-18.56,"Island",0.051791784974436,14.6817208715306,0.0497186751001411,0.0580111145973206,9,43.924750559897,12.6308023929596,12.6308023929596,16.6634872555733,0.173696483653318,0.0108832501500586,-18.56,-14.294570195282
"Reitoru (Bird’s)","Reitoru (Bird’s)",216.93,-17.85,"Island",0.0534704010933638,14.9327593885779,0.0549371093511581,0.050536984577775,8,46.9629389065617,8.81061181426048,8.81061181426048,14.4416257739067,0.0715166379713458,0.00276633000745743,-17.85,8.70674182511122
"Rekareka (Tehuata  Good Hope)","Rekareka (Tehuata  Good Hope)",218.07,-16.84,"Island",0.0588226212809483,13.6392818311965,0.0602179123088717,0.0560320392251015,8,50.9859942337713,5.13589829206467,5.13589829206467,10.433728992939,0.125966787801632,0.00340974608816495,-16.84,7.47049927444916
"Rennell","Rennell",160.2,-11.62,"Island",0.138515225301186,24.0903003798612,0.113478356351455,0.163552094250917,6,46.2962262804719,21.7927023768425,33.4801971912384,60.3041887283325,0.99019009854645,0.0847498825525838,-11.62,-30.6163844179461
"Rimatara","Rimatara",207.19,-22.65,"Island",0.0376200267734627,24.4584283117144,0.0379533250298765,0.0366201320042213,9,47.0222252419485,5.83448186516762,5.83448186516762,11.0562525689602,0.0831428754883873,0.00220478809866376,-22.65,3.64060136512216
"Rongerik","Rongerik",167.45,11.41,"Island",0.0485923814897736,4.63026229703125,0.048559761295716,0.0486032548877928,3,24.2195467813237,14.0352964401245,20.2184900641441,26.9985973834991,0.0824771782688658,0.00241600805224539,-11.41,-0.0894869945999326
"Rose","Rose Atoll",191.83,-14.55,"Island",0.0449354474743207,12.4279118911523,0.0441893115639687,0.0471738552053769,9,73.7280750673144,7.63924121856689,7.63924121856689,22.51967638731,0.19409919604013,0.00706551490125867,-14.55,-6.3266901304011
"Rota","Rota",145.21,14.16,"Island",0.0466178289304177,6.69232425907826,0.0466178289304177, ,12,21.6164007326229,9.33943390846252,9.33943390846252,14.1925394535065,0.189094203775463,0.00770487782962493,-14.16, 
"Rotuma","Rotuma",177.08,-12.5,"Island",0.0696394878129164,23.5620550468968,0.0696394878129164, ,12,13.849620284306,24.4129553437233,24.4129553437233,28.0034065246582,3.79546632099924,0.154867562431922,-12.5, 
"Ruo","Ruo",152.24,8.6,"Island",0.0700469529256225,18.3720995263101,0.0700469529256225, ,12,31.8563890153306,26.5583008527756,26.5583008527756,46.508401632309,1.35739329008288,0.0950581087786691,-8.6, 
"Rurutu","Rurutu",208.66,-22.48,"Island",0.0405937687804302,22.1067419921957,0.0414655948565765,0.0310036819428205,11,34.0554075503294,8.58093351125717,8.58093351125717,12.5426322221756,0.554363197818595,0.0100630055973807,-22.48,33.7440983075837
"Sae","Sae",145.28,-0.73,"Island",0.166427008186777,32.9674252127586,0.180128118230237,0.125323678056399,9,56.7603553632439,14.8645281791687,14.6320581436157,37.7554178237915,1.21217827211782,0.0584624982549727,-0.73,43.730315790105
"Saipan","Saipan",145.75,15.19,"Island",0.0634542691210906,7.24650509228082,0.0635288178920746,0.0630815252661705,10,20.6366712544717,42.8445726633072,42.8445726633072,53.9789080619812,1.87915864595991,0.157283213260184,-15.19,0.709070720812066
"Sala y Gomez  (Isla Sala y Gomez)","Sala y Gomez Island (Isla Sala y Gomez)",254.64,-26.46,"Island",0.0350112233621379,50.5667995598533,0.033149634741924,0.0554886981844902,11,41.9940136510742,6.00066184997559,6.00066184997559,12.8119707107544,0.0822377173951692,0.00190478798126384,-26.46,-40.2587629075252
"San Benedicto  (Isla San Benedicto)","San Benedicto Island (Isla San Benedicto)",249.18,19.31,"Island",0.146044349918763,13.5424641829843,0.149204543977976,0.130243379622698,10,91.4103572951033,6.12601432949305,5.81859536468983,28.8221597671509,1.40771027315895,0.0612619494256039,-19.31,14.5582557902034
"San Cristobal (Chatham)","San Cristobal (Chatham)",270.61,-0.8,"Island",0.542165003716946,18.4888174544322,0.765892684459686,0.521826123649424,1, ,71.623569726944,78.1252086162567,126.942455768585,2.29811873214488,0.242877101156133,-0.8,46.77162559501
"San Cristobal (Makira) & Oroa (Philip)","San Cristobal (Makira) & Oroa (Philip)",161.77,-10.55,"Island",0.277239578465621,42.6385757748958,0.193167813122272,0.29405393153429,2,4.77567931983529,75.7548689842224,145.273560285568,439.647626876831,0.746189323950028,0.120601338870867,-10.55,-34.3087126520032
"Santa Maria (Gaua)","Santa Maria (Gaua)",167.51,-14.26,"Island",0.0889188833534718,22.411313686107,0.0887453332543373,0.08916185349226,7,43.0463850128071,18.1505024433136,19.9001595377922,42.2229111194611,0.203874218536473,0.0127525603940616,-14.26,-0.467150717048327
"Sapwuahfik (Ngatik)","Sapwuahfik (Ngatik)",157.18,5.82,"Island",0.0714471964165568,20.1957350726844,0.0722553225403482,0.0625578090548515,11,28.2546698706274,13.7080475687981,13.4283170104027,24.141338467598,4.90619905948002,0.209969133259049,-5.82,15.5016833741632
"Sarigan","Sarigan",145.78,16.7,"Island",0.0595222745711605,32.0826395998557,0.0698219425976276,0.0521653688379696,5,134.152701811897,10.1832456886768,10.1832456886768,145.608067512512,30.0225574964822,2.31491210181108,-16.7,33.8473093413773
"Satawal","Satawal",147.04,7.39,"Island",0.0699447911853592,20.7933985121316,0.0730051520679678,0.065660285949707,7,48.3444341474141,6.63386732339859,10.0292235612869,12.9321709275246,0.221562350736758,0.0110860874968471,-7.39,11.1861622471255
"Savai’i","Savai’i",187.4,-13.64,"Island",0.0890577460328738,12.284241558216,0.0880524888634682,0.100115574896336,11,11.7237530732415,68.4888601303101,70.3095734119415,80.2807331085205,26.1609041818927,1.78761056972908,-13.64,-12.0491602284241
"Savave/Nukufetau","Savave/Nukufetau",178.31,-8.03,"Island",0.0816964035232862,11.680716322806,0.0824931128458543,0.0729326009750366,11,48.7620380793737,10.5753920972347,10.2360907942057,24.9551013112068,0.696222373160173,0.0278059110567847,-8.03,13.1086945248121
"Socorro  (Isla Socorro)","Socorro Island (Isla Socorro)",249.03,18.79,"Island",0.147924927994609,13.8376937739886,0.148349144919352,0.143258541822433,11,70.2417322336636,8.44515487551689,8.84034633636475,26.1648207902908,3.55160521499684,0.15572523946799,-18.79,3.5534377442068
"Sonsorol","Sonsorol",132.22,5.33,"Island",0.122895063832402,15.8913075439376,0.126857627183199,0.114969937130809,8,46.7533372828775,12.7709120512009,12.9160016775131,28.9625823497772,0.860355542470673,0.028216628788183,-5.33,10.3398247829471
"Sorol","Sorol",140.39,8.15,"Island",0.0748967602849007,24.9432043031593,0.0748967602849007, ,12,44.6496951163649,10.0844126194715,10.0844126194715,24.7583210468292,0.601657272658031,0.0175262436775614,-8.15, 
"Starbuck","Starbuck",204.12,-5.62,"Island",0.140451022734245,4.13600548901999,0.140451022734245, ,12,35.0884088575965,4.47977762669325,4.47977762669325,8.31402689218521,12.2447589478565,0.139688651673499,-5.62, 
"Suf","Suf",145.52,-0.91,"Island",0.164909536639849,28.7130397336407,0.164941927790642,0.164747580885887,10,50.2459115037132,12.8728874027729,12.8728874027729,27.0750433206558,0.645936110510148,0.0351380715196841,-0.91,0.117966469498122
"Suwarrow","Suwarrow",196.91,-13.25,"Island",0.0519788842648268,12.6331507824781,0.0519788842648268, ,12,33.6182484395004,16.1028973758221,16.1028973758221,26.8096953630447,0.71849017733329,0.0309388498460123,-13.25, 
"Swains","Swains Island (Olohega)",188.92,-11.05,"Island",0.0569202819218238,14.4821273507726,0.0567541848868132,0.0572524759918451,8,52.831315630244,6.37420900166035,6.37420900166035,16.7625069618225,0.281032140559752,0.00949165314773381,-11.05,-0.870339834914637
"Ta","Ta",153.68,5.29,"Island",0.0775876607125004,20.2452594664211,0.0775876607125004, ,12,27.3098122012619,17.9321072995663,17.9321072995663,31.2903940677643,3.68569375852051,0.184077751134261,-5.29, 
"Tabiteuea","Tabiteuea",174.85,-1.34,"Island",0.208864308893681,10.4958982863193,0.203755408525467,0.224191009998322,9,22.5349157694601,28.4004837274551,31.5077558159828,65.1913285255432,6.98008761183774,0.297871241432258,-1.34,-9.11526357502364
"Tabuaeran (Fanning)","Tabuaeran (Fanning)",200.7,3.89,"Island",0.170921457310518,9.56629511861364,0.170921457310518, ,12,24.2173881901269,11.0234495252371,11.0234495252371,14.2026111483574,5.66003963949117,0.11829350415052,-3.89, 
"Taenga (Holt  Yermalov)","Taenga (Holt  Yermalov)",216.88,-16.33,"Island",0.0646347667401036,11.2807594041522,0.0654578818516298,0.0555805005133152,11,66.2676243068632,6.36714994907379,6.36714994907379,17.1530038118362,0.18588007822955,0.00717941185422396,-16.33,17.7713069279545
"Tagula","Tagula",153.44,-11.51,"Island", , , , ,0, , , ,-Inf,0,0,-11.51, 
"Tahiti","Tahiti",210.57,-17.65,"Island",0.0865129797408978,11.3605861429217,0.0865682742812417,0.0859047397971153,11,31.8459380033682,57.825779914856,58.8971972465515,89.9318277835846,18.6214845286863,0.930822655358728,-17.65,0.772407303361204
"Taiaro (king)","Taiaro (king)",215.36,-15.74,"Island",0.0667611562336485,11.0403800299242,0.0636895336210728,0.0682969675399363,4,49.6484687709043,8.63976962864399,10.5914801359177,14.3484339118004,0.0339040282874505,0.00124722962447393,-15.74,-6.74617641869584
"Takapoto (Spiridof)","Takapoto (Spiridof)",214.82,-14.64,"Island",0.0779660133024057,14.1984480382634,0.0779660133024057, ,12,42.2081057900433,9.70837064087391,9.70837064087391,22.7609008550644,0.70676027323606,0.0248191818300842,-14.64, 
"Tamana","Tamana",175.98,-2.5,"Island",0.14821303387483,3.95294231677388,0.14793020893227,0.151324108242989,11,33.7742686529034,7.01587796211243,7.01587796211243,10.0720442831516,0.611144958403544,0.021992366515032,-2.5,-2.2428014611321
"Tanna","Tanna",169.34,-19.5,"Island",0.120799686138829,16.6877759362216,0.120408305277427,0.12119106700023,6,50.3844002230891,14.5374640822411,40.9462705254555,90.4231309890747,3.76171628400666,0.128872349589638,-19.5,-0.64589061073423
"Tatakoto (Clerke  Narcissus)","Tatakoto (Clerke  Narcissus)",221.62,-17.35,"Island",0.0586112827683489,12.8905497577877,0.0572509536785739,0.0605157434940338,7,63.9835591270205,8.90282019972801,8.90282019972801,17.4621656537056,0.103629589997208,0.00461916929488704,-17.35,-5.39494291395727
"Tatau","Tatau",151.95,-2.79,"Island",0.15650616089503,22.070517567294,0.15650616089503, ,12,34.9217137052004,25.6757616996765,25.6757616996765,41.6444659233093,2.0670408198764,0.16872334144154,-2.79, 
"Tau","Ta’u",190.56,-14.23,"Island",0.057774129944543,15.5971827541552,0.057774129944543, ,12,48.8849864393993,15.4871493577957,15.4871493577957,33.3702087402344,0.506205575791023,0.0239180677438459,-14.23, 
"Tauere (St. Simeon)","Tauere (St. Simeon)",218.49,-17.37,"Island",0.0564325032755733,12.7806324724055,0.0541157904598448,0.0633826417227586,9,51.5953013119501,7.73524567484856,7.73524567484856,17.3260077834129,0.223417368347179,0.00779394109465645,-17.37,-14.6204875830955
"Taumako","Taumako",167.18,-9.88,"Island",0.116077826047937,19.3514983515928,0.117196510732174,0.110484402626753,10,26.0793809048851,25.1049883663654,25.1049883663654,37.993186712265,2.43912052944009,0.166039406730143,-9.88,6.07516350348243
"Tavunasici","Tavunasici",180.91,-18.73,"Island",0.105549754574895,15.6672564652702, ,0.105549754574895,0, , ,37.5893414020538,119.935214519501,0,0,-18.73, 
"Tekokota (Doubtful)","Tekokota (Doubtful)",217.44,-17.32,"Island",0.0569367548450828,13.1034470942278,0.0578732692769596,0.0556256346404552,7,48.4364566638343,4.51840683817863,5.31330890953541,10.1093590259552,0.0507877313113873,0.0022085874504364,-17.32,4.04064538055564
"Tematangi (Bligh’s)","Tematangi (Bligh’s)",219.36,-21.71,"Island",0.0362838058111568,28.56773557985,0.0372416685250672,0.0257473159581423,11,47.037800936629,7.16666802763939,7.16666802763939,11.2596847116947,0.565122931488141,0.0118689269156845,-21.71,44.6429157338632
"Tenarunga","Tenarunga",223.47,-21.35,"Island",0.0363362979454299,27.1821091747173,0.037703498499468,0.0336018968373537,8,40.1820985943223,7.51432701945305,7.84057974815369,13.7612164020538,0.434267700814713,0.0119571663341804,-21.35,12.2064587066844
"Tench (Enus)","Tench (Enus)",150.67,-1.65,"Island",0.126429652174314,22.8677017719257,0.130909734964371,0.10402923822403,10,36.7405911856266,12.3273823410273,12.3273823410273,22.5201606750488,0.858159538901263,0.0312892689330926,-1.65,25.8393670849087
"Tepoto North (Otooho)","Tepoto North (Otooho)",218.56,-14.1,"Island",0.0880079523970683,15.6223588298233,0.0953260447297778,0.0777626231312752,7,40.8973528797757,4.70549836754799,5.12994788587093,16.955603659153,0.0624013718248823,0.00169778231886886,-14.1,22.5859428235244
"Teraina (Washington)","Teraina (Washington)",199.6,4.71,"Island",0.1555214052399,9.10556360531175,0.1555214052399, ,12,32.9803386548886,7.90172815322876,7.90172815322876,12.2622147202492,3.99415470186712,0.138276094668991,-4.71, 
"Tetiaroa","Tetiaroa",210.44,-16.99,"Island",0.0639738673344254,15.7162959051377,0.0546925589442253,0.0648176226426255,1, ,8.93320739269257,12.5099346041679,22.5641667842865,0.0293892474973109,0.00045672858668695,-16.99,-15.6208501416738
"Tiga","Tiga",167.82,-21.13,"Island",0.120799618462722,17.920310274854,0.0934938862919807,0.123281957750971,1, ,3.20287793874741,49.6555879712105,67.8097188472748,0.00373548459709647,9.67079773849662e-05,-21.13,-24.1625554966946
"Tikei (Romanzoff)","Tikei (Romanzoff)",215.45,-14.97,"Island",0.0718597856660684,15.1392935582072,0.0720283212140203,0.0715227145701647,8,43.4310954026379,7.36041069030762,7.6315276324749,11.228484660387,0.125238443487962,0.00352754110298497,-14.97,0.706917581210603
"Tikopia","Tikopia",168.82,-12.3,"Island",0.0819164008523027,25.1808338274087,0.0876420088112354,0.0532883610576391,10,61.7659343555416,11.7369864135981,10.9532363712788,35.5429619550705,2.19557829253032,0.139063556468118,-12.3,64.4674504371374
"Tinakula","Tinakula",165.79,-10.4,"Island",0.117959739640355,17.4915963560875,0.127946898341179,0.117051816122098,1, ,16.175365447998,15.6366065144539,47.3788201808929,0.00743292274155357,0.00043628325454722,-10.4,9.30791386245189
"Tingwon","Tingwon",149.71,-2.61,"Island",0.171044616649548,17.4402271187551,0.169801620973481,0.17477360367775,9,55.0449892939392,14.846932888031,16.9338591396809,36.9784772396088,0.494531889910848,0.0366426354355733,-2.61,-2.84481328967502
"Tobi","Tobi",131.12,3.01,"Island",0.156216199199359,26.2479183522269,0.147839746304921,0.167943233251572,7,30.7373726874058,14.1184851527214,14.1823388636112,26.262965798378,0.989120035810463,0.0294778216389657,-3.01,-11.9704060457957
"Tofua","Tofua",184.93,-19.75,"Island",0.123218587289254,14.3070252768006, ,0.123218587289254,0, , ,55.9704482555389,182.291519641876,0,0,-19.75, 
"Tol & Pata & Polle & Wonei","Tol & Pata & Polle & Wonei",151.62,7.37,"Island",0.0920108786473672,13.1610786455349,0.0920108786473672, ,12,42.5440299137318,47.2234964370728,47.2234964370728,93.9198076725006,8.60552781517393,0.5856198281258,-7.37, 
"Tongatapu & Kanatea & Nukunukumotu","Tongatapu & Kanatea & Nukunukumotu",184.82,-21.18,"Island",0.288675415019194,7.92971526257934,0.289350517094135,0.288337863981724,4,6.45926845751463,226.748967170715,299.052429199219,532.733249664307,45.5727366765348,8.30561298693746,-21.18,0.351203653390345
"Totoya","Totoya",180.16,-18.93,"Island",0.119078953439991,17.8519674036698, ,0.119078953439991,0, , ,49.2189034819603,169.909262657166,0,0,-18.93, 
"Tubuai","Tubuai",210.55,-23.36,"Island",0.0467524466415246,17.4971904151226,0.0467524466415246, ,12,58.3354795026268,18.4645980596542,18.4645980596542,45.1499134302139,1.89675465855862,0.0448934201909892,-23.36, 
"Tureia (Carysfort)","Tureia (Carysfort)",221.43,-20.83,"Island",0.0373623219008247,24.1148103440153,0.0362107872285626,0.0500292032957077,11,32.0459578864181,8.92542228102684,8.92542228102684,11.2173579633236,0.213069174788655,0.00499755041790279,-20.83,-27.6206998249973
"Tutuila","Tutuila",189.27,-14.3,"Island",0.0731068020686507,21.2577712016707,0.0821953527629375,0.0685625267215073,4,77.5567776871255,28.0697986483574,38.7922152876854,91.7145848274231,4.03106286336256,0.428301037005251,-14.3,19.8837859298931
"Tuvana-i-Ra","Tuvana-i-Ra",181.17,-21.03,"Island",0.103814114506046,13.6865179575603,0.106374509632587,0.103581351312724,1, ,3.99682447314262,17.6205039024353,94.9590742588043,0.125376560204004,0.00206594116419637,-21.03,2.69658416738602
"Ua Huka","Ua Huka",220.45,-8.91,"Island",0.27451504021883,14.5049201198763,0.323186948895454,0.264780658483505,2,3.76758474408651,152.343642711639,97.1599191427231,186.372923851013,105.667628829137,8.45108012021729,-8.91,22.0583673847112
"Ua Pou (Ua Pu)","Ua Pou (Ua Pu)",219.92,-9.4,"Island",0.25598839422067,14.4551637786484, ,0.25598839422067,0, , ,97.4432170391083,142.729067802429,0,0,-9.4, 
"Ujae","Ujae",165.68,9.06,"Island",0.0566650191321969,10.2079566285247,0.0566650191321969, ,12,31.4928437646652,15.3995618224144,15.3995618224144,19.6114838123322,0.927973592824141,0.0560213077842329,-9.06, 
"Ujelang (Ujla~)","Ujelang (Ujla~)",160.88,9.81,"Island",0.0496553073947628,12.3959349891448,0.0496553073947628, ,12,19.7905932604309,14.3030911684036,14.3030911684036,16.9437289237976,0.838324473026924,0.0359389458279121,-9.81, 
