"island","REGION","time","mean","sd","median","n_cells","na_cells"
"Agrihan","MARIAN",1997-09-01,20.4297539393107,0.515766124622242,20.6855630874634,6,0
"Agrihan","MARIAN",1997-10-01,30.7081089019775,0.751331315426765,30.7210931777954,6,0
"Agrihan","MARIAN",1997-11-01,40.8772042592367,1.56789777078267,40.9351062774658,6,0
"Agrihan","MARIAN",1997-12-01,44.2232627868652,2.31434767432307,44.4985485076904,6,0
"Agrihan","MARIAN",1998-01-01,56.1343530019124,0.984707073691908,55.9993000030518,6,0
"Agrihan","MARIAN",1998-02-01,42.2701218922933,1.93196169314477,42.0218200683594,6,0
"Agrihan","MARIAN",1998-03-01,40.7611770629883,2.87586524743098,40.3773250579834,6,0
"Agrihan","MARIAN",1998-04-01,20.0587830543518,3.09283060362461,20.2003202438354,6,0
"Agrihan","MARIAN",1998-05-01,19.4423055648804,0.344797503049921,19.2514867782593,6,0
"Agrihan","MARIAN",1998-06-01,14.8382217089335,0.393367016511578,14.7012166976929,6,0
"Agrihan","MARIAN",1998-07-01,16.969482421875,0.858353588152641,16.8399209976196,6,0
"Agrihan","MARIAN",1998-08-01,16.3641354242961,0.688831186914487,16.4008083343506,6,0
"Agrihan","MARIAN",1998-09-01,30.0232753753662,1.14563218150762,29.8902206420898,6,0
"Agrihan","MARIAN",1998-10-01,33.9744148254395,1.04464299214289,34.0596103668213,6,0
"Agrihan","MARIAN",1998-11-01,38.8381881713867,0.572073457727116,38.8390789031982,6,0
"Agrihan","MARIAN",1998-12-01,52.5084533691406,4.02358095802392,52.7090492248535,6,0
"Agrihan","MARIAN",1999-01-01,68.281525293986,4.56490580305149,68.7852172851562,6,0
"Agrihan","MARIAN",1999-02-01,38.1724141438802,3.85528305060015,39.8422298431396,6,0
"Agrihan","MARIAN",1999-03-01,16.7027808825175,1.3037199126357,16.2612709999084,6,0
"Agrihan","MARIAN",1999-04-01,16.6053590774536,1.70455736603623,15.6399879455566,6,0
"Agrihan","MARIAN",1999-05-01,17.4430030186971,0.388006159568621,17.4813499450684,6,0
"Agrihan","MARIAN",1999-06-01,17.0816612243652,0.810127295020632,16.9493713378906,6,0
"Agrihan","MARIAN",1999-07-01,26.3065710067749,0.922659411722232,26.3392944335938,6,0
"Agrihan","MARIAN",1999-08-01,21.5168759028117,0.554921528532004,21.3357515335083,6,0
"Agrihan","MARIAN",1999-09-01,23.3478603363037,1.51698699049021,23.0768404006958,6,0
"Agrihan","MARIAN",1999-10-01,33.7918148040771,1.14067513819956,33.8851318359375,6,0
"Agrihan","MARIAN",1999-11-01,46.4690818786621,1.41210139987395,46.583703994751,6,0
"Agrihan","MARIAN",1999-12-01,58.1167291005452,3.16891755732905,58.3474655151367,6,0
"Agrihan","MARIAN",2000-01-01,75.0540211995443,2.49152945751215,76.0697555541992,6,0
"Agrihan","MARIAN",2000-02-01,59.4422092437744,4.36544135534306,59.5893573760986,6,0
"Agrihan","MARIAN",2000-03-01,31.7313362757365,2.31635217247949,31.150336265564,6,0
"Agrihan","MARIAN",2000-04-01,14.3183546066284,1.38681654159805,14.3660912513733,6,0
"Agrihan","MARIAN",2000-05-01,14.5551333427429,0.918612881047236,14.5684700012207,6,0
"Agrihan","MARIAN",2000-06-01,17.4890947341919,0.525209939890895,17.6162900924683,6,0
"Agrihan","MARIAN",2000-07-01,18.9312082926432,0.882614957417778,19.0103216171265,6,0
"Agrihan","MARIAN",2000-08-01,18.0011727015177,1.38381112177838,17.8198394775391,6,0
"Agrihan","MARIAN",2000-09-01,15.3288043340047,1.44764056768373,15.1988935470581,6,0
"Agrihan","MARIAN",2000-10-01,26.6808064778646,0.395469476712601,26.6511545181274,6,0
"Agrihan","MARIAN",2000-11-01,40.2313035329183,1.45154690661098,40.0202884674072,6,0
"Agrihan","MARIAN",2000-12-01,52.5861701965332,2.03342700840503,53.3191928863525,6,0
"Agrihan","MARIAN",2001-01-01,60.1977653503418,1.41683355017654,60.264533996582,6,0
"Agrihan","MARIAN",2001-02-01,57.6786581675212,3.20722765322182,56.9768238067627,6,0
"Agrihan","MARIAN",2001-03-01,33.3903913497925,2.88178504422601,33.4376640319824,6,0
"Agrihan","MARIAN",2001-04-01,18.702436765035,0.414212141771674,18.6943693161011,6,0
"Agrihan","MARIAN",2001-05-01,11.5881134668986,0.456483645790611,11.5154061317444,6,0
"Agrihan","MARIAN",2001-06-01,15.8429702123006,0.740749318063694,15.8963375091553,6,0
"Agrihan","MARIAN",2001-07-01,17.1245594024658,0.335423623055331,17.0609102249146,6,0
"Agrihan","MARIAN",2001-08-01,25.9454221725464,0.490458205611218,25.9249706268311,6,0
"Agrihan","MARIAN",2001-09-01,27.3636337916056,2.0689399622524,27.2466268539429,6,0
"Agrihan","MARIAN",2001-10-01,31.731561978658,0.423981223959353,31.7627687454224,6,0
"Agrihan","MARIAN",2001-11-01,39.7899157206217,0.458856411433721,39.6772918701172,6,0
"Agrihan","MARIAN",2001-12-01,57.9973424275716,0.484726114493498,58.0722103118896,6,0
"Agrihan","MARIAN",2002-01-01,50.252960840861,1.88332438910701,50.5383224487305,6,0
"Agrihan","MARIAN",2002-02-01,37.5475730895996,3.74431608842243,37.3297672271729,6,0
"Agrihan","MARIAN",2002-03-01,20.3528685569763,6.17331832038408,19.1132879257202,6,0
"Agrihan","MARIAN",2002-04-01,17.4049631754557,1.08459461643288,17.6031684875488,6,0
"Agrihan","MARIAN",2002-05-01,16.9658492406209,1.17563138728598,16.874285697937,6,0
"Agrihan","MARIAN",2002-06-01,15.1456027030945,0.257589375248668,15.0654335021973,6,0
"Agrihan","MARIAN",2002-07-01,21.0579929351807,0.454424860806186,21.0250072479248,6,0
"Agrihan","MARIAN",2002-08-01,23.4489558537801,0.760306469729327,23.3381805419922,6,0
"Agrihan","MARIAN",2002-09-01,20.8929252624512,1.56699048584581,21.5414628982544,6,0
"Agrihan","MARIAN",2002-10-01,32.4818248748779,0.423244244297744,32.5320892333984,6,0
"Agrihan","MARIAN",2002-11-01,40.6329199473063,0.974118769699137,41.0487232208252,6,0
"Agrihan","MARIAN",2002-12-01,58.6008472442627,4.3097683340575,59.8659934997559,6,0
"Agrihan","MARIAN",2003-01-01,71.8493970235189,1.55904608783794,71.8445472717285,6,0
"Agrihan","MARIAN",2003-02-01,75.8618253072103,3.73560404168097,74.7749557495117,6,0
"Agrihan","MARIAN",2003-03-01,22.8664738337199,2.36206891362868,23.0017261505127,6,0
"Agrihan","MARIAN",2003-04-01,21.3420114517212,0.729282674388698,21.4675703048706,6,0
"Agrihan","MARIAN",2003-05-01,14.1004427274068,0.31949307252449,13.981020450592,6,0
"Agrihan","MARIAN",2003-06-01,16.166539033254,0.358846383266246,16.2242650985718,6,0
"Agrihan","MARIAN",2003-07-01,17.1367788314819,0.400261465497942,17.1959791183472,6,0
"Agrihan","MARIAN",2003-08-01,29.7654943466187,0.892804251909712,29.5767545700073,6,0
"Agrihan","MARIAN",2003-09-01,24.9607779184977,0.499241258583084,24.948504447937,6,0
"Agrihan","MARIAN",2003-10-01,27.8057301839193,1.30909716446707,27.6769714355469,6,0
"Agrihan","MARIAN",2003-11-01,43.9506454467773,2.09191532701492,43.4924201965332,6,0
"Agrihan","MARIAN",2003-12-01,51.9768098195394,1.31796488111366,52.3818244934082,6,0
"Agrihan","MARIAN",2004-01-01,68.7097930908203,3.74997695687287,68.2871322631836,6,0
"Agrihan","MARIAN",2004-02-01,44.6282253265381,2.32051447950542,43.8380393981934,6,0
"Agrihan","MARIAN",2004-03-01,26.2458318074544,1.05232909622387,26.2187824249268,6,0
"Agrihan","MARIAN",2004-04-01,14.8521908124288,0.441818462459469,14.7797899246216,6,0
"Agrihan","MARIAN",2004-05-01,22.0832382837931,1.93500565271552,22.5940504074097,6,0
"Agrihan","MARIAN",2004-06-01,22.2111876805623,1.18636626558394,22.2309217453003,6,0
"Agrihan","MARIAN",2004-07-01,15.9420790672302,0.575029834359217,16.0849132537842,6,0
"Agrihan","MARIAN",2004-08-01,26.0517857869466,0.756517845980369,25.9335870742798,6,0
"Agrihan","MARIAN",2004-09-01,18.483741124471,0.210013973199127,18.5074882507324,6,0
"Agrihan","MARIAN",2004-10-01,26.8139781951904,1.77472783232162,26.7962636947632,6,0
"Agrihan","MARIAN",2004-11-01,40.0249551137288,2.63873563461464,40.0715866088867,6,0
"Agrihan","MARIAN",2004-12-01,49.0380153656006,0.984564302980656,49.2953796386719,6,0
"Agrihan","MARIAN",2005-01-01,58.297566095988,1.10909824939891,58.5199813842773,6,0
"Agrihan","MARIAN",2005-02-01,43.46231396993,1.79006637736291,42.9610996246338,6,0
"Agrihan","MARIAN",2005-03-01,22.6604267756144,2.07133203076608,22.0844326019287,6,0
"Agrihan","MARIAN",2005-04-01,18.0256242752075,0.644282881804862,17.9480533599854,6,0
"Agrihan","MARIAN",2005-05-01,13.3938620885213,0.172152943719761,13.3982911109924,6,0
"Agrihan","MARIAN",2005-06-01,20.1051836013794,0.559306354243625,20.2576370239258,6,0
"Agrihan","MARIAN",2005-07-01,21.8332703908284,0.166904252313846,21.7919025421143,6,0
"Agrihan","MARIAN",2005-08-01,21.8853921890259,0.872327263547745,21.6575012207031,6,0
"Agrihan","MARIAN",2005-09-01,29.2579437891642,1.23815979705902,29.293927192688,6,0
"Agrihan","MARIAN",2005-10-01,21.4816134770711,0.66689636514294,21.3940916061401,6,0
"Agrihan","MARIAN",2005-11-01,34.4951324462891,0.870063317880523,34.5969142913818,6,0
"Agrihan","MARIAN",2005-12-01,54.2521235148112,3.17894410200448,54.292142868042,6,0
"Agrihan","MARIAN",2006-01-01,81.7426923116048,3.6893130679523,83.3983001708984,6,0
"Agrihan","MARIAN",2006-02-01,48.8771203358968,1.08800379784789,48.7131614685059,6,0
"Agrihan","MARIAN",2006-03-01,39.3599522908529,0.581546757064084,39.3173007965088,6,0
"Agrihan","MARIAN",2006-04-01,18.4814732869466,1.20856915124368,18.7273693084717,6,0
"Agrihan","MARIAN",2006-05-01,20.8621218999227,1.4561786128151,20.894248008728,6,0
"Agrihan","MARIAN",2006-06-01,17.6397132873535,0.399472303803293,17.6872224807739,6,0
"Agrihan","MARIAN",2006-07-01,23.1526473363241,0.887967483076564,23.1885662078857,6,0
"Agrihan","MARIAN",2006-08-01,25.0683488845825,0.39188146744333,25.0599699020386,6,0
"Agrihan","MARIAN",2006-09-01,23.5311832427979,1.33058858895567,23.7459573745728,6,0
"Agrihan","MARIAN",2006-10-01,31.7518892288208,1.40161916526863,31.5675277709961,6,0
"Agrihan","MARIAN",2006-11-01,38.5438919067383,0.893428300178539,38.6188793182373,6,0
"Agrihan","MARIAN",2006-12-01,38.3884156545003,1.17748863836697,38.3488235473633,6,0
"Agrihan","MARIAN",2007-01-01,47.3509260813395,9.19463453960757,44.3431930541992,6,0
"Agrihan","MARIAN",2007-02-01,48.2862771352132,2.192244923809,48.4700145721436,6,0
"Agrihan","MARIAN",2007-03-01,35.3106651306152,2.02426176497027,35.6175899505615,6,0
"Agrihan","MARIAN",2007-04-01,14.3919792175293,1.26747516279214,14.1656284332275,6,0
"Agrihan","MARIAN",2007-05-01,14.2657281557719,0.431956007814751,14.4377040863037,6,0
"Agrihan","MARIAN",2007-06-01,16.2955010732015,0.407317567912098,16.2876482009888,6,0
"Agrihan","MARIAN",2007-07-01,21.7303965886434,0.300802277133982,21.7032623291016,6,0
"Agrihan","MARIAN",2007-08-01,25.6916669209798,0.320553876806689,25.7738018035889,6,0
"Agrihan","MARIAN",2007-09-01,22.3329690297445,0.546772056902187,22.2556629180908,6,0
"Agrihan","MARIAN",2007-10-01,32.8033774693807,0.58415141739264,32.8211078643799,6,0
"Agrihan","MARIAN",2007-11-01,39.8666388193766,0.681729909123941,39.9842720031738,6,0
"Agrihan","MARIAN",2007-12-01,51.5463091532389,0.727954507078937,51.7729415893555,6,0
"Agrihan","MARIAN",2008-01-01,49.9483655293783,1.83778537184102,49.5095596313477,6,0
"Agrihan","MARIAN",2008-02-01,54.8511123657227,8.15089430645174,57.3550510406494,6,0
"Agrihan","MARIAN",2008-03-01,23.6119311650594,4.34089019864665,23.6183023452759,6,0
"Agrihan","MARIAN",2008-04-01,13.8959930737813,0.564233607706548,13.7469520568848,6,0
"Agrihan","MARIAN",2008-05-01,18.4859186808268,1.1514268608921,18.5825147628784,6,0
"Agrihan","MARIAN",2008-06-01,19.3051325480143,0.902647691501711,19.306414604187,6,0
"Agrihan","MARIAN",2008-07-01,18.2403014500936,1.69199001260413,18.0437631607056,6,0
"Agrihan","MARIAN",2008-08-01,19.8252668380737,1.77372051008287,19.6328277587891,6,0
"Agrihan","MARIAN",2008-09-01,21.9738531112671,1.28314006098019,22.0875368118286,6,0
"Agrihan","MARIAN",2008-10-01,27.4082234700521,0.346678582320388,27.3911867141724,6,0
"Agrihan","MARIAN",2008-11-01,39.7984428405762,1.23301940693114,39.9613418579102,6,0
"Agrihan","MARIAN",2008-12-01,46.5905787150065,1.63886432876375,46.0595722198486,6,0
"Agrihan","MARIAN",2009-01-01,42.0796222686768,4.85249382579787,41.3015537261963,6,0
"Agrihan","MARIAN",2009-02-01,62.4683945973714,2.81623601795842,63.0588531494141,6,0
"Agrihan","MARIAN",2009-03-01,25.4267870585124,2.74904263456921,24.8197355270386,6,0
"Agrihan","MARIAN",2009-04-01,18.6951503753662,1.61710649683107,18.7484445571899,6,0
"Agrihan","MARIAN",2009-05-01,14.8047129313151,0.415933746329693,14.9428906440735,6,0
"Agrihan","MARIAN",2009-06-01,15.6293411254883,0.972759985615603,15.5655136108398,6,0
"Agrihan","MARIAN",2009-07-01,18.7841116587321,0.371229658192449,18.7900533676147,6,0
"Agrihan","MARIAN",2009-08-01,16.7899742126465,0.772081720155925,16.5136909484863,6,0
"Agrihan","MARIAN",2009-09-01,23.6370296478271,1.58598099995774,23.5311813354492,6,0
"Agrihan","MARIAN",2009-10-01,30.7910750706991,0.910198954035719,30.9857625961304,6,0
"Agrihan","MARIAN",2009-11-01,41.3822758992513,1.56938183772712,41.2958183288574,6,0
"Agrihan","MARIAN",2009-12-01,47.6450379689535,1.87369418968213,47.9602851867676,6,0
"Agrihan","MARIAN",2010-01-01,76.9942868550618,2.12318245475142,76.8498229980469,6,0
"Agrihan","MARIAN",2010-02-01,69.6097157796224,2.98633702249706,69.8047065734863,6,0
"Agrihan","MARIAN",2010-03-01,38.3926232655843,3.58089887047559,39.5903968811035,6,0
"Agrihan","MARIAN",2010-04-01,28.655800819397,1.70589368526248,29.0805702209473,6,0
"Agrihan","MARIAN",2010-05-01,14.0918323198954,0.98130067000823,14.1947326660156,6,0
"Agrihan","MARIAN",2010-06-01,18.5630502700806,0.530298417479981,18.5736379623413,6,0
"Agrihan","MARIAN",2010-07-01,25.8852647145589,0.296902626924823,25.7600231170654,6,0
"Agrihan","MARIAN",2010-08-01,25.6111545562744,0.37671727528792,25.6606149673462,6,0
"Agrihan","MARIAN",2010-09-01,24.8677504857381,0.846382695787984,24.6385040283203,6,0
"Agrihan","MARIAN",2010-10-01,23.9105644226074,0.993881868079785,23.6255474090576,6,0
"Agrihan","MARIAN",2010-11-01,42.5293006896973,0.979647952085585,42.8901748657227,6,0
"Agrihan","MARIAN",2010-12-01,42.58527247111,2.21602153288498,41.8631610870361,6,0
"Agrihan","MARIAN",2011-01-01,65.7228399912516,2.12516830525461,65.2784423828125,6,0
"Agrihan","MARIAN",2011-02-01,49.0430844624837,3.74255317300426,49.9589653015137,6,0
"Agrihan","MARIAN",2011-03-01,28.7255922953288,1.31062073246614,28.8784894943237,6,0
"Agrihan","MARIAN",2011-04-01,17.7279138565063,1.3406852359919,17.7343692779541,6,0
"Agrihan","MARIAN",2011-05-01,13.9159827232361,0.147375327089119,13.9008989334106,6,0
"Agrihan","MARIAN",2011-06-01,22.729056040446,2.60558881396233,22.6559534072876,6,0
"Agrihan","MARIAN",2011-07-01,20.465874671936,1.54245763113051,20.4998502731323,6,0
"Agrihan","MARIAN",2011-08-01,27.2523784637451,0.769527338165775,27.2933197021484,6,0
"Agrihan","MARIAN",2011-09-01,15.2763195037842,0.664463182226163,15.1080451011658,6,0
"Agrihan","MARIAN",2011-10-01,24.0702114105225,0.915259624884463,24.1939859390259,6,0
"Agrihan","MARIAN",2011-11-01,41.8236770629883,1.26557145642891,41.7544422149658,6,0
"Agrihan","MARIAN",2011-12-01,55.7921549479167,5.61482717277231,57.5156898498535,6,0
"Agrihan","MARIAN",2012-01-01,79.2546195983887,4.92116002961667,80.3899574279785,6,0
"Agrihan","MARIAN",2012-02-01,47.8245404561361,3.87600130965204,48.3032779693604,6,0
"Agrihan","MARIAN",2012-03-01,39.2388089497884,3.81088187119277,38.7551078796387,6,0
"Agrihan","MARIAN",2012-04-01,17.5600819587708,2.0664152148279,16.9602737426758,6,0
"Agrihan","MARIAN",2012-05-01,13.7631918589274,0.509961068216891,13.814163684845,6,0
"Agrihan","MARIAN",2012-06-01,15.2927654584249,0.905362667410927,15.2448868751526,6,0
"Agrihan","MARIAN",2012-07-01,20.7704699834188,1.47447619911725,20.9957580566406,6,0
"Agrihan","MARIAN",2012-08-01,23.8907372156779,0.689276274298511,23.9003820419312,6,0
"Agrihan","MARIAN",2012-09-01,21.3901748657227,0.638835583826341,21.6352443695068,6,0
"Agrihan","MARIAN",2012-10-01,36.1740659077962,0.823301018090664,36.2149963378906,6,0
"Agrihan","MARIAN",2012-11-01,40.403361638387,1.6691843107443,39.8653259277344,6,0
"Agrihan","MARIAN",2012-12-01,40.8047428131104,4.97506192684702,40.3334350585938,6,0
"Agrihan","MARIAN",2013-01-01,68.2540721893311,4.80773208402955,68.9741630554199,6,0
"Agrihan","MARIAN",2013-02-01,56.2059605916341,4.98403482921409,56.0984268188477,6,0
"Agrihan","MARIAN",2013-03-01,34.6973743438721,1.32171924840166,34.1777896881104,6,0
"Agrihan","MARIAN",2013-04-01,13.4771763483683,0.718725439985743,13.6474223136902,6,0
"Agrihan","MARIAN",2013-05-01,14.4063981374105,0.996792399207632,14.3156008720398,6,0
"Agrihan","MARIAN",2013-06-01,21.1130806605021,0.199360426748487,21.1029853820801,6,0
"Agrihan","MARIAN",2013-07-01,18.1249787012736,0.881326682608976,18.1580963134766,6,0
"Agrihan","MARIAN",2013-08-01,17.0837534268697,1.11125545202198,17.3109140396118,6,0
"Agrihan","MARIAN",2013-09-01,22.3765608469645,0.40104580118399,22.4287509918213,6,0
"Agrihan","MARIAN",2013-10-01,34.3150812784831,0.539981814845086,34.2884407043457,6,0
"Agrihan","MARIAN",2013-11-01,44.2333679199219,1.23569777540922,44.3434009552002,6,0
"Agrihan","MARIAN",2013-12-01,51.3518110911051,3.777926855273,51.6982173919678,6,0
"Agrihan","MARIAN",2014-01-01,73.906182607015,3.02183710579288,74.4335479736328,6,0
"Agrihan","MARIAN",2014-02-01,69.5775458017985,8.62756012708877,72.1329193115234,6,0
"Agrihan","MARIAN",2014-03-01,43.4904301961263,3.76821354715132,43.6439933776855,6,0
"Agrihan","MARIAN",2014-04-01,12.8619941075643,0.713378345136321,12.8356800079346,6,0
"Agrihan","MARIAN",2014-05-01,12.4195305506388,0.934262981306212,12.2710618972778,6,0
"Agrihan","MARIAN",2014-06-01,14.5132185618083,0.722411894465795,14.5320830345154,6,0
"Agrihan","MARIAN",2014-07-01,22.8644399642944,1.20165767131063,22.8656749725342,6,0
"Agrihan","MARIAN",2014-08-01,19.4977429707845,0.939875267517759,19.264931678772,6,0
"Agrihan","MARIAN",2014-09-01,22.5965814590454,0.451422914740202,22.5190181732178,6,0
"Agrihan","MARIAN",2014-10-01,28.05939356486,0.837928833292714,28.1804599761963,6,0
"Agrihan","MARIAN",2014-11-01,27.3569221496582,1.52626757354822,27.5407066345215,6,0
"Agrihan","MARIAN",2014-12-01,46.9941488901774,1.65449594359775,46.9104251861572,6,0
"Agrihan","MARIAN",2015-01-01,53.3551718393962,2.07549971163939,53.1117382049561,6,0
"Agrihan","MARIAN",2015-02-01,64.4415938059489,3.43836138594915,63.9424171447754,6,0
"Agrihan","MARIAN",2015-03-01,38.9398250579834,2.02842596154946,39.1712818145752,6,0
"Agrihan","MARIAN",2015-04-01,20.8369328180949,0.706303203839662,20.7058687210083,6,0
"Agrihan","MARIAN",2015-05-01,16.3852725028992,1.50309345150857,15.8253474235535,6,0
"Agrihan","MARIAN",2015-06-01,17.9001191457113,1.29079972479618,17.3624715805054,6,0
"Agrihan","MARIAN",2015-07-01,22.7511450449626,0.684064778572955,23.0179004669189,6,0
"Agrihan","MARIAN",2015-08-01,20.3207343419393,0.562477071737398,20.1041202545166,6,0
"Agrihan","MARIAN",2015-09-01,19.694686571757,0.715288921989605,19.7685995101929,6,0
"Agrihan","MARIAN",2015-10-01,32.936279296875,1.94164922836331,33.0849761962891,6,0
"Agrihan","MARIAN",2015-11-01,43.2240982055664,5.48697571155442,46.246561050415,6,0
"Agrihan","MARIAN",2015-12-01,55.9680163065592,2.37359901123954,55.658784866333,6,0
"Agrihan","MARIAN",2016-01-01,50.8645439147949,1.53275378479454,51.3203716278076,6,0
"Agrihan","MARIAN",2016-02-01,44.5119915008545,2.34860623636936,45.1794166564941,6,0
"Agrihan","MARIAN",2016-03-01,19.3117688496908,1.60220892455076,19.1921110153198,6,0
"Agrihan","MARIAN",2016-04-01,19.7500365575155,0.383802616344408,19.7270383834839,6,0
"Agrihan","MARIAN",2016-05-01,18.4652802149455,1.01153517080381,18.221170425415,6,0
"Agrihan","MARIAN",2016-06-01,15.0199031829834,0.392028859834903,14.9845457077026,6,0
"Agrihan","MARIAN",2016-07-01,17.8697907129924,0.197289761329504,17.962986946106,6,0
"Agrihan","MARIAN",2016-08-01,25.4630228678385,0.486517758207605,25.4631881713867,6,0
"Agrihan","MARIAN",2016-09-01,35.3265431722005,0.406329976142676,35.3358516693115,6,0
"Agrihan","MARIAN",2016-10-01,29.1266775131226,0.645644705683868,29.2728109359741,6,0
"Agrihan","MARIAN",2016-11-01,42.4982140858968,0.619003968928404,42.6427745819092,6,0
"Agrihan","MARIAN",2016-12-01,55.7182032267253,1.31322779656119,55.1470584869385,6,0
"Agrihan","MARIAN",2017-01-01,90.0935719807943,0.574982247933496,90.1302375793457,6,0
"Agrihan","MARIAN",2017-02-01,80.5816993713379,2.54658003952266,80.1755981445312,6,0
"Agrihan","MARIAN",2017-03-01,29.1341393788656,2.3313178856166,29.3553342819214,6,0
