"island","REGION","mean","sd","median","n_cells","na_cells","time"
"Saipan","MARIAN",19.3832534790039,0.578414093467903,19.3502712249756,5,0,1996-07-01
"Tinian","MARIAN",19.473851612636,1.03334381515503,19.3502712249756,7,0,1996-07-01
"Jarvis","PRIAs",25.5480389595032,1.81330109692955,25.4805822372437,4,0,1996-07-01
"Rota","MARIAN",17.927526473999,0.330438061514741,18.0298042297363,5,0,1996-07-01
"Aguijan","MARIAN",19.2622741063436,1.2755802037383,19.0769357681274,6,0,1996-07-01
"Sarigan","MARIAN",21.4075422286987,0.943900583800419,21.4232158660889,4,0,1996-07-01
"Guguan","MARIAN",23.103289604187,0.354529505098881,22.9634275436401,4,0,1996-07-01
"Pagan","MARIAN",22.6445450782776,0.37440670569003,22.7068004608154,4,0,1996-07-01
"Agrihan","MARIAN",21.5995848973592,0.456997728400661,21.5351095199585,6,0,1996-07-01
"Asuncion","MARIAN",21.574182510376,0.548069134763803,21.5188102722168,4,0,1996-07-01
"Farallon de Pajaros","MARIAN",17.9953265190125,0.705442497455458,17.9118814468384,4,0,1996-07-01
"Tau","SAMOA",57.0767415364583,3.69407297117302,57.2121963500977,6,0,1996-07-01
"Alamagan","MARIAN",23.248724937439,0.482775553925915,23.2846965789795,4,0,1996-07-01
"Swains","SAMOA",52.113712310791,0.557806149345997,52.1477298736572,4,0,1996-07-01
"Howland","PRIAs",16.6570110321045,0.266690990143102,16.636004447937,4,0,1996-07-01
"Laysan","NWHI",18.7963833808899,0.86068079456507,18.9219436645508,4,0,1996-07-01
"Nihoa","NWHI",17.5857286453247,1.49643508943137,18.1505584716797,3,1,1996-07-01
"Maug","MARIAN",20.5672788619995,0.873949442673396,20.5415363311768,4,0,1996-07-01
"Necker","NWHI",18.8546466827393,0.715074074022938,19.2234411239624,6,0,1996-07-01
"Ofu & Olosega","SAMOA",56.8401769002279,3.40225089164616,57.2121963500977,6,0,1996-07-01
"Baker","PRIAs",17.6117977142334,1.1143149554162,17.2478656768799,5,0,1996-07-01
"Hawaii","MHI",25.437669912974,2.50374462813372,25.970232963562,24,1,1996-08-01
"Maui","MHI",20.4029391407967,2.7390778212766,20.623143196106,16,1,1996-08-01
"Oahu","MHI",19.6990544455392,1.43434988760108,19.8341798782349,14,1,1996-08-01
"Kauai","MHI",17.3626137574514,2.24228159403728,17.1933212280273,12,0,1996-08-01
"Molokai","MHI",17.5348405838013,1.30946209191796,17.7628002166748,11,1,1996-08-01
"Guam","MARIAN",15.1717957496643,0.528964067390281,15.1948485374451,10,1,1996-08-01
"Lanai","MHI",17.7987734930856,1.63584425468865,18.3884220123291,7,1,1996-08-01
"Niihau","MHI",18.5408297777176,2.28966503225617,19.1537914276123,8,0,1996-08-01
"Tutuila","SAMOA",48.3555990854899,4.26944685564154,48.7252101898193,6,0,1996-08-01
"Saipan","MARIAN",17.0604114532471,0.695332064012856,16.9559211730957,5,0,1996-08-01
"Tinian","MARIAN",16.7294765199934,0.574013481606589,16.6546974182129,7,0,1996-08-01
"Jarvis","PRIAs",22.3947877883911,1.83840414923908,22.3654766082764,4,0,1996-08-01
"Rota","MARIAN",16.0020587921143,0.230405513561072,15.8772087097168,5,0,1996-08-01
"Aguijan","MARIAN",16.5241843859355,0.538437779566625,16.3254041671753,6,0,1996-08-01
"Sarigan","MARIAN",16.4206113815308,0.0612051844317054,16.4420442581177,4,0,1996-08-01
"Guguan","MARIAN",14.4015746116638,0.680157046879926,14.4898715019226,4,0,1996-08-01
"Pagan","MARIAN",14.25372838974,0.344693312578984,14.1778502464294,4,0,1996-08-01
"Agrihan","MARIAN",14.2320685386658,0.51332053041637,14.1411371231079,6,0,1996-08-01
"Asuncion","MARIAN",16.1762926578522,0.356440911015439,16.1931991577148,4,0,1996-08-01
"Farallon de Pajaros","MARIAN",18.9576849937439,0.400390227769903,18.9863615036011,4,0,1996-08-01
"Tau","SAMOA",58.5062262217204,1.77801668097483,58.2782363891602,6,0,1996-08-01
"Alamagan","MARIAN",14.0483939647675,0.36757681430212,14.0043792724609,4,0,1996-08-01
"Swains","SAMOA",46.1858777999878,1.67725053259652,46.5619964599609,4,0,1996-08-01
"Howland","PRIAs",18.9543561935425,0.667540743773565,18.9844961166382,4,0,1996-08-01
"Laysan","NWHI",14.8655185699463,1.98974180629689,14.5252833366394,4,0,1996-08-01
"Nihoa","NWHI",18.6173585255941,0.237882171056566,18.4876861572266,3,1,1996-08-01
"Maug","MARIAN",17.2229919433594,0.602341263869239,17.1914167404175,4,0,1996-08-01
"Necker","NWHI",17.5722764333089,0.748561066150293,17.7559213638306,6,0,1996-08-01
"Ofu & Olosega","SAMOA",56.8162466684977,2.21447441135893,56.7843208312988,6,0,1996-08-01
"Baker","PRIAs",18.3439491271973,0.466018248878196,18.0934066772461,5,0,1996-08-01
"Hawaii","MHI",31.804322163264,2.28879050415621,31.5048637390137,24,1,1996-09-01
"Maui","MHI",26.5661437511444,3.02047954369012,26.4159851074219,16,1,1996-09-01
"Oahu","MHI",25.554480280195,1.06129412257371,25.8460807800293,14,1,1996-09-01
"Kauai","MHI",23.4284017880758,0.916118657359906,23.1620569229126,12,0,1996-09-01
"Molokai","MHI",23.5561923980713,1.744035065267,23.8729248046875,11,1,1996-09-01
"Guam","MARIAN",25.2202001571655,0.457843006868391,25.22829246521,10,1,1996-09-01
"Lanai","MHI",24.0021904536656,2.11074511287986,24.7163257598877,7,1,1996-09-01
"Niihau","MHI",24.4408740997314,0.955480626230728,24.3894090652466,8,0,1996-09-01
"Tutuila","SAMOA",54.1844437917074,1.49498272510791,54.1978282928467,6,0,1996-09-01
"Saipan","MARIAN",21.5904747009277,0.572693464410578,21.6105289459229,5,0,1996-09-01
"Tinian","MARIAN",21.8862457275391,0.555879783262099,21.6792449951172,7,0,1996-09-01
"Jarvis","PRIAs",24.0128364562988,0.189656980478612,24.0062341690063,4,0,1996-09-01
"Rota","MARIAN",24.0206150054932,0.980970073686856,23.5799503326416,5,0,1996-09-01
"Aguijan","MARIAN",22.1052878697713,0.583607895807851,21.9455976486206,6,0,1996-09-01
"Sarigan","MARIAN",23.1443758010864,0.365684979108863,23.1988477706909,4,0,1996-09-01
"Guguan","MARIAN",23.0161542892456,0.431364497107303,23.0799655914307,4,0,1996-09-01
"Pagan","MARIAN",20.0414967536926,1.38917733542572,19.9634370803833,4,0,1996-09-01
"Agrihan","MARIAN",19.4923785527547,0.574581740440786,19.4762344360352,6,0,1996-09-01
"Asuncion","MARIAN",22.2641053199768,1.46432219213236,22.4348592758179,4,0,1996-09-01
"Farallon de Pajaros","MARIAN",22.492823600769,0.322839597165453,22.5737705230713,4,0,1996-09-01
"Tau","SAMOA",55.6867148081462,1.28018708250725,55.7085113525391,6,0,1996-09-01
"Alamagan","MARIAN",22.2977285385132,1.08896726221644,22.6273593902588,4,0,1996-09-01
"Swains","SAMOA",42.2817668914795,0.380888517480585,42.2586708068848,4,0,1996-09-01
"Howland","PRIAs",18.1711363792419,0.698530274689432,18.1681032180786,4,0,1996-09-01
"Laysan","NWHI",18.9216341972351,0.978098115239474,18.7910575866699,4,0,1996-09-01
"Nihoa","NWHI",21.1497605641683,1.00423739117737,21.2950077056885,3,1,1996-09-01
"Maug","MARIAN",22.2620716094971,0.53512703085545,22.3677549362183,4,0,1996-09-01
"Necker","NWHI",21.6853802998861,1.05823811228694,21.939019203186,6,0,1996-09-01
"Ofu & Olosega","SAMOA",56.37672996521,0.841487141331262,56.0341014862061,6,0,1996-09-01
"Baker","PRIAs",18.3708038330078,0.835347401204408,17.8461284637451,5,0,1996-09-01
"Hawaii","MHI",34.7276913324992,3.24705286386173,34.8061275482178,24,1,1996-10-01
"Maui","MHI",31.9853715896606,5.26192545586871,31.3547239303589,16,1,1996-10-01
"Oahu","MHI",27.976781981332,2.26428573243884,28.3331136703491,14,1,1996-10-01
"Kauai","MHI",27.1695467631022,1.76763589058713,26.6361227035522,12,0,1996-10-01
"Molokai","MHI",27.5275528647683,3.17447347442246,26.8612785339355,11,1,1996-10-01
"Guam","MARIAN",18.6715312957764,0.803675809110105,18.9382095336914,10,1,1996-10-01
"Lanai","MHI",26.312750680106,1.41272273338944,26.5626888275146,7,1,1996-10-01
"Niihau","MHI",27.8109090328217,1.36525326910899,27.512939453125,8,0,1996-10-01
"Tutuila","SAMOA",24.8871062596639,2.16273339381471,24.9878273010254,6,0,1996-10-01
"Saipan","MARIAN",24.0032260894775,0.924744842913996,23.7769718170166,5,0,1996-10-01
"Tinian","MARIAN",23.1310408455985,1.00055269505602,22.8933773040771,7,0,1996-10-01
"Jarvis","PRIAs",25.200249671936,1.33041203985649,25.1433238983154,4,0,1996-10-01
"Rota","MARIAN",18.8429607391357,1.29280662851256,18.2252521514893,5,0,1996-10-01
"Aguijan","MARIAN",22.7184213002523,0.703009672605428,22.7514715194702,6,0,1996-10-01
"Sarigan","MARIAN",27.8615007400513,0.729145477745497,28.1080131530762,4,0,1996-10-01
"Guguan","MARIAN",31.9908180236816,1.77267024830407,31.9598274230957,4,0,1996-10-01
"Pagan","MARIAN",35.3064727783203,1.1627785204618,35.2585201263428,4,0,1996-10-01
"Agrihan","MARIAN",33.4263884226481,0.74635521403496,33.6377105712891,6,0,1996-10-01
"Asuncion","MARIAN",24.133939743042,1.86213291178366,23.9694528579712,4,0,1996-10-01
"Farallon de Pajaros","MARIAN",17.3560810089111,0.710023382874545,17.425103187561,4,0,1996-10-01
"Tau","SAMOA",22.8038914998372,1.98194022801107,22.350661277771,6,0,1996-10-01
"Alamagan","MARIAN",34.6155920028687,1.43500821944186,34.3807830810547,4,0,1996-10-01
"Swains","SAMOA",16.0018002986908,0.165516906044634,15.9784979820251,4,0,1996-10-01
"Howland","PRIAs",18.3601975440979,0.599840504729123,18.3494415283203,4,0,1996-10-01
"Laysan","NWHI",30.5385975837708,1.70771322765334,30.6760120391846,4,0,1996-10-01
"Nihoa","NWHI",24.4455324808757,4.66344977800447,22.4376621246338,3,1,1996-10-01
"Maug","MARIAN",21.614269733429,1.08688956873973,21.9032201766968,4,0,1996-10-01
"Necker","NWHI",25.3909441630046,2.17932976635615,25.5437889099121,6,0,1996-10-01
"Ofu & Olosega","SAMOA",21.5044161478678,1.54869429040152,21.1551713943481,6,0,1996-10-01
"Baker","PRIAs",18.6055393218994,0.935330498397873,18.1189746856689,5,0,1996-10-01
"Hawaii","MHI",43.7507950464884,1.89228265661246,43.7679882049561,24,1,1996-11-01
"Maui","MHI",39.2419191598892,5.9422389174355,39.0101776123047,16,1,1996-11-01
"Oahu","MHI",41.6517244066511,3.86056370103581,40.0564193725586,14,1,1996-11-01
"Kauai","MHI",41.0693305333455,3.22541781034761,41.0565490722656,12,0,1996-11-01
"Molokai","MHI",37.034778768366,3.53535682382267,37.5930290222168,11,1,1996-11-01
"Guam","MARIAN",36.5984630584717,2.20868657652091,36.6739597320557,10,1,1996-11-01
"Lanai","MHI",34.4715420859201,2.92760087752978,33.9912414550781,7,1,1996-11-01
"Niihau","MHI",43.4630861282349,2.54889069933935,43.3958473205566,8,0,1996-11-01
"Tutuila","SAMOA",18.48606300354,0.560453899196352,18.4508457183838,6,0,1996-11-01
"Saipan","MARIAN",35.6798984527588,2.91269274066363,36.0415000915527,5,0,1996-11-01
"Tinian","MARIAN",33.9572315216064,2.12409585941507,34.4040336608887,7,0,1996-11-01
"Jarvis","PRIAs",17.4123921394348,1.1764737583211,17.4048776626587,4,0,1996-11-01
"Rota","MARIAN",36.1660980224609,1.30340401399272,35.3727188110352,5,0,1996-11-01
"Aguijan","MARIAN",33.4115279515584,1.79170853640068,33.3803977966309,6,0,1996-11-01
"Sarigan","MARIAN",49.8196477890015,1.08758661643923,49.9753227233887,4,0,1996-11-01
"Guguan","MARIAN",47.937084197998,1.07160996755895,47.8353710174561,4,0,1996-11-01
"Pagan","MARIAN",48.4962148666382,1.44015967378891,48.5857315063477,4,0,1996-11-01
"Agrihan","MARIAN",43.991881052653,1.37135381118611,43.8250560760498,6,0,1996-11-01
"Asuncion","MARIAN",35.8263597488403,2.20357021358832,35.9799633026123,4,0,1996-11-01
"Farallon de Pajaros","MARIAN",25.806544303894,1.25016469184878,26.1852922439575,4,0,1996-11-01
"Tau","SAMOA",17.020171324412,1.00770950370857,16.8957643508911,6,0,1996-11-01
"Alamagan","MARIAN",48.2603712081909,0.595413252084382,48.2339859008789,4,0,1996-11-01
"Swains","SAMOA",16.0000047683716,0.191404140468301,15.9820809364319,4,0,1996-11-01
"Howland","PRIAs",20.2604188919067,0.703392961622552,20.2150564193726,4,0,1996-11-01
"Laysan","NWHI",44.2268962860107,4.95405974210298,45.8701343536377,4,0,1996-11-01
"Nihoa","NWHI",27.4609285990397,2.84509552224318,28.6765766143799,3,1,1996-11-01
"Maug","MARIAN",32.8670349121094,2.42590982406741,33.017541885376,4,0,1996-11-01
"Necker","NWHI",36.0128803253174,3.78199191628833,36.4231662750244,6,0,1996-11-01
"Ofu & Olosega","SAMOA",17.0791193644206,0.934749169783436,16.8957643508911,6,0,1996-11-01
"Baker","PRIAs",20.5742240905762,1.06687727749189,20.5567226409912,5,0,1996-11-01
"Hawaii","MHI",45.3370409011841,3.46251325957309,45.3588314056396,24,1,1996-12-01
"Maui","MHI",46.6299324035645,6.62810124781477,45.3222389221191,16,1,1996-12-01
"Oahu","MHI",46.5775579724993,4.88531050847446,46.9313488006592,14,1,1996-12-01
"Kauai","MHI",56.8763507207235,4.05374530966626,57.3131771087646,12,0,1996-12-01
"Molokai","MHI",48.3775239424272,5.41869133977452,48.4144973754883,11,1,1996-12-01
"Guam","MARIAN",35.0924697875977,6.05155836750483,37.1441898345947,10,1,1996-12-01
"Lanai","MHI",42.0348625183105,2.21653474454374,41.7778244018555,7,1,1996-12-01
"Niihau","MHI",56.9497990608215,3.60386287990343,57.3093643188477,8,0,1996-12-01
"Tutuila","SAMOA",21.999618212382,0.522061104868124,22.086501121521,6,0,1996-12-01
"Saipan","MARIAN",37.4176414489746,2.32590951166217,36.7861633300781,5,0,1996-12-01
"Tinian","MARIAN",34.9994346073696,2.85214006644144,35.842399597168,7,0,1996-12-01
"Jarvis","PRIAs",29.9829087257385,2.2532701933696,29.9868450164795,4,0,1996-12-01
"Rota","MARIAN",39.657470703125,0.959867633714377,39.5116767883301,5,0,1996-12-01
"Aguijan","MARIAN",34.8050368626912,2.90545860178465,36.1054553985596,6,0,1996-12-01
"Sarigan","MARIAN",49.6738681793213,1.40192599925809,49.6203308105469,4,0,1996-12-01
"Guguan","MARIAN",53.3661804199219,1.23236308973327,53.122766494751,4,0,1996-12-01
"Pagan","MARIAN",51.7952356338501,1.22363863530962,52.0512447357178,4,0,1996-12-01
"Agrihan","MARIAN",49.3531494140625,2.79831869799102,49.2789707183838,6,0,1996-12-01
"Asuncion","MARIAN",37.7464065551758,1.8458369946819,37.5706081390381,4,0,1996-12-01
"Farallon de Pajaros","MARIAN",41.5143136978149,3.82682902542135,41.8416080474854,4,0,1996-12-01
"Tau","SAMOA",21.0246699651082,0.783915530056603,21.2259550094604,6,0,1996-12-01
"Alamagan","MARIAN",52.7989740371704,1.62186818217152,52.487642288208,4,0,1996-12-01
"Swains","SAMOA",17.2056279182434,0.464752478844877,17.1617183685303,4,0,1996-12-01
"Howland","PRIAs",18.6316838264465,0.452372053086713,18.5902872085571,4,0,1996-12-01
"Laysan","NWHI",52.8715534210205,5.46048595714508,53.9808521270752,4,0,1996-12-01
"Nihoa","NWHI",51.6660232543945,2.91432126061104,50.4509811401367,3,1,1996-12-01
"Maug","MARIAN",34.9025821685791,0.797700579987497,35.0167808532715,4,0,1996-12-01
"Necker","NWHI",46.5942153930664,5.57706002277276,46.1925182342529,6,0,1996-12-01
"Ofu & Olosega","SAMOA",20.5927136739095,0.766057687200767,20.3382778167725,6,0,1996-12-01
"Baker","PRIAs",19.9867237091064,0.859100802225323,19.5811634063721,5,0,1996-12-01
"Hawaii","MHI",29.1613848209381,3.03643264567711,29.4848728179932,24,1,1997-01-01
"Maui","MHI",31.3100227117538,3.15578617092459,29.685173034668,16,1,1997-01-01
"Oahu","MHI",42.486841746739,4.7248815305702,43.1934356689453,14,1,1997-01-01
"Kauai","MHI",42.5748599370321,4.77510950472564,41.9452247619629,12,0,1997-01-01
"Molokai","MHI",38.3362284573642,6.08706885380621,38.3647499084473,11,1,1997-01-01
"Guam","MARIAN",26.9903583526611,2.16138020595812,25.9747457504272,10,1,1997-01-01
"Lanai","MHI",31.1736461094448,3.57153545840467,29.5138244628906,7,1,1997-01-01
"Niihau","MHI",45.2255053520203,2.43576099359068,46.4579010009766,8,0,1997-01-01
"Tutuila","SAMOA",21.3431399663289,0.206295775693598,21.3465547561646,6,0,1997-01-01
"Saipan","MARIAN",38.4503524780273,0.99873591824991,38.6748924255371,5,0,1997-01-01
"Tinian","MARIAN",38.0134582519531,0.719222747378737,37.7716903686523,7,0,1997-01-01
"Jarvis","PRIAs",40.0379514694214,1.55273099575464,40.0137424468994,4,0,1997-01-01
"Rota","MARIAN",31.9284488677979,2.40887024014727,31.4452095031738,5,0,1997-01-01
"Aguijan","MARIAN",37.9000174204508,0.720921387445416,37.7245311737061,6,0,1997-01-01
"Sarigan","MARIAN",45.6558847427368,3.30490924945308,45.8431167602539,4,0,1997-01-01
"Guguan","MARIAN",52.1307506561279,1.40465348982972,52.6068267822266,4,0,1997-01-01
"Pagan","MARIAN",45.0329036712646,7.63797536631051,45.9221820831299,4,0,1997-01-01
"Agrihan","MARIAN",53.9180774688721,2.71681842155738,54.8375720977783,6,0,1997-01-01
"Asuncion","MARIAN",68.1396503448486,1.86076748418511,68.1224365234375,4,0,1997-01-01
"Farallon de Pajaros","MARIAN",46.234748840332,3.01496368500343,45.8632850646973,4,0,1997-01-01
"Tau","SAMOA",19.6420555114746,0.618824311661145,19.6134433746338,6,0,1997-01-01
"Alamagan","MARIAN",51.022180557251,2.38581471183646,51.191686630249,4,0,1997-01-01
"Swains","SAMOA",22.4546813964844,0.314396904977343,22.4370584487915,4,0,1997-01-01
"Howland","PRIAs",28.3316874504089,1.89588300625718,28.144097328186,4,0,1997-01-01
"Laysan","NWHI",58.8079652786255,5.50565776507525,58.5766639709473,4,0,1997-01-01
"Nihoa","NWHI",65.1755091349284,5.22203505406389,64.7961273193359,3,1,1997-01-01
"Maug","MARIAN",68.0024280548096,3.46166432340504,68.0936965942383,4,0,1997-01-01
"Necker","NWHI",37.7904396057129,3.87448804084106,37.6866397857666,6,0,1997-01-01
"Ofu & Olosega","SAMOA",20.0495494206746,1.18498337727567,19.6134433746338,6,0,1997-01-01
"Baker","PRIAs",32.8738555908203,1.87208166638669,33.2204933166504,5,0,1997-01-01
"Hawaii","MHI",38.010630607605,3.53356138852339,37.4780578613281,24,1,1997-02-01
"Maui","MHI",26.0204784870148,3.8583840912316,25.6679792404175,16,1,1997-02-01
"Oahu","MHI",26.7629023960658,4.57841606322826,27.3672742843628,14,1,1997-02-01
"Kauai","MHI",26.0118142763774,1.69252078418082,25.9025287628174,12,0,1997-02-01
"Molokai","MHI",24.4384254108776,3.07059996197635,24.7720890045166,11,1,1997-02-01
"Guam","MARIAN",42.0640766143799,3.66248040300292,42.6350250244141,10,1,1997-02-01
"Lanai","MHI",24.6918825422015,3.23411097843456,26.1244831085205,7,1,1997-02-01
"Niihau","MHI",25.850949048996,1.33468494197351,25.5243062973022,8,0,1997-02-01
"Tutuila","SAMOA",19.7805811564128,0.657321134769208,19.8856678009033,6,0,1997-02-01
"Saipan","MARIAN",47.359334564209,1.69286944915785,47.5835800170898,5,0,1997-02-01
"Tinian","MARIAN",45.1496571132115,2.90220948324264,44.5801010131836,7,0,1997-02-01
"Jarvis","PRIAs",29.1927781105042,1.57913527758724,29.2009735107422,4,0,1997-02-01
"Rota","MARIAN",38.2665412902832,1.2447689641329,38.0435409545898,5,0,1997-02-01
"Aguijan","MARIAN",43.2096633911133,3.65946599977591,44.2236671447754,6,0,1997-02-01
"Sarigan","MARIAN",50.9644145965576,0.702065922839169,50.8628273010254,4,0,1997-02-01
"Guguan","MARIAN",57.1780261993408,3.73231695170907,57.1518821716309,4,0,1997-02-01
"Pagan","MARIAN",63.4589080810547,1.70798536293664,63.0929203033447,4,0,1997-02-01
"Agrihan","MARIAN",50.61922899882,6.69353652797351,51.8890037536621,6,0,1997-02-01
"Asuncion","MARIAN",36.6272888183594,2.28515296829708,36.1857967376709,4,0,1997-02-01
"Farallon de Pajaros","MARIAN",43.8998756408691,1.42447101985006,43.7622928619385,4,0,1997-02-01
"Tau","SAMOA",19.2876164118449,0.231419148934321,19.2515239715576,6,0,1997-02-01
"Alamagan","MARIAN",62.466010093689,2.93834651544268,62.413459777832,4,0,1997-02-01
"Swains","SAMOA",20.7039742469788,0.278349417566118,20.6830892562866,4,0,1997-02-01
"Howland","PRIAs",25.6903405189514,0.456949241460375,25.7290544509888,4,0,1997-02-01
"Laysan","NWHI",19.2184886932373,1.41480485167826,19.6217660903931,4,0,1997-02-01
"Nihoa","NWHI",23.5602264404297,1.2094671193761,24.1565170288086,3,1,1997-02-01
"Maug","MARIAN",39.7849893569946,1.97730505076604,39.9918365478516,4,0,1997-02-01
"Necker","NWHI",18.1911455790202,1.3704447656878,18.3025693893433,6,0,1997-02-01
"Ofu & Olosega","SAMOA",19.3409560521444,0.200069737928891,19.3666973114014,6,0,1997-02-01
"Baker","PRIAs",25.7331817626953,0.132012183355472,25.7003726959229,5,0,1997-02-01
"Hawaii","MHI",22.7549357414246,3.75948242844928,22.681170463562,24,1,1997-03-01
"Maui","MHI",20.7159176468849,2.63985826706716,20.2427349090576,16,1,1997-03-01
"Oahu","MHI",20.958811214992,1.37117920463433,20.7708806991577,14,1,1997-03-01
"Kauai","MHI",26.44438123703,2.87974407775524,26.50208568573,12,0,1997-03-01
"Molokai","MHI",18.6417781656439,1.66390431191342,18.869457244873,11,1,1997-03-01
"Guam","MARIAN",35.9543771743774,3.48398957755455,36.6278553009033,10,1,1997-03-01
"Lanai","MHI",19.7598398753575,2.65121735462453,19.9338474273682,7,1,1997-03-01
"Niihau","MHI",26.4436478614807,1.83993340977273,26.7650461196899,8,0,1997-03-01
"Tutuila","SAMOA",23.5059178670247,0.516739745300123,23.4810104370117,6,0,1997-03-01
"Saipan","MARIAN",33.2373176574707,1.47525367233796,33.3558654785156,5,0,1997-03-01
"Tinian","MARIAN",32.8230751582554,1.2453231187355,32.7469673156738,7,0,1997-03-01
"Jarvis","PRIAs",13.6882500648499,0.452144151644837,13.6760144233704,4,0,1997-03-01
"Rota","MARIAN",31.8296543121338,1.03719225434314,31.7562274932861,5,0,1997-03-01
"Aguijan","MARIAN",32.508768081665,1.44672628473181,32.0459566116333,6,0,1997-03-01
"Sarigan","MARIAN",44.4927835464478,1.733052656913,44.7746086120605,4,0,1997-03-01
"Guguan","MARIAN",54.9986438751221,2.19175095702203,54.910177230835,4,0,1997-03-01
"Pagan","MARIAN",54.3993244171143,3.19439027560419,53.397367477417,4,0,1997-03-01
"Agrihan","MARIAN",54.9290733337402,4.34100977842725,54.3623008728027,6,0,1997-03-01
"Asuncion","MARIAN",31.274923324585,4.59162293542801,31.6392211914062,4,0,1997-03-01
"Farallon de Pajaros","MARIAN",27.4115867614746,4.26034951709512,26.4248399734497,4,0,1997-03-01
"Tau","SAMOA",22.4807214736938,1.29481526032451,22.1439714431763,6,0,1997-03-01
"Alamagan","MARIAN",56.1126232147217,1.12148034307322,55.9627437591553,4,0,1997-03-01
"Swains","SAMOA",27.0477709770203,0.657695353368096,27.0026874542236,4,0,1997-03-01
"Howland","PRIAs",13.2236680984497,0.180284965537258,13.2326512336731,4,0,1997-03-01
"Laysan","NWHI",22.6865961551666,7.28167531554969,21.0171041488647,4,0,1997-03-01
"Nihoa","NWHI",26.151112874349,0.404845723237389,26.1641654968262,3,1,1997-03-01
"Maug","MARIAN",24.5887508392334,1.49195044336599,24.7064619064331,4,0,1997-03-01
"Necker","NWHI",24.7439139684041,2.16165563538368,24.4663715362549,6,0,1997-03-01
"Ofu & Olosega","SAMOA",21.9634653727214,0.780717164937405,21.7823686599731,6,0,1997-03-01
"Baker","PRIAs",13.4047849655151,0.111152359983411,13.403148651123,5,0,1997-03-01
"Hawaii","MHI",17.4733626842499,2.24526764976499,17.2816724777222,24,1,1997-04-01
"Maui","MHI",17.698158621788,3.85179022016683,17.2076206207275,16,1,1997-04-01
"Oahu","MHI",20.682912009103,2.37943648164701,21.1697292327881,14,1,1997-04-01
"Kauai","MHI",18.2978103955587,1.04116906875383,18.6931867599487,12,0,1997-04-01
"Molokai","MHI",16.8386200124567,2.63026241278319,17.0488376617432,11,1,1997-04-01
"Guam","MARIAN",24.0934122085571,2.68795752435106,24.1720905303955,10,1,1997-04-01
"Lanai","MHI",13.9158419200352,1.03458767309405,13.8051652908325,7,1,1997-04-01
"Niihau","MHI",19.1050539016724,0.561409454087054,18.8816261291504,8,0,1997-04-01
"Tutuila","SAMOA",21.589648882548,0.526311201295953,21.4917840957642,6,0,1997-04-01
"Saipan","MARIAN",17.6930221557617,0.661043549422866,17.8902130126953,5,0,1997-04-01
"Tinian","MARIAN",18.692132132394,1.40697130934633,18.5103931427002,7,0,1997-04-01
"Jarvis","PRIAs",18.0467038154602,0.777874761175569,17.8594627380371,4,0,1997-04-01
"Rota","MARIAN",19.8117370605469,0.843470025471293,19.3316383361816,5,0,1997-04-01
"Aguijan","MARIAN",19.3104213078817,1.1432551498991,19.179404258728,6,0,1997-04-01
"Sarigan","MARIAN",21.660005569458,1.09025125559723,21.9514980316162,4,0,1997-04-01
"Guguan","MARIAN",20.6330575942993,0.557877121676965,20.6045198440552,4,0,1997-04-01
"Pagan","MARIAN",19.1195673942566,0.248832055538808,19.1492471694946,4,0,1997-04-01
"Agrihan","MARIAN",18.8817453384399,0.366862748959527,19.0725040435791,6,0,1997-04-01
"Asuncion","MARIAN",18.2719326019287,0.642564534533027,18.0571174621582,4,0,1997-04-01
"Farallon de Pajaros","MARIAN",16.8265221118927,0.771200813641754,16.9404745101929,4,0,1997-04-01
"Tau","SAMOA",19.9533786773682,0.718749032026193,19.8938636779785,6,0,1997-04-01
"Alamagan","MARIAN",20.108115196228,0.89028383025984,19.9635066986084,4,0,1997-04-01
"Swains","SAMOA",17.1501936912537,0.456924955349424,17.035059928894,4,0,1997-04-01
"Howland","PRIAs",14.8486564159393,0.504403724007263,14.9258236885071,4,0,1997-04-01
"Laysan","NWHI",27.3155083656311,5.86115335463125,28.9527139663696,4,0,1997-04-01
"Nihoa","NWHI",21.2502263387044,0.617092248701981,20.9967670440674,3,1,1997-04-01
"Maug","MARIAN",19.0820322036743,2.08983902848196,18.2608957290649,4,0,1997-04-01
"Necker","NWHI",28.4148295720418,4.11500385200082,29.60023021698,6,0,1997-04-01
"Ofu & Olosega","SAMOA",19.8270575205485,0.808736791396094,19.859034538269,6,0,1997-04-01
"Baker","PRIAs",14.1311874389648,0.369575561979829,14.1233911514282,5,0,1997-04-01
"Hawaii","MHI",16.8056183656057,0.839982865846765,16.9440422058105,24,1,1997-05-01
"Maui","MHI",17.1895262598991,1.73989431598453,17.118688583374,16,1,1997-05-01
"Oahu","MHI",21.3537552697318,2.55378006791764,21.3703918457031,14,1,1997-05-01
"Kauai","MHI",23.9224130312602,2.15443104780829,24.0248956680298,12,0,1997-05-01
"Molokai","MHI",18.0415223728527,2.17146682057913,18.1853179931641,11,1,1997-05-01
"Guam","MARIAN",15.4094240188599,0.312138206786131,15.4189786911011,10,1,1997-05-01
"Lanai","MHI",15.918149130685,0.951576238316896,15.5124025344849,7,1,1997-05-01
"Niihau","MHI",24.1536140441895,2.46899287096411,24.3181562423706,8,0,1997-05-01
"Tutuila","SAMOA",34.7727654774984,1.27018874474204,34.5249290466309,6,0,1997-05-01
