"island","REGION","mean","sd","median","n_cells","na_cells","time"
"Alamagan","MARIAN",86.3855686187744,2.58720508845789,86.2801361083984,4,0,2010-02-01
"Swains","SAMOA",18.3839502334595,0.750860339393144,18.4519701004028,4,0,2010-02-01
"Howland","PRIAs",38.0264892578125,1.49213941009951,38.2016315460205,4,0,2010-02-01
"Laysan","NWHI",45.5860824584961,3.90713806634192,46.0826587677002,4,0,2010-02-01
"Nihoa","NWHI",49.0413195292155,4.39062989450064,50.7729148864746,3,1,2010-02-01
"Maug","MARIAN",59.9405851364136,1.22251964147718,59.9341831207275,4,0,2010-02-01
"Necker","NWHI",45.0499064127604,5.52613863643122,43.5893726348877,6,0,2010-02-01
"Ofu & Olosega","SAMOA",16.8287677764893,0.780194081283494,16.4512872695923,6,0,2010-02-01
"Baker","PRIAs",39.2783821105957,0.517319894663365,39.5272903442383,5,0,2010-02-01
"Hawaii","MHI",33.8574947516123,5.08961699875328,35.4263744354248,24,1,2010-03-01
"Maui","MHI",39.0473479032516,11.3864998815159,33.8134307861328,16,1,2010-03-01
"Oahu","MHI",44.0736192975725,4.35311858508509,43.148853302002,14,1,2010-03-01
"Kauai","MHI",40.4748764038086,3.48583560762371,40.356761932373,12,0,2010-03-01
"Molokai","MHI",40.2393105246804,8.83770441094557,38.5531120300293,11,1,2010-03-01
"Guam","MARIAN",26.4663021087646,3.19152479200349,24.7150726318359,10,1,2010-03-01
"Lanai","MHI",31.8486535208566,3.70734834867511,32.285285949707,7,1,2010-03-01
"Niihau","MHI",36.7055912017822,3.32050494806613,36.4695587158203,8,0,2010-03-01
"Tutuila","SAMOA",13.5912082990011,0.356703669464562,13.624125957489,6,0,2010-03-01
"Saipan","MARIAN",51.2678779602051,2.20102304132625,50.7556457519531,5,0,2010-03-01
"Tinian","MARIAN",50.4313785008022,3.21110001246356,50.3487167358398,7,0,2010-03-01
"Jarvis","PRIAs",15.0832512378693,0.118848405732514,15.0421514511108,4,0,2010-03-01
"Rota","MARIAN",36.8163555145264,5.3745744515089,38.1475944519043,5,0,2010-03-01
"Aguijan","MARIAN",49.5619748433431,2.87720022244343,48.9765186309814,6,0,2010-03-01
"Sarigan","MARIAN",68.7265014648438,2.05688400139309,68.7854957580566,4,0,2010-03-01
"Guguan","MARIAN",58.9471111297607,10.7868770158951,58.1735401153564,4,0,2010-03-01
"Pagan","MARIAN",35.8954973220825,2.09912049402555,35.5888614654541,4,0,2010-03-01
"Agrihan","MARIAN",38.3726037343343,3.57238968103558,39.5671234130859,6,0,2010-03-01
"Asuncion","MARIAN",26.0412731170654,0.368772306102008,26.1765546798706,4,0,2010-03-01
"Farallon de Pajaros","MARIAN",26.5940947532654,0.251486923217047,26.6462783813477,4,0,2010-03-01
"Tau","SAMOA",13.124836285909,0.548381089860432,12.9740200042725,6,0,2010-03-01
"Alamagan","MARIAN",47.1828536987305,2.89153464126659,47.2752418518066,4,0,2010-03-01
"Swains","SAMOA",17.0289602279663,0.269886449320868,17.0385236740112,4,0,2010-03-01
"Howland","PRIAs",20.7255907058716,1.24377118140038,20.7555255889893,4,0,2010-03-01
"Laysan","NWHI",37.0249376296997,6.06822091075808,34.6381664276123,4,0,2010-03-01
"Nihoa","NWHI",50.3531939188639,4.84082781633709,53.1446990966797,3,1,2010-03-01
"Maug","MARIAN",25.1264238357544,1.03897503053146,25.5988006591797,4,0,2010-03-01
"Necker","NWHI",45.475212097168,5.93283680000727,46.0409278869629,6,0,2010-03-01
"Ofu & Olosega","SAMOA",12.8750799496969,0.362927229559087,12.8440103530884,6,0,2010-03-01
"Baker","PRIAs",18.218724822998,0.146784277418994,18.2679920196533,5,0,2010-03-01
"Hawaii","MHI",34.4691777229309,6.73046253238991,34.7889194488525,24,1,2010-04-01
"Maui","MHI",26.8593190908432,2.68038965499652,26.9502410888672,16,1,2010-04-01
"Oahu","MHI",31.9149152210781,2.50580391386153,32.3371486663818,14,1,2010-04-01
"Kauai","MHI",32.5127321879069,3.0096645788368,31.5671072006226,12,0,2010-04-01
"Molokai","MHI",28.2485315149481,2.06702181079974,28.4793643951416,11,1,2010-04-01
"Guam","MARIAN",23.8367847442627,2.10108686645387,24.6736211776733,10,1,2010-04-01
"Lanai","MHI",26.0817159925188,2.36052002718339,25.9189300537109,7,1,2010-04-01
"Niihau","MHI",27.6736197471619,3.74466334638326,26.8769598007202,8,0,2010-04-01
"Tutuila","SAMOA",19.4970903396606,1.26005793879647,18.9900960922241,6,0,2010-04-01
"Saipan","MARIAN",24.2378479003906,0.89289843835175,23.9494075775146,5,0,2010-04-01
"Tinian","MARIAN",23.8201490129743,1.32862504835615,23.8248519897461,7,0,2010-04-01
"Jarvis","PRIAs",13.3824102878571,0.460763952775524,13.3818922042847,4,0,2010-04-01
"Rota","MARIAN",20.8833465576172,0.348113474867833,20.9090213775635,5,0,2010-04-01
"Aguijan","MARIAN",23.4627720514933,1.22557231315273,23.2247123718262,6,0,2010-04-01
"Sarigan","MARIAN",30.8420820236206,1.25361321654177,30.9869079589844,4,0,2010-04-01
"Guguan","MARIAN",29.9069976806641,0.781109592212119,30.0353260040283,4,0,2010-04-01
"Pagan","MARIAN",27.7280592918396,1.56437579315721,27.523980140686,4,0,2010-04-01
"Agrihan","MARIAN",28.6434656778971,1.70996969765521,29.0734510421753,6,0,2010-04-01
"Asuncion","MARIAN",20.7101259231567,0.910182036252047,20.6144952774048,4,0,2010-04-01
"Farallon de Pajaros","MARIAN",17.3453350067139,0.672704517549002,17.3949022293091,4,0,2010-04-01
"Tau","SAMOA",24.5818344751994,0.753536466992394,24.584267616272,6,0,2010-04-01
"Alamagan","MARIAN",31.661235332489,1.79735867929944,31.2975988388062,4,0,2010-04-01
"Swains","SAMOA",17.9136967658997,0.124241955941249,17.9212694168091,4,0,2010-04-01
"Howland","PRIAs",14.6817133426666,0.521640842011422,14.683087348938,4,0,2010-04-01
"Laysan","NWHI",22.6050333976746,2.40165131002247,22.3439035415649,4,0,2010-04-01
"Nihoa","NWHI",31.3193295796712,1.04263880344649,31.5946350097656,3,1,2010-04-01
"Maug","MARIAN",19.6805596351624,0.314148268057212,19.7334890365601,4,0,2010-04-01
"Necker","NWHI",28.0801258087158,2.33840295572118,28.8264102935791,6,0,2010-04-01
"Ofu & Olosega","SAMOA",23.0678091049194,2.48949993708161,23.7929229736328,6,0,2010-04-01
"Baker","PRIAs",14.1042751312256,0.211230616831228,14.0410594940186,5,0,2010-04-01
"Hawaii","MHI",28.761033932368,2.94699982519757,28.3790044784546,24,1,2010-05-01
"Maui","MHI",25.6210736036301,3.40810588463104,26.4528856277466,16,1,2010-05-01
"Oahu","MHI",20.284049306597,2.1276833937849,20.0027389526367,14,1,2010-05-01
"Kauai","MHI",19.4363451004028,1.44468518494883,19.1441326141357,12,0,2010-05-01
"Molokai","MHI",20.164139921015,4.11599849460983,19.8556137084961,11,1,2010-05-01
"Guam","MARIAN",17.2395668983459,0.730803060797415,17.3571615219116,10,1,2010-05-01
"Lanai","MHI",23.8428164890834,4.65639357147458,24.689962387085,7,1,2010-05-01
"Niihau","MHI",18.3377432823181,1.58343177821912,18.3218660354614,8,0,2010-05-01
"Tutuila","SAMOA",23.5348173777262,1.40279744482222,23.3764657974243,6,0,2010-05-01
"Saipan","MARIAN",15.6314552307129,0.22736706110281,15.5450162887573,5,0,2010-05-01
"Tinian","MARIAN",15.4897233418056,0.177476111980159,15.5232486724854,7,0,2010-05-01
"Jarvis","PRIAs",16.078147649765,0.793267907374807,16.0863590240479,4,0,2010-05-01
"Rota","MARIAN",15.9086006164551,0.759739596563559,15.7826166152954,5,0,2010-05-01
"Aguijan","MARIAN",15.427072207133,0.143305838460574,15.4468579292297,6,0,2010-05-01
"Sarigan","MARIAN",14.2273392677307,0.199373209673422,14.2172064781189,4,0,2010-05-01
"Guguan","MARIAN",13.7977111339569,0.258251522086712,13.7968111038208,4,0,2010-05-01
"Pagan","MARIAN",15.0626261234283,0.21957209035498,15.0312070846558,4,0,2010-05-01
"Agrihan","MARIAN",14.0880214373271,0.979958607851081,14.1894745826721,6,0,2010-05-01
"Asuncion","MARIAN",11.8161120414734,0.323143022018551,11.8135833740234,4,0,2010-05-01
"Farallon de Pajaros","MARIAN",11.8120102882385,0.172356467236602,11.8230977058411,4,0,2010-05-01
"Tau","SAMOA",25.054261525472,1.19880239433014,25.5579872131348,6,0,2010-05-01
"Alamagan","MARIAN",14.191436290741,0.331886086009564,14.2671966552734,4,0,2010-05-01
"Swains","SAMOA",19.9223895072937,0.253166929772307,19.8594579696655,4,0,2010-05-01
"Howland","PRIAs",16.4104170799255,0.213894938082478,16.4447622299194,4,0,2010-05-01
"Laysan","NWHI",14.2531909942627,1.42120344480138,14.0809645652771,4,0,2010-05-01
"Nihoa","NWHI",13.495125134786,0.849673150125102,13.5409860610962,3,1,2010-05-01
"Maug","MARIAN",11.422385931015,0.128084588010496,11.4379143714905,4,0,2010-05-01
"Necker","NWHI",16.3921065330505,1.03538872257193,16.0059127807617,6,0,2010-05-01
"Ofu & Olosega","SAMOA",25.2930246988932,1.46639766745633,25.5579872131348,6,0,2010-05-01
"Baker","PRIAs",17.4637790679932,0.404036963860863,17.1933059692383,5,0,2010-05-01
"Hawaii","MHI",25.7713870207469,2.16466711700374,25.6630640029907,24,1,2010-06-01
"Maui","MHI",23.6290521621704,2.88010370785787,23.1753263473511,16,1,2010-06-01
"Oahu","MHI",22.3546427318028,2.13347946141376,22.8732624053955,14,1,2010-06-01
"Kauai","MHI",23.2441252072652,1.58374136395881,23.1945266723633,12,0,2010-06-01
"Molokai","MHI",21.8387199748646,2.86560863036976,22.327766418457,11,1,2010-06-01
"Guam","MARIAN",16.47247838974,0.556202157614081,16.6282653808594,10,1,2010-06-01
"Lanai","MHI",21.3855274745396,2.13820506280947,22.0655708312988,7,1,2010-06-01
"Niihau","MHI",22.8019156455994,0.903763027974998,22.73313331604,8,0,2010-06-01
"Tutuila","SAMOA",42.7859834035238,2.15855947650439,43.4797344207764,6,0,2010-06-01
"Saipan","MARIAN",16.079012298584,0.215462775801908,15.9500379562378,5,0,2010-06-01
"Tinian","MARIAN",16.2169327054705,0.294758207477105,16.2525806427002,7,0,2010-06-01
"Jarvis","PRIAs",18.7163777351379,1.08880180053149,18.6895122528076,4,0,2010-06-01
"Rota","MARIAN",16.3974809646606,0.288850547836829,16.545581817627,5,0,2010-06-01
"Aguijan","MARIAN",16.3861397107442,0.391803521834068,16.31494140625,6,0,2010-06-01
"Sarigan","MARIAN",18.6812524795532,0.337867157212277,18.6129627227783,4,0,2010-06-01
"Guguan","MARIAN",19.3835010528564,0.102613369994571,19.3579750061035,4,0,2010-06-01
"Pagan","MARIAN",19.7999749183655,0.403116016676809,19.6997594833374,4,0,2010-06-01
"Agrihan","MARIAN",18.5606238047282,0.529771514092412,18.5708417892456,6,0,2010-06-01
"Asuncion","MARIAN",17.0990581512451,0.32237620889486,17.1015911102295,4,0,2010-06-01
"Farallon de Pajaros","MARIAN",15.7914700508118,0.225678624778465,15.8669214248657,4,0,2010-06-01
"Tau","SAMOA",46.1371555328369,1.57141797008935,45.638916015625,6,0,2010-06-01
"Alamagan","MARIAN",19.690281867981,0.543070027386544,19.479455947876,4,0,2010-06-01
"Swains","SAMOA",42.4401330947876,1.37698011294852,42.8094921112061,4,0,2010-06-01
"Howland","PRIAs",18.5002574920654,0.284848979312766,18.522741317749,4,0,2010-06-01
"Laysan","NWHI",13.5310709476471,1.28549400188115,12.9836316108704,4,0,2010-06-01
"Nihoa","NWHI",16.2814521789551,0.106212839888044,16.329080581665,3,1,2010-06-01
"Maug","MARIAN",16.4587907791138,0.180171753587353,16.4274387359619,4,0,2010-06-01
"Necker","NWHI",17.840137163798,0.988216006009431,18.3078422546387,6,0,2010-06-01
"Ofu & Olosega","SAMOA",45.8932520548503,1.26020458590464,45.638916015625,6,0,2010-06-01
"Baker","PRIAs",20.2005592346191,0.713941391838111,19.8171977996826,5,0,2010-06-01
"Hawaii","MHI",24.4045991102854,1.62097722555193,24.2719755172729,24,1,2010-07-01
"Maui","MHI",20.9901654720306,2.22402977806068,21.7805318832397,16,1,2010-07-01
"Oahu","MHI",24.3571608407157,1.91662139088158,24.1930532455444,14,1,2010-07-01
"Kauai","MHI",23.0557853380839,2.47286036337563,23.0245895385742,12,0,2010-07-01
"Molokai","MHI",20.4640672857111,2.18366606666525,20.9426441192627,11,1,2010-07-01
"Guam","MARIAN",19.6338634490967,1.18811152277751,20.1196718215942,10,1,2010-07-01
"Lanai","MHI",18.3874653407506,1.09105384147373,18.2333507537842,7,1,2010-07-01
"Niihau","MHI",26.3853735923767,1.8602006851845,26.2722225189209,8,0,2010-07-01
"Tutuila","SAMOA",45.871857325236,3.30823384571081,44.9606533050537,6,0,2010-07-01
"Saipan","MARIAN",20.3100532531738,0.510852038599179,20.1392364501953,5,0,2010-07-01
"Tinian","MARIAN",20.3051932198661,0.709414738089338,20.1392364501953,7,0,2010-07-01
"Jarvis","PRIAs",19.0885605812073,1.4431180021913,19.0115718841553,4,0,2010-07-01
"Rota","MARIAN",19.7078216552734,0.600540471754152,19.6282367706299,5,0,2010-07-01
"Aguijan","MARIAN",20.067050298055,1.07649403420467,20.1115837097168,6,0,2010-07-01
"Sarigan","MARIAN",23.1873373985291,1.26541488913535,23.1645135879517,4,0,2010-07-01
"Guguan","MARIAN",24.6289296150208,0.249159950950323,24.6686944961548,4,0,2010-07-01
"Pagan","MARIAN",26.5583000183105,0.197387563533479,26.5384693145752,4,0,2010-07-01
"Agrihan","MARIAN",25.8845059076945,0.296153962863611,25.7599534988403,6,0,2010-07-01
"Asuncion","MARIAN",24.3248853683472,0.366329540615489,24.3379154205322,4,0,2010-07-01
"Farallon de Pajaros","MARIAN",23.3561415672302,0.184190821139779,23.274302482605,4,0,2010-07-01
"Tau","SAMOA",47.6398029327393,1.69157723074029,47.4074516296387,6,0,2010-07-01
"Alamagan","MARIAN",24.8349094390869,0.425398897111517,24.9222297668457,4,0,2010-07-01
"Swains","SAMOA",44.398042678833,0.874553153244028,44.2147216796875,4,0,2010-07-01
"Howland","PRIAs",20.3445048332214,0.363416485807621,20.3109722137451,4,0,2010-07-01
"Laysan","NWHI",17.8125658035278,1.08211837527805,17.5706367492676,4,0,2010-07-01
"Nihoa","NWHI",24.3705940246582,0.774821862145386,24.6381340026855,3,1,2010-07-01
"Maug","MARIAN",23.5425629615784,0.293950538278299,23.5037021636963,4,0,2010-07-01
"Necker","NWHI",18.2424856821696,0.849446376616885,18.1529397964478,6,0,2010-07-01
"Ofu & Olosega","SAMOA",48.6114133199056,3.07439250677069,47.4074516296387,6,0,2010-07-01
"Baker","PRIAs",21.3567974090576,0.219223623483365,21.420560836792,5,0,2010-07-01
"Hawaii","MHI",26.9083297252655,3.51599443106227,27.4473257064819,24,1,2010-08-01
"Maui","MHI",25.17764544487,4.38054659712447,24.3759508132935,16,1,2010-08-01
"Oahu","MHI",25.989693914141,3.23225839294812,26.3193674087524,14,1,2010-08-01
"Kauai","MHI",29.7544848124186,1.08628448342265,29.9541072845459,12,0,2010-08-01
"Molokai","MHI",24.963227185336,3.99140029051859,23.2812023162842,11,1,2010-08-01
"Guam","MARIAN",16.0339358329773,0.859671221397227,16.076132774353,10,1,2010-08-01
"Lanai","MHI",22.669187273298,1.97154106455013,22.7996635437012,7,1,2010-08-01
"Niihau","MHI",30.4633691310883,0.92976318913564,30.3439846038818,8,0,2010-08-01
"Tutuila","SAMOA",51.5030447642008,2.74023923838359,51.1201038360596,6,0,2010-08-01
"Saipan","MARIAN",20.6280052185059,0.738684312785987,20.5522155761719,5,0,2010-08-01
"Tinian","MARIAN",20.2014356340681,0.586070106030606,20.332592010498,7,0,2010-08-01
"Jarvis","PRIAs",14.6889424324036,0.503523633311856,14.6756782531738,4,0,2010-08-01
"Rota","MARIAN",16.5103393554688,0.866794572942733,16.8056163787842,5,0,2010-08-01
"Aguijan","MARIAN",19.8369296391805,0.522244897129201,19.7116394042969,6,0,2010-08-01
"Sarigan","MARIAN",18.5196771621704,0.197225336484844,18.465781211853,4,0,2010-08-01
"Guguan","MARIAN",18.9521684646606,1.00148140816385,18.8477563858032,4,0,2010-08-01
"Pagan","MARIAN",26.7468929290771,0.531228905414776,26.73277759552,4,0,2010-08-01
"Agrihan","MARIAN",25.6100142796834,0.375772548744164,25.658860206604,6,0,2010-08-01
"Asuncion","MARIAN",26.1326975822449,0.264079444323269,26.145040512085,4,0,2010-08-01
"Farallon de Pajaros","MARIAN",25.9545993804932,0.481262789790712,26.0199880599976,4,0,2010-08-01
"Tau","SAMOA",47.1690101623535,4.05057328811336,45.8331451416016,6,0,2010-08-01
"Alamagan","MARIAN",21.9062585830688,2.77281834957726,21.7210311889648,4,0,2010-08-01
"Swains","SAMOA",45.9686450958252,0.733015865707265,46.0665340423584,4,0,2010-08-01
"Howland","PRIAs",24.114200592041,0.685982626420712,24.0074005126953,4,0,2010-08-01
"Laysan","NWHI",20.7111220359802,0.991779566846306,20.68088722229,4,0,2010-08-01
"Nihoa","NWHI",28.7843004862467,0.387883340766878,28.9709625244141,3,1,2010-08-01
"Maug","MARIAN",26.5041356086731,0.236658794542083,26.4408655166626,4,0,2010-08-01
"Necker","NWHI",23.0323820114136,1.32040042965128,23.0572462081909,6,0,2010-08-01
"Ofu & Olosega","SAMOA",47.7118053436279,3.74981222842932,46.8053493499756,6,0,2010-08-01
"Baker","PRIAs",23.0712554931641,0.461373351347547,23.0290222167969,5,0,2010-08-01
"Hawaii","MHI",25.6738077799479,4.17323159817128,26.1890573501587,24,1,2010-09-01
"Maui","MHI",22.7118412256241,4.65724633057706,21.4030351638794,16,1,2010-09-01
"Oahu","MHI",25.9694401877267,2.41348443619716,26.0882606506348,14,1,2010-09-01
"Kauai","MHI",25.0514221191406,2.08003365968901,25.5222768783569,12,0,2010-09-01
"Molokai","MHI",23.6681650335138,4.57979797408987,24.0735454559326,11,1,2010-09-01
"Guam","MARIAN",18.5919834136963,1.4553448818575,18.3811006546021,10,1,2010-09-01
"Lanai","MHI",18.6964806147984,2.43874893278929,17.9758586883545,7,1,2010-09-01
"Niihau","MHI",25.0937900543213,1.01899099677209,25.3512096405029,8,0,2010-09-01
"Tutuila","SAMOA",38.5330982208252,1.85170461720442,38.6629219055176,6,0,2010-09-01
"Saipan","MARIAN",22.1040374755859,0.523277308015293,21.99635887146,5,0,2010-09-01
"Tinian","MARIAN",22.2760279519217,0.29543515921811,22.2665863037109,7,0,2010-09-01
"Jarvis","PRIAs",11.8334324359894,0.0337156615258757,11.8220629692078,4,0,2010-09-01
"Rota","MARIAN",20.0126064300537,0.235937791289921,19.9413433074951,5,0,2010-09-01
"Aguijan","MARIAN",21.9518588383993,0.714465319696673,22.2211761474609,6,0,2010-09-01
"Sarigan","MARIAN",24.0414328575134,0.635719598335295,24.3175811767578,4,0,2010-09-01
"Guguan","MARIAN",23.6529145240784,0.56503452684324,23.4764366149902,4,0,2010-09-01
"Pagan","MARIAN",25.0086188316345,0.149589045331569,25.0530319213867,4,0,2010-09-01
"Agrihan","MARIAN",24.8694334030151,0.84204743296664,24.6405925750732,6,0,2010-09-01
"Asuncion","MARIAN",25.0342144966125,0.159118597299373,25.0330190658569,4,0,2010-09-01
"Farallon de Pajaros","MARIAN",24.0758700370789,0.472871818087583,24.0418767929077,4,0,2010-09-01
"Tau","SAMOA",45.2384465535482,5.06104049084373,44.0322380065918,6,0,2010-09-01
"Alamagan","MARIAN",23.8617563247681,0.701961182827946,23.6905536651611,4,0,2010-09-01
"Swains","SAMOA",44.2329788208008,0.780568163229342,44.319860458374,4,0,2010-09-01
"Howland","PRIAs",20.0272588729858,0.574048888212612,20.0664558410645,4,0,2010-09-01
"Laysan","NWHI",25.3152809143066,0.65818427425818,25.2045602798462,4,0,2010-09-01
"Nihoa","NWHI",23.515157699585,2.23661827049447,22.2491264343262,3,1,2010-09-01
"Maug","MARIAN",24.626621723175,0.314283471816706,24.6526136398315,4,0,2010-09-01
"Necker","NWHI",26.5599145889282,2.17967465989053,26.6157388687134,6,0,2010-09-01
"Ofu & Olosega","SAMOA",45.1365286509196,5.09649416390158,43.7264842987061,6,0,2010-09-01
"Baker","PRIAs",18.4890895843506,0.289905192042182,18.4990043640137,5,0,2010-09-01
"Hawaii","MHI",34.7993269761403,6.03526421958891,32.8736801147461,24,1,2010-10-01
"Maui","MHI",29.9021790027618,5.82619602999626,28.121452331543,16,1,2010-10-01
"Oahu","MHI",33.3229164396014,3.9563164586767,32.7553768157959,14,1,2010-10-01
"Kauai","MHI",37.4916636149089,2.5715779498898,37.7329540252686,12,0,2010-10-01
"Molokai","MHI",29.8942737579346,5.00074035034562,30.2576580047607,11,1,2010-10-01
"Guam","MARIAN",21.3772941589355,0.806471563846953,21.3668260574341,10,1,2010-10-01
"Lanai","MHI",24.5344069344657,2.72024717538277,24.9285087585449,7,1,2010-10-01
"Niihau","MHI",39.6061000823975,2.33727107323174,39.1000175476074,8,0,2010-10-01
"Tutuila","SAMOA",18.4711182912191,1.73239856168484,17.9804220199585,6,0,2010-10-01
"Saipan","MARIAN",21.70823097229,0.796772242679055,21.74294090271,5,0,2010-10-01
"Tinian","MARIAN",21.7339022500174,0.865020922517951,21.74294090271,7,0,2010-10-01
"Jarvis","PRIAs",15.4123935699463,0.293416137061572,15.3906555175781,4,0,2010-10-01
"Rota","MARIAN",21.8423789978027,0.331433234970907,21.8552589416504,5,0,2010-10-01
"Aguijan","MARIAN",21.6813983917236,0.889823336733985,21.7479944229126,6,0,2010-10-01
"Sarigan","MARIAN",22.8486614227295,0.426104408148448,22.884744644165,4,0,2010-10-01
"Guguan","MARIAN",26.8832287788391,0.597752374756335,26.7921028137207,4,0,2010-10-01
"Pagan","MARIAN",23.7379212379456,0.722958404840745,23.7072725296021,4,0,2010-10-01
"Agrihan","MARIAN",23.9153207143148,0.993000184532414,23.6318674087524,6,0,2010-10-01
"Asuncion","MARIAN",23.48051404953,1.55643303101099,23.4985475540161,4,0,2010-10-01
"Farallon de Pajaros","MARIAN",21.9410161972046,0.550000871647258,22.0402154922485,4,0,2010-10-01
"Tau","SAMOA",20.1510073343913,0.669809753279154,20.2017612457275,6,0,2010-10-01
"Alamagan","MARIAN",26.5507659912109,0.979404245648082,26.6172819137573,4,0,2010-10-01
"Swains","SAMOA",36.0800313949585,1.4030439762729,36.0073165893555,4,0,2010-10-01
"Howland","PRIAs",22.8618125915527,1.08435551926578,22.8357534408569,4,0,2010-10-01
"Laysan","NWHI",31.4536938667297,2.48634852397213,31.218186378479,4,0,2010-10-01
"Nihoa","NWHI",31.2369416554769,1.18760764569001,30.7783012390137,3,1,2010-10-01
"Maug","MARIAN",20.8029112815857,1.48491695342009,20.981484413147,4,0,2010-10-01
"Necker","NWHI",27.9604816436768,2.35715201118408,29.0436782836914,6,0,2010-10-01
"Ofu & Olosega","SAMOA",19.7140134175618,1.24845119117341,20.1994924545288,6,0,2010-10-01
"Baker","PRIAs",19.6027156829834,0.562866774440254,19.9158554077148,5,0,2010-10-01
"Hawaii","MHI",37.1922939618429,9.03619561635696,35.6521339416504,24,1,2010-11-01
"Maui","MHI",36.7230663299561,7.93083651926283,34.5943660736084,16,1,2010-11-01
"Oahu","MHI",36.9648591450282,5.59678626132624,36.3860244750977,14,1,2010-11-01
"Kauai","MHI",36.8515758514404,1.93171812736337,36.9029083251953,12,0,2010-11-01
"Molokai","MHI",37.7816819277677,8.96436255755405,33.6509704589844,11,1,2010-11-01
"Guam","MARIAN",33.0826910018921,1.36828806500891,32.5489673614502,10,1,2010-11-01
"Lanai","MHI",29.930226462228,2.4051411474014,29.7783317565918,7,1,2010-11-01
"Niihau","MHI",37.179539680481,2.42485469554942,36.3795967102051,8,0,2010-11-01
"Tutuila","SAMOA",18.4028323491414,0.89349492441355,18.4320135116577,6,0,2010-11-01
"Saipan","MARIAN",38.9187240600586,1.46439708698007,39.1521148681641,5,0,2010-11-01
"Tinian","MARIAN",37.9353316170829,1.45616151607683,38.4543647766113,7,0,2010-11-01
"Jarvis","PRIAs",20.7147183418274,1.12884992630192,20.6468095779419,4,0,2010-11-01
"Rota","MARIAN",33.9859588623047,1.08145678097339,33.6136016845703,5,0,2010-11-01
"Aguijan","MARIAN",37.2177276611328,1.06644119434254,36.6696872711182,6,0,2010-11-01
"Sarigan","MARIAN",39.2208948135376,0.558778089405066,39.1545104980469,4,0,2010-11-01
"Guguan","MARIAN",39.4440183639526,0.937840189826718,39.5345344543457,4,0,2010-11-01
"Pagan","MARIAN",41.3495311737061,1.7817917800898,41.6193218231201,4,0,2010-11-01
"Agrihan","MARIAN",42.5354118347168,0.977009854738623,42.8964614868164,6,0,2010-11-01
"Asuncion","MARIAN",49.2514352798462,1.07481702178862,49.2960815429688,4,0,2010-11-01
"Farallon de Pajaros","MARIAN",48.3687562942505,0.712515194384411,48.1953105926514,4,0,2010-11-01
"Tau","SAMOA",17.4872303009033,0.540971219730574,17.2986040115356,6,0,2010-11-01
"Alamagan","MARIAN",37.4040946960449,1.51008489803666,37.5493640899658,4,0,2010-11-01
"Swains","SAMOA",29.1196222305298,0.840925517394931,29.1891899108887,4,0,2010-11-01
"Howland","PRIAs",20.8697619438171,0.663062829391149,20.821192741394,4,0,2010-11-01
"Laysan","NWHI",37.6121168136597,3.75977076222713,37.5537891387939,4,0,2010-11-01
"Nihoa","NWHI",29.6379865010579,5.73061148234831,27.0883617401123,3,1,2010-11-01
"Maug","MARIAN",49.2104387283325,0.797380982491629,49.3829479217529,4,0,2010-11-01
"Necker","NWHI",38.3767013549805,5.02016131875129,40.3071937561035,6,0,2010-11-01
"Ofu & Olosega","SAMOA",17.2219851811727,0.352388370450955,17.0923986434937,6,0,2010-11-01
"Baker","PRIAs",20.6796630859375,0.406353179593042,20.4664611816406,5,0,2010-11-01
"Hawaii","MHI",34.054672797521,5.09327725156818,34.5654830932617,24,1,2010-12-01
"Maui","MHI",29.5196806192398,4.72623684729664,29.104549407959,16,1,2010-12-01
"Oahu","MHI",34.4777302060808,2.47628921236336,34.8308868408203,14,1,2010-12-01
"Kauai","MHI",32.2989811897278,2.64459039744669,31.9121294021606,12,0,2010-12-01
"Molokai","MHI",29.4564737840132,4.41505093971354,30.183313369751,11,1,2010-12-01
"Guam","MARIAN",33.6948377609253,2.59138902301803,33.259407043457,10,1,2010-12-01
"Lanai","MHI",24.8354279654367,2.23672806451006,24.4465713500977,7,1,2010-12-01
"Niihau","MHI",29.5230536460876,1.77488211317284,29.3146562576294,8,0,2010-12-01
"Tutuila","SAMOA",23.1068671544393,0.363134545559441,23.1863403320312,6,0,2010-12-01
"Saipan","MARIAN",38.7562469482422,2.16618329985029,38.554988861084,5,0,2010-12-01
"Tinian","MARIAN",40.7774500165667,3.0411273795384,41.3977584838867,7,0,2010-12-01
"Jarvis","PRIAs",22.396918296814,1.6594561870958,22.4135208129883,4,0,2010-12-01
"Rota","MARIAN",41.6040008544922,2.40425375066849,42.4384078979492,5,0,2010-12-01
"Aguijan","MARIAN",42.3046862284342,2.66143898970434,43.2484550476074,6,0,2010-12-01
"Sarigan","MARIAN",39.7135057449341,1.51660233510014,39.2153491973877,4,0,2010-12-01
"Guguan","MARIAN",39.698917388916,2.44100820580565,39.5410594940186,4,0,2010-12-01
"Pagan","MARIAN",40.3134775161743,2.53180724618082,40.2931632995605,4,0,2010-12-01
"Agrihan","MARIAN",42.5985457102458,2.201620594291,41.8786849975586,6,0,2010-12-01
"Asuncion","MARIAN",53.9506120681763,1.79978312914322,53.6492385864258,4,0,2010-12-01
"Farallon de Pajaros","MARIAN",64.9944286346436,0.986604880157038,65.0830726623535,4,0,2010-12-01
"Tau","SAMOA",24.1838194529216,1.413046737582,24.3694477081299,6,0,2010-12-01
