species,trophic_guild,genus,subfamily,family,order,class,superclass,diet,position
pyronotanthias_privitera,planktivores,pyronotanthias,NA,anthiadidae,perciformes/serranoidei,teleostei,osteichthyes,Plktiv,BtPlDw
pyronotanthias_smithvanizi,planktivores,pyronotanthias,NA,anthiadidae,perciformes/serranoidei,teleostei,osteichthyes,Plktiv,BtPlDw
rabaulichthys_altipinnis,planktivores,rabaulichthys,NA,anthiadidae,perciformes/serranoidei,teleostei,osteichthyes,Plktiv,BtPlDw
rabaulichthys_stigmaticus,planktivores,rabaulichthys,NA,anthiadidae,perciformes/serranoidei,teleostei,osteichthyes,Plktiv,BtPlDw
sacura_boulengeri,planktivores,sacura,NA,anthiadidae,perciformes/serranoidei,teleostei,osteichthyes,Plktiv,BtPlDw
sacura_margaritacea,planktivores,sacura,NA,anthiadidae,perciformes/serranoidei,teleostei,osteichthyes,Plktiv,BtPlDw
serranocirrhitus_latus,planktivores,serranocirrhitus,NA,anthiadidae,perciformes/serranoidei,teleostei,osteichthyes,Plktiv,BtPlDw
tosanoides_flavofasciatus,planktivores,tosanoides,NA,anthiadidae,perciformes/serranoidei,teleostei,osteichthyes,Plktiv,BtPlDw
trachypoma_macracanthus,planktivores,trachypoma,NA,anthiadidae,perciformes/serranoidei,teleostei,osteichthyes,Plktiv,BtPlDw
aplodactylus_etheridgii,herbivores-detritivores,aplodactylus,NA,aplodactylidae,centrarchiformes,teleostei,osteichthyes,HerMac,PelgDw
aplodactylus_lophodon,herbivores-detritivores,aplodactylus,NA,aplodactylidae,centrarchiformes,teleostei,osteichthyes,HerMac,PelgDw
apogon_americanus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_atradorsatus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_atricaudus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlAs
apogon_aurolineatus,invertivores-pelagic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_axillaris,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_binotatus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_campbelli,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_caudicinctus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BnthDw
apogon_coccineus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BnthDw
apogon_crassiceps,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
apogon_dammermani,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_deetsie,invertivores-pelagic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_dhofar,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_dianthus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BnthDw
apogon_doryssa,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_dovii,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_erythrinus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_erythrosoma,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_gouldi,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_guadalupensis,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlAs
apogon_imberbis,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_indicus,invertivores-pelagic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_kautamea,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_lachneri,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_lativittatus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
apogon_leptocaulus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_maculatus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_marquesensis,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_mosavi,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_nitidus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
apogon_pacificus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_phenax,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlAs
apogon_pillionatus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_planifrons,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_posterofasciatus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_pseudomaculatus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BnthDw
apogon_quadrisquamatus,planktivores,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_retrosella,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_robbyi,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_robinsi,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_rubellus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_rubrifuscus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
apogon_seminigracaudus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_semiornatus,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogon_susanae,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_townsendi,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogon_unicolor,invertivores-benthic,apogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogonichthyoides_atripes,invertivores-pelagic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogonichthyoides_brevicaudatus,invertivores-benthic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogonichthyoides_cantoris,invertivores-pelagic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogonichthyoides_chrysurus,invertivores-pelagic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BnthDw
apogonichthyoides_gardineri,invertivores-pelagic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogonichthyoides_heptastygma,invertivores-pelagic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogonichthyoides_melas,invertivores-pelagic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogonichthyoides_niger,invertivores-pelagic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogonichthyoides_nigripinnis,invertivores-pelagic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogonichthyoides_opercularis,invertivores-pelagic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogonichthyoides_pharaonis,invertivores-pelagic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogonichthyoides_pseudotaeniatus,invertivores-benthic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogonichthyoides_regani,invertivores-pelagic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BnthDw
apogonichthyoides_sialis,invertivores-benthic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogonichthyoides_taeniatus,invertivores-benthic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
apogonichthyoides_timorensis,invertivores-pelagic,apogonichthyoides,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
apogonichthys_ocellatus,invertivores-benthic,apogonichthys,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
apogonichthys_perdix,invertivores-benthic,apogonichthys,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
archamia_bleekeri,invertivores-benthic,archamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
astrapogon_alutus,invertivores-benthic,astrapogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BnthDw
astrapogon_puncticulatus,invertivores-benthic,astrapogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
astrapogon_stellatus,invertivores-benthic,astrapogon,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
cercamia_cladara,invertivores-pelagic,cercamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
cercamia_eremia,invertivores-pelagic,cercamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BnthDw
cheilodipterus_alleni,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
cheilodipterus_arabicus,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BnthDw
cheilodipterus_artus,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
cheilodipterus_intermedius,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
cheilodipterus_isostigma,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
cheilodipterus_lachneri,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
cheilodipterus_macrodon,macrocarnivores,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
cheilodipterus_nigrotaeniatus,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
cheilodipterus_novemstriatus,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
cheilodipterus_parazonatus,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BnthDw
cheilodipterus_persicus,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
cheilodipterus_pygmaios,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
cheilodipterus_quinquelineatus,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
cheilodipterus_singapurensis,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
cheilodipterus_zonatus,invertivores-benthic,cheilodipterus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BnthDw
fibramia_thermalis,invertivores-benthic,fibramia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
foa_brachygramma,invertivores-benthic,foa,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
foa_fo,invertivores-benthic,foa,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
foa_hyalina,invertivores-benthic,foa,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
foa_madagascariensis,invertivores-benthic,foa,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlAs
fowleria_aurita,invertivores-benthic,fowleria,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
fowleria_flammea,invertivores-benthic,fowleria,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
fowleria_isostigma,invertivores-benthic,fowleria,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
fowleria_marmorata,invertivores-benthic,fowleria,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
fowleria_punctulata,invertivores-benthic,fowleria,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BnthDw
fowleria_vaiulae,invertivores-benthic,fowleria,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
fowleria_variegata,invertivores-benthic,fowleria,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
gymnapogon_africanus,invertivores-pelagic,gymnapogon,pseudamiinae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,PelgDw
gymnapogon_annona,invertivores-pelagic,gymnapogon,pseudamiinae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
gymnapogon_japonicus,invertivores-pelagic,gymnapogon,pseudamiinae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
gymnapogon_philippinus,invertivores-pelagic,gymnapogon,pseudamiinae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
jaydia_argyrogaster,invertivores-benthic,jaydia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
jaydia_melanopus,invertivores-benthic,jaydia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
jaydia_photogaster,invertivores-benthic,jaydia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
lachneratus_phasmaticus,invertivores-benthic,lachneratus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
lepidamia_kalosoma,invertivores-benthic,lepidamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
neamia_articycla,invertivores-benthic,neamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BnthDw
neamia_notula,invertivores-benthic,neamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
neamia_octospina,invertivores-benthic,neamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
nectamia_annularis,invertivores-benthic,nectamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
nectamia_bandanensis,invertivores-benthic,nectamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
nectamia_fusca,invertivores-benthic,nectamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
nectamia_ignitops,invertivores-benthic,nectamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
nectamia_luxuria,invertivores-benthic,nectamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
nectamia_savayensis,invertivores-benthic,nectamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BnthDw
nectamia_similis,invertivores-benthic,nectamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BnthDw
nectamia_viria,invertivores-benthic,nectamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BnthDw
nectamia_zebrina,invertivores-benthic,nectamia,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
ostorhinchus_angustatus,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
ostorhinchus_apogonoides,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
ostorhinchus_aroubiensis,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BnthDw
ostorhinchus_atrogaster,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlAs
ostorhinchus_aureus,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
ostorhinchus_capricornis,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
ostorhinchus_cavitensis,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
ostorhinchus_chrysopomus,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
ostorhinchus_chrysotaenia,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BnthDw
ostorhinchus_cladophilos,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
ostorhinchus_compressus,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
ostorhinchus_cookii,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
ostorhinchus_cyanosoma,invertivores-pelagic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
ostorhinchus_dispar,invertivores-pelagic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
ostorhinchus_doederleini,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
ostorhinchus_endekataenia,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
ostorhinchus_fasciatus,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
ostorhinchus_flagelliferus,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
ostorhinchus_flavus,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BnthDw
ostorhinchus_fleurieu,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
ostorhinchus_franssedai,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BnthDw
ostorhinchus_griffini,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BnthDw
ostorhinchus_gularis,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BnthDw
ostorhinchus_hartzfeldii,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
ostorhinchus_hoevenii,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
ostorhinchus_holotaenia,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
ostorhinchus_jenkinsi,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BtPlDw
ostorhinchus_kiensis,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,Plktiv,BnthDw
ostorhinchus_komodoensis,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,FisCep,BtPlDw
ostorhinchus_leptofasciatus,invertivores-benthic,ostorhinchus,apogoninae,apogonidae,kurtiformes,teleostei,osteichthyes,InvMob,BtPlDw
